"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.238225,0.088219,-0.967195,-0.114996,0.171859,-0.978387,0.063,0.133,-0.02,0.05,-0.006,0.88,0.16,0,0,0,1.21,0.93,0,0.14,0,0.7,2.32,0.08,0.2,0,0.24,0.03
0.058979,-0.002551,-0.998256,-0.125396,-0.042171,-0.99121,-0.033,-0.022,-0.094,-0.013,-0.029,0,0,0,0.19,0,0,0,0,0,0,0.06,0.43,0.52,0.01,0.51,0.61,0
0.084249,0.002904,-0.996441,-0.096153,0.007827,-0.995336,-0.006,0.005,-0.095,0.055,-0.013,0,0,0,0,0,0.04,0,0,0,0,0.08,0.01,0,0,0.11,0.09,0.02
0.19765,-0.120277,-0.972866,0.023888,-0.174215,-0.984418,0.113,-0.149,-0.348,-0.258,0.191,0.84,0,0,0,0,0.57,0,0,0,0,0.59,0.37,0,0.02,0.51,1.01,0.08
0.182824,-0.142301,-0.972793,-0.01195,-0.181944,-0.983236,0.087,-0.164,-0.348,-0.149,0.064,0.42,0,0,0,0,1.13,0,0,0,0,0.72,0.73,0,0,0,0.5,0
0.066871,-0.158918,-0.985025,-0.156008,-0.136073,-0.978338,-0.045,-0.149,-0.335,0.018,-0.002,0.02,0.02,0,0,0,1.27,0,0,0,0,0.75,0.83,0,0.42,0.01,0.25,0.31
0.130425,-0.205004,-0.970032,-0.05967,-0.231714,-0.970952,0.036,-0.221,-0.297,-0.052,0.028,0,0.08,0,0,0,0.76,0,0,0,0,0.19,0.67,0,0,0.09,0.22,0.35
0.628329,0.001293,-0.777947,0.427172,-0.099072,-0.898726,0.562,-0.058,-0.171,-0.56,0.033,0,0.63,0.14,0,0,0,0.1,0.55,0,0,0.05,0.41,0,0,0.09,0,0.16
0.029153,-0.023924,-0.999289,-0.114054,-0.027589,-0.993091,-0.043,-0.026,-0.078,-0.031,-0.026,0.19,0.02,0,0.26,0,0,0,0,0,0,0,1.22,0,0.22,0.07,0.81,0
0.126842,-0.098327,-0.987037,-0.099704,-0.099674,-0.990012,0.014,-0.1,-0.238,-0.032,-0.012,0,0,0,0,0,0.94,0,0,0,0,0.15,0.91,0,0,0.1,0.36,0.31
0.056414,0.223143,-0.973152,-0.08311,0.239399,-0.967358,-0.014,0.234,0.214,0.006,0.023,0,0,0.15,0,0,0.16,0,0,0,0,0.01,0.44,0,0,0.07,0.16,0.07
0.115968,-0.042833,-0.992329,-0.136802,-0.029854,-0.990148,-0.011,-0.037,-0.127,-0.025,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0.67,0,0.06,1.12,0.16,0.58
0.45443,-0.051806,-0.889275,0.325732,-0.081318,-0.941959,0.403,-0.073,-0.227,-0.468,-0.011,1.99,0,0.98,0,0.24,0,0,1.52,0.35,0,0.44,0,0,0,1.44,1.35,0.45
0.037745,0.235488,-0.971144,-0.094167,0.223838,-0.970066,-0.029,0.232,0.17,0.008,0.022,0,0,0.31,0,0,0.31,0,0,0,0,0,0.5,0,0,0.15,0.18,0.63
0.523043,0.006148,-0.852284,0.39675,-0.021529,-0.917674,0.479,-0.009,-0.148,-0.612,-0.007,0.11,0,0.79,0,0,0,0,0.12,0,0,0,0,0,0,0.55,0.42,1.77
0.073138,0.155467,-0.98513,-0.018266,0.104998,-0.994305,0.028,0.131,0.045,-0.032,0.072,0,0,0,0,0,0.06,0,0,0,0,0.08,0.34,0.16,0,0.74,0.2,0
0.271937,-0.077254,-0.959209,0.124593,-0.125804,-0.9842,0.201,-0.104,-0.208,0.012,0.049,0,0,0,0.14,0,0,0,0,0,0,1.07,3.28,0,0.87,0.24,0.94,0
0.120066,-0.124285,-0.984956,-0.067002,-0.170082,-0.983149,0.027,-0.148,-0.28,-0.035,0.025,0.03,0.22,0,0,0,1.38,0,0,0,0,0.47,0.71,0,0,0.08,0.08,0
0.002507,0.019216,-0.999812,-0.107632,-0.013187,-0.994103,-0.053,0.003,-0.234,0.118,0.383,0.86,0.01,0.41,0.66,1.79,2.38,0,1.41,0.82,0,0,0,0,0,3.97,2.98,0
0.055289,0.110337,-0.992355,-0.093429,0.079367,-0.992458,-0.019,0.095,0.072,-0.107,0.057,0,0.07,0,0.06,0,0,0,0,0,0,0.12,0.08,0,0,0.75,0,0
0.050252,-0.26649,-0.962527,-0.129215,-0.233201,-0.963805,-0.041,-0.254,-0.478,0.006,0.031,1.24,1.2,0.35,0.67,0.02,1.19,0.03,0.47,0,0,0.52,2.01,0,1.7,0.1,0.17,0
0.608717,-0.066364,-0.790607,0.445747,-0.18883,-0.875016,0.564,-0.152,-0.261,-0.439,-0.022,0.25,0.1,0,0,0,0.01,0.15,0.07,0,0,0,0.61,0,0.01,0.48,0.35,0.22
0.138304,0.06703,-0.988119,-0.032742,0.006017,-0.999446,0.053,0.037,-0.134,-0.113,0.035,0,0,0,0,0,1.26,0.06,0,0,0,0,0.82,0.17,0,0,1.14,1.32
0.673032,0.067499,-0.736527,0.502936,0.03551,-0.863594,0.634,0.064,-0.104,-0.608,0.111,0.1,0.25,0.07,0,0,0,0,1.29,0,0,0.07,0.86,0.36,0,0.25,0.08,0.4
0.085871,-0.007739,-0.996276,-0.095467,-0.001663,-0.995431,-0.005,-0.005,-0.116,0.058,-0.019,0.09,0,0.29,0,0,0.08,0.27,0,0,0,0,0,0.06,0,0.22,0.04,0.17
0.578905,-0.10446,-0.808676,0.431048,-0.176965,-0.884806,0.538,-0.165,-0.3,-0.448,-0.038,0.18,0,0,0,0,0,0.01,0.78,0,0,0,0.51,0.29,0,0.47,0.01,0.01
0.02467,-0.007409,-0.999668,-0.149743,-0.026507,-0.98837,-0.063,-0.017,-0.172,0.065,0.005,0.17,0.35,0.02,0,0,0.02,0.13,0,0,0,0.16,0.04,0,0,0.2,0.18,0.18
0.077846,-0.068092,-0.994637,-0.098975,-0.031544,-0.99459,-0.011,-0.05,-0.237,0.029,0.016,0.62,0,0.63,0.35,0.18,4.02,0.46,0.5,0.03,0,0.98,1.07,0.95,1.44,1.11,0.71,0
0.585852,-0.021659,-0.810128,0.424271,-0.166603,-0.890077,0.536,-0.11,-0.264,-0.423,0.135,0,0,0,0.05,0,0,0.03,0.82,0,0,0,0.06,0.16,0.04,0.66,0.18,0
0.110366,-0.047233,-0.992768,-0.007097,-0.06574,-0.997812,0.052,-0.057,-0.131,-0.088,0.056,0.02,0.07,0.04,0,0,0.48,0.09,0,0,0,0.04,0.75,0,0,0,0.21,0.09
-0.317119,-0.00807,-0.948351,-0.515971,-0.016803,-0.856441,-0.432,-0.014,-0.181,0.532,0.094,0,0,1.7,0.32,0.29,0.6,0,0.23,0,0,0.2,1.52,0.33,0.41,2.03,4.81,0
0.113536,-0.195511,-0.974107,-0.010195,-0.19599,-0.980553,0.053,-0.198,-0.436,-0.09,0.025,0.8,0.35,0,0,0,1.64,0,0,0,0.07,0.78,2.89,0.25,1.52,0,1.66,0.03
0.562318,-0.036693,-0.826107,0.357698,-0.261038,-0.896611,0.491,-0.171,-0.316,-0.309,-0.021,0.37,0.01,0,0.51,0,0,0.01,0,0,0,0,0,0,0,0,0.16,0
0.122345,-0.145524,-0.981761,-0.065872,-0.158352,-0.985183,0.029,-0.153,-0.296,-0.06,-0.001,0.07,0,0,0,0,1.38,0,0,0,0,0.15,0.47,0,0.16,0,0.18,0.07
-0.251999,0.03015,-0.967258,-0.408615,0.004428,-0.912696,-0.338,0.018,-0.205,0.341,0.326,0,0,0.62,0,0,1.32,0.12,0,0,0,0,0.19,0,0,0.9,0,1.08
0.034726,-0.018392,-0.999228,-0.130568,-0.066726,-0.989191,-0.048,-0.043,-0.106,-0.06,0.086,0.2,0,0,0,0,0.51,0,0,0,0,0,0.59,0,0,0,0,0
0.542833,-0.051293,-0.838273,0.385189,-0.188422,-0.903397,0.49,-0.137,-0.293,-0.36,0.076,0.02,0,0,0.03,0,0.05,0.29,0.07,0,0,0,0,0.32,0,0.57,0,0
0.603255,-0.099876,-0.79127,0.412286,-0.118877,-0.903265,0.54,-0.128,-0.28,-0.502,-0.011,0.04,0,0,0,0,0,0.12,0.69,0,0,0,0.37,0.34,0,0.11,0,0.09
0.079077,-0.042561,-0.99596,-0.103929,-0.081382,-0.99125,-0.013,-0.062,-0.141,-0.111,0.04,0,0,0,0,0,0.39,0,0,0,0,0.05,0.83,0,0.1,0,0.95,0
0.106657,-0.02571,-0.993963,-0.005937,-0.0543,-0.998507,0.051,-0.04,-0.117,-0.087,0.059,0.07,0,0,0,0,0.38,0.02,0,0,0,0.26,0.79,0,0,0.4,0.26,0
0.382193,0.086508,-0.920025,0.244885,0.075401,-0.966616,0.321,0.086,-0.145,-0.44,0.17,0.9,0.18,0,0,2.2,3.1,0,1.54,0.61,0.13,0,0,0.47,0,5,4.23,0
0.511503,0.030175,-0.858751,0.376358,-0.001892,-0.926472,0.462,0.016,-0.061,-0.569,0.114,0,0,0.97,0,0,0,0,0,0,0,0,0.02,0,0,0.57,1.02,0.39
