"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.046877,0.048347,-0.99773,-0.10728,0.031165,-0.99374,-0.03,0.04,-0.027,-0.026,-0.031,0,0,0,0.05,0,0,0,0,0,0,0,0.58,0,0.16,0.02,0.66,0
0.025715,-0.08219,-0.996285,-0.191758,-0.108542,-0.975422,-0.084,-0.096,-0.18,-0.078,0.025,0,0,0,0,0,0.83,0,0,0,0,0,1.47,0,0.1,0.7,0.84,0.02
0.007299,0.037672,-0.999264,-0.198159,-0.009293,-0.980126,-0.096,0.014,-0.111,0.051,-0.009,0.06,0.18,0,0.16,0,0.28,0,0,0,0,0,0.26,0,0.05,0.42,0.88,0.1
0.119907,-0.107159,-0.986985,-0.032853,-0.095404,-0.994896,0.044,-0.102,-0.273,-0.056,0.026,0.07,0,0,0,0,1.55,0.07,0,0,0,0.02,0.87,0.03,0.18,0.21,0.18,0
0.085048,-0.076055,-0.99347,-0.009584,-0.084502,-0.996377,0.038,-0.081,-0.209,-0.071,0.039,0.01,0,0,0,0,1.08,0,0,0,0,0.13,1.28,0,0,0.64,0.67,0
0.034741,-0.061515,-0.997501,-0.179168,-0.106271,-0.978062,-0.073,-0.085,-0.201,-0.072,0.025,0.03,0,0,0,0,0.86,0,0,0,0,0.16,1.37,0.07,0.06,0.59,0.85,0.11
-0.018415,0.01718,-0.999683,-0.165034,-0.018935,-0.986106,-0.092,-0.001,-0.071,-0.026,-0.023,0.08,0,0,0.06,0,0,0,0,0,0,0.17,1.14,0,0.12,0.15,0.98,0
0.060309,-0.046696,-0.997087,-0.103799,-0.098964,-0.989663,-0.022,-0.073,-0.16,-0.025,0.05,0.31,0.22,0,0,0,1.44,0,0,0,0,0,0,0.05,0.1,0.58,0.3,0.29
-0.00159,-0.007993,-0.999967,-0.158261,-0.048081,-0.986226,-0.08,-0.028,-0.079,0.016,0.075,0.01,0,0,0.05,0,0.69,0,0,0,0,0.01,0.39,0,0,0.35,0.21,0.18
0.200566,-0.117314,-0.972631,0.06913,-0.218676,-0.973346,0.138,-0.171,-0.364,-0.223,0.616,0.08,0,0.14,0.44,0,1.11,0.04,0,0,0,0.18,1.98,0,0,0,0,0.45
0.018846,-0.012832,-0.99974,-0.179594,-0.046588,-0.982637,-0.081,-0.03,-0.121,0.063,-0.028,0.06,0.08,0,0.37,0,0.39,0,0,0,0,0,0.32,0,0.4,0.42,0.94,0
0.489791,-0.153767,-0.858173,0.373656,-0.235598,-0.897148,0.457,-0.218,-0.436,-0.322,0.199,0,0,0,0.44,0,0.16,0,0,0,0,0.79,1.39,0.64,0,0.02,0.83,0
0.429004,0.204426,-0.879867,0.295762,0.16627,-0.94068,0.379,0.201,0.288,-0.545,0.284,1.59,0.82,1.53,0,0,1.08,0,0.78,0.04,0,0,1.14,0,0,2.74,2.37,0
0.087761,-0.012445,-0.996064,-0.086164,-0.006902,-0.996257,0.001,-0.01,-0.1,0.048,-0.017,0,0,0,0,0,0,0,0,0,0,0.06,0.05,0.01,0,0.12,0,0
-0.319895,0.015221,-0.947331,-0.482659,0.017129,-0.875641,-0.415,0.018,-0.154,0.428,0.117,0,0,0.76,0,0,0.47,0.08,0.04,0,0,0,0.5,0,0.15,0.33,0.26,0.1
0.034483,0.050204,-0.998143,-0.159537,0.015173,-0.987075,-0.063,0.033,-0.077,0.042,0.003,0.05,0,0.37,0,0,0,0,0,0,0,0.14,0.07,0,0,0.24,0.03,0.43
0.52473,-0.008716,-0.851224,0.188816,-0.342341,-0.920408,0.383,-0.196,-0.3,-0.224,0.099,0.01,0,0,0.59,0,0,0,0,0,0,0,0.51,0,0,0,1.13,0
0.463195,-0.059304,-0.88427,0.337491,-0.073866,-0.938426,0.414,-0.073,-0.197,-0.485,-0.123,0.72,0,1.13,0.05,0,0,0,1.16,0,0,0.46,0.14,0,0,1.44,0.85,0.3
0.328725,-0.011437,-0.944357,0.257365,-0.021349,-0.966079,0.298,-0.017,-0.237,-0.261,0.14,4.05,3.96,0.03,0,1.51,2.18,0,0,0.03,0,3.9,0,1.87,0,3.54,1.52,0.36
0.167251,-0.049173,-0.984687,0.040487,-0.061908,-0.99726,0.104,-0.056,-0.272,-0.047,0.031,0.11,0,0,0,0,1.57,0.03,0,0,0,0,0.86,0.16,0.39,0.14,0.02,0.09
0.17277,-0.169341,-0.970296,0.014946,-0.219791,-0.975432,0.096,-0.197,-0.39,-0.095,0.289,0.04,0,0,0,0,1.3,0,0,0,0,0.26,1.08,0,0,0,0.25,0
0.355187,-0.196177,-0.913979,0.321065,-0.403304,-0.856892,0.365,-0.326,-0.488,-0.193,0.318,1.41,1.52,0,0,0.55,0.62,0,0,0.03,0.65,3.23,0,0.75,0,0,0,0
-0.100986,-0.238287,-0.96593,-0.210939,-0.244819,-0.946345,-0.162,-0.247,-0.508,0.114,0.072,2.03,2.03,0,0,0,0.66,0,0,0,0,1.05,2.89,0.32,0,0.28,0.56,0
0.087691,-0.010718,-0.99609,-0.089516,-0.004699,-0.995974,-0.001,-0.008,-0.103,0.05,-0.019,0,0.27,0,0,0,0,0.01,0,0,0,0.3,0.03,0.27,0,0.24,0.12,0
0.02179,-0.101569,-0.99459,-0.21717,-0.068977,-0.973694,-0.099,-0.086,-0.18,-0.078,0.025,0,0,0,0,0,0.94,0,0,0,0,0,1.29,0,0.06,0.83,0.69,0.18
0.0375,-0.05912,-0.997546,-0.115741,-0.086438,-0.989511,-0.039,-0.073,-0.388,0.036,0.126,1.05,0.06,0,0,0,1.57,0,0,0,0,0.05,0.67,0.8,0,0.02,0,1.44
0.072385,-0.09333,-0.993,-0.021817,-0.078154,-0.996703,0.025,-0.086,-0.212,-0.068,0.038,0,0,0,0,0,1.25,0,0,0,0,0,1.17,0.1,0,0.74,0.95,0.12
0.334085,0.095506,-0.937692,0.269768,0.001536,-0.962924,0.308,0.051,-0.121,-0.311,-0.032,0.96,0.69,0.35,0,0,0.26,0,0,0,0,0,0,0,0,0,0.52,3.06
0.090865,-0.076119,-0.99295,-0.012622,-0.073739,-0.997198,0.039,-0.075,-0.205,-0.073,0.034,0.02,0,0,0,0,0.9,0,0,0,0,0.03,1.45,0,0.1,0.92,0.73,0.04
0.090629,0.022537,-0.99563,-0.088231,0.029855,-0.995652,0.001,0.026,-0.064,0.046,-0.018,0.04,0.18,0.4,0,0,0.35,0,0,0,0,0.15,0.13,0,0,0.17,0,0
-0.050168,-0.13984,-0.988902,-0.109778,-0.173056,-0.978775,-0.081,-0.158,-0.408,0.118,0.009,2.9,0.03,1.64,0.58,0.51,2.89,0,0.07,0.05,0,0.83,2.34,0,0.34,0.19,0.79,0
0.079634,0.102512,-0.991539,-0.081924,0.100194,-0.991589,-0.001,0.102,-0.03,-0.035,0.033,0,0.08,0.01,0,0,0.73,0.01,0,0,0,0.15,0.92,0.17,0,0.1,0.46,0
0.423719,-0.290092,-0.858085,0.25197,-0.306745,-0.917834,0.364,-0.324,-0.49,-0.409,-0.113,0,0.1,0,0,0.47,1.64,0.28,1.33,0.45,0,0.5,1.17,0.41,0.54,0.62,0.67,0.08
-0.118204,-0.309111,-0.943651,-0.318548,-0.307565,-0.896622,-0.233,-0.323,-0.495,0.183,-0.1,1.36,0.54,0,0.11,0,0.07,0,0,0,0,0,2.04,0.05,0,0,0.41,0
