"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.056058,0.227115,-0.972253,-0.032518,0.195875,-0.98009,0.012,0.213,0.163,0.105,0.027,0.75,0.67,0.94,0,0,0.28,0,0,0,0.66,0,0.43,0,0,0,0.41,0
-0.057541,0.123328,-0.990696,-0.198611,0.190405,-0.961405,-0.13,0.159,0.072,0.298,-0.241,0,0,0.05,0,0,0.12,0.29,0.39,0,0,0,1.29,0,1.95,0,0.44,0.18
0.080289,0.249557,-0.965026,-0.017949,0.250191,-0.96803,0.032,0.253,0.135,0.096,0,0.33,0.38,0.6,0,0.88,1.22,0,0,0.83,2.39,0,0.14,0,0.62,0.2,0.34,1.12
0.097663,-0.003637,-0.995213,-0.056567,-0.006287,-0.998379,0.021,-0.005,-0.101,-0.007,0.016,0,0,1.42,0.04,0,1.11,0.9,0,0,0,0,0.39,0.37,0.39,0,0,0.36
0.457396,-0.1018,-0.883417,0.30137,-0.093452,-0.948917,0.393,-0.106,-0.235,-0.438,-0.168,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.27,0.22,0.9
0.096893,-0.001774,-0.995293,-0.052137,-0.030686,-0.998168,0.022,-0.016,-0.117,-0.024,0.191,0.33,0,0.16,0,0,1.78,0.52,0,0,0,0,0.04,0,0,0,0,0
0.106569,-0.018828,-0.994127,-0.050207,-0.025914,-0.998403,0.028,-0.022,-0.115,-0.029,0.051,0.26,0,0,0,0,0.55,0.38,0,0,0,0,0,0.05,0,0.31,0,0
-0.327626,-0.058498,-0.942995,-0.496718,-0.057796,-0.865985,-0.428,-0.064,-0.221,0.461,0.087,0,0,0.63,0,0,0,0,0.01,0,0,0,1.19,0,1.25,0.22,0.91,0
-0.059507,0.205792,-0.976785,-0.155737,0.179626,-0.971329,-0.11,0.195,0.152,0.112,-0.027,0.25,0.18,0.77,0,0.35,0.55,0,0,0,1.9,0.34,1,0.17,0.24,0,0.96,0.37
0.478015,-0.161396,-0.863396,0.387911,-0.274214,-0.879961,0.461,-0.245,-0.453,-0.33,0.211,0,0,0,0.45,0,0.18,0,0.02,0,0,1.01,1.58,0.75,0,0,0.59,0
-0.00233,0.036817,-0.999319,-0.181499,-0.002395,-0.983388,-0.092,0.017,-0.117,0.03,0.029,0.6,0,0,0.12,0,0.64,0,0,0,0,0,0.01,0,0.08,0.2,0.35,0
0.085133,0.031172,-0.995882,-0.167419,0.028819,-0.985465,-0.042,0.03,-0.134,0.028,0.002,0,0,0,0,0,1.02,0,0,0,0,0.05,0.64,0.05,0.07,0.21,1.14,1.14
