"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.060749,0.057179,-0.996514,-0.101615,0.057324,-0.993171,-0.021,0.057,0.029,0.064,0.002,0,0.03,0.93,0,0.39,0.95,0.27,0,0.09,1.52,0,0.22,0,0,0.29,0,0.03
0.12914,-0.04395,-0.990652,-0.049985,-0.03039,-0.998287,0.04,-0.037,-0.078,-0.029,-0.024,0,0,0.03,0,0,0,0,0,0,0,0.02,1.21,0,0,0.2,0.7,0
-0.038447,0.220088,-0.974722,-0.163351,0.237273,-0.95761,-0.104,0.232,0.162,0.102,-0.037,0.5,0.23,0.84,0,0.84,0.65,0,0,0.47,2.13,0.14,0.69,0.02,0.09,0.43,1.13,1.17
0.053102,0.10422,-0.993136,-0.08832,0.079785,-0.992892,-0.018,0.092,-0.021,0.051,0.037,0,0,0.76,0,0,0,0,0,0,0,0,0,0.13,0,0.06,0,1.36
0.101989,-0.028609,-0.994374,-0.008529,-0.068341,-0.997626,0.047,-0.049,-0.126,-0.084,0.056,0,0,0,0,0,0.07,0,0,0,0,0.16,0.78,0,0.05,0.29,0.23,0
0.081361,-0.02931,-0.996254,-0.09843,-0.024501,-0.994842,-0.009,-0.027,-0.137,0.061,-0.017,0.1,0,0.15,0,0,0.12,0.06,0,0,0,0.17,0.03,0,0,0,0,0.12
0.090542,0.02359,-0.995613,-0.087741,0.030891,-0.995664,0.001,0.027,-0.064,0.046,-0.019,0.01,0.11,0.24,0,0,0.27,0.02,0,0,0,0.02,0.03,0,0,0.12,0,0.08
0.106547,-0.02765,-0.993923,-0.001685,-0.063477,-0.997982,0.053,-0.046,-0.117,-0.11,0.054,0,0,0,0,0,0.07,0,0,0,0,0.12,0.88,0.01,0.01,0.22,0.72,0
-0.119255,0.109546,-0.986802,-0.206175,0.036014,-0.977852,-0.164,0.074,0.147,0.078,0.001,0,0,0.82,0.98,0,0.07,0,0,0,0.63,0,0.63,0,0,0,0.18,0
0.081925,-0.00651,-0.996617,-0.091667,-0.000573,-0.99579,-0.005,-0.004,-0.091,0.054,-0.017,0.07,0.02,0.03,0,0,0,0.01,0,0,0,0.18,0.14,0,0,0,0.06,0
