"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","State"
0.532803,-0.020145,-0.846,0.410674,-0.039459,-0.910928,0.493,-0.034,-0.139,-0.633,-0.12,2.69,1.38,1.62,0,0,0,0,0.05,0,0,0,0,0,0,0.75,0.82,0,-100
-0.349629,-0.048992,-0.935606,-0.351627,-0.020327,-0.935919,-0.359,-0.037,-0.3,0.391,0.108,0.01,0,0.58,0,0.56,1.92,0,1.68,1.09,0.14,0.06,1.9,0.31,1.71,0.12,0.71,0,-100
0.558,-0.094236,-0.824473,0.41902,-0.166672,-0.892549,0.517,-0.151,-0.304,-0.655,0.196,0,0,0.25,0,0.25,1.27,0.21,0,0,0,0,0.51,0,0,1.24,0,0,-100
-0.112554,-0.012738,-0.993564,-0.336322,-0.04574,-0.940636,-0.228,-0.03,-0.207,0.246,0.009,0,0,0.02,0,0,0.52,0,0,0,0,0,1.76,0.03,0.42,0.1,0.91,0.59,-100
0.412869,0.058394,-0.908917,0.296043,0.002433,-0.955172,0.363,0.033,-0.041,-0.474,0.26,3.11,0.19,1.44,0,0,0,0,1.81,0,0,0,0,0,0,1.61,1.45,0.09,-100
0.015497,0.005425,-0.999865,-0.149952,-0.021446,-0.988461,-0.068,-0.008,-0.059,0.002,0.055,0,0.17,0,0,0,0.46,0,0,0,0,0.01,0.51,0,0,0.35,0.19,0.03,100
-0.267938,-0.095672,-0.958674,-0.530464,-0.12636,-0.838237,-0.418,-0.123,-0.317,0.44,0.118,0.28,0,0.26,0,0,0.4,0,0.08,0,0,0,2.25,0.07,1.13,0,1.39,0,-100
0.040883,0.151232,-0.987652,-0.110656,0.160681,-0.980784,-0.035,0.157,0.166,0.001,0.025,0,0,0.02,0,0,0,0,0,0,0,0,0.35,0,0,0.37,0.18,0.15,100
0.521702,0.237967,-0.819267,0.415834,0.18717,-0.889972,0.502,0.244,0.126,-0.699,0.206,0,0,0,0,0.75,1.91,0,0.95,0,0,1.55,2.45,0,0.11,0.77,0,0.08,-100
0.080791,0.065875,-0.994552,-0.084423,0.076463,-0.993492,-0.002,0.071,0.006,0.024,-0.031,0,0.12,0,0,0,0,0,0,0,0,0.08,0.27,0.19,0,0.76,0.02,0.1,100
0.429232,0.103505,-0.897244,0.211991,0.074998,-0.974389,0.33,0.095,-0.14,-0.43,0.202,0.63,0.23,0,0,2.29,3.04,0,1.42,0.76,0.14,0,0,0.42,0,5,4.36,0,-100
0.441497,-0.072015,-0.894368,0.309675,-0.121421,-0.943058,0.388,-0.105,-0.256,-0.458,0.078,1.89,0,1.53,0,0.1,0,0,1.08,0.14,0.23,1.36,0.09,0,0,1.08,0.3,0.25,-100
0.082869,-0.005959,-0.996543,-0.089859,6.6e-05,-0.995955,-0.004,-0.003,-0.09,0.052,-0.017,0.01,0.01,0,0.07,0,0,0.02,0,0,0,0.03,0.22,0,0,0,0.01,0,100
0.105293,-0.089427,-0.990412,-0.058885,-0.138572,-0.9886,0.023,-0.115,-0.154,-0.03,0.051,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0.22,0.48,0.32,0,100
0.081282,-0.0198,-0.996494,-0.098657,-0.014702,-0.995013,-0.009,-0.017,-0.125,0.061,-0.018,0.02,0,0.12,0,0,0,0.13,0,0,0,0.08,0.05,0.02,0,0.28,0.09,0.14,100
0.552063,0.030606,-0.833241,0.397961,-0.078664,-0.914024,0.498,-0.027,-0.324,-0.467,0.172,0,0,0,0,0,0,0,0.39,0,0,4.03,1.13,1.7,0,0,0,0.68,-100
-0.006891,-0.007402,-0.999949,-0.169551,-0.031047,-0.985032,-0.089,-0.019,-0.077,-0.031,-0.023,0,0,0,0.1,0,0,0,0,0,0,0.05,1.2,0,0.06,0.4,1.01,0,100
0.080521,-0.014656,-0.996645,-0.1003,-0.009789,-0.994909,-0.01,-0.012,-0.126,0.063,-0.015,0.23,0.13,0,0,0,0.09,0.12,0,0,0,0.01,0.05,0.14,0,0.27,0.08,0.17,100
0.138827,0.033304,-0.989757,-0.011655,0.026509,-0.999581,0.064,0.03,-0.056,-0.07,0.085,0,0.01,0,0,0,0.96,0.31,0,0,0,0.01,0.24,0.3,0,0.57,0.33,0,100
0.077511,-0.012458,-0.996914,-0.097995,-0.064211,-0.993113,-0.01,-0.039,-0.121,-0.118,0.042,0,0,0,0,0,0.24,0.01,0,0,0,0,0.49,0.02,0.1,0,0.78,0,100
0.462484,0.24955,-0.850784,0.229794,0.106262,-0.967421,0.364,0.193,-0.12,-0.496,0.344,0,0,0,0,0,0,0,0.73,0,0,0.69,1.15,0.74,0,0,0,2.37,-100
0.020069,0.227739,-0.973515,-0.117101,0.213294,-0.969945,-0.05,0.223,0.183,0.014,0.019,0,0,0.27,0,0,0.16,0.01,0,0,0,0,0.62,0,0,0.14,0.21,0.43,100
0.157417,-0.054408,-0.986032,0.003129,-0.096259,-0.995351,0.081,-0.076,-0.27,0.133,0.28,0,0,0,0,0,1.09,0,0,0,0,0.21,2.07,0.28,0.04,0.21,0.41,0,-100
0.050121,0.07265,-0.996097,-0.092569,0.02944,-0.995271,-0.021,0.051,-0.025,-0.028,0.097,0.23,0.15,0,0,0,0.89,0.08,0,0,0,0,0.01,0,0,0.13,0,0,100
0.52743,0.180136,-0.830282,0.434094,0.156548,-0.887161,0.51,0.194,0.237,-0.769,0.315,0.18,0.08,1.99,0,0,0.27,0,0.07,0,0,0.01,2,0,0.78,1.66,2.22,0,-100
-0.317153,0.036612,-0.947667,-0.456279,0.029896,-0.889334,-0.399,0.036,-0.169,0.464,0.1,0,0,0.57,0,0,0,0,0,0,0,0,0.93,0,0.99,0.27,0.56,0,-100
0.074277,0.18038,-0.980788,-0.067511,0.145445,-0.98706,0.003,0.164,0.009,-0.126,0.086,0.39,0.78,0,0,0,0.33,0.07,0,0,0,0.11,0.07,0,0.41,0.38,0,0,100
0.075258,-0.204986,-0.975867,-0.097483,-0.186336,-0.977638,-0.011,-0.198,-0.397,0.089,0.039,0,0,0,0,0,2.5,0.85,0,0,0,0,1.96,0.56,0,0,0.05,0.54,-100
0.124229,0.14634,-0.981403,-0.004155,0.100769,-0.994901,0.061,0.124,0.048,-0.134,0.06,0.46,0.19,0.02,0,0,0,0,0,0,0,0,0.12,0,0.03,0,0.51,0,100
0.499658,0.018779,-0.866019,0.383314,-0.005355,-0.923603,0.458,0.008,-0.209,-0.444,0.26,0.04,0,0,0,0,0.18,0,0.08,0,0,0.64,2.33,0.85,0,0,1.64,0,-100
0.021321,-0.295124,-0.955221,-0.16082,-0.248985,-0.955062,-0.073,-0.277,-0.487,0.059,-0.008,0.77,0.84,0.04,0.01,0,0.47,0,0,0,0,0.52,1.72,0.11,1.65,0,0.26,0,-100
0.409548,-0.097087,-0.907108,0.257881,-0.129206,-0.957498,0.344,-0.121,-0.259,-0.417,0.022,3.02,0.4,0.59,0.17,0,0,0,0,0,0,0.72,0,0,0,1.28,0.47,0.08,-100
-0.567743,-0.097574,-0.817403,-0.688788,-0.025811,-0.724504,-0.684,-0.08,-0.668,1.16,0.622,0,0,1.18,0,1.22,0,0,0.19,0.13,0.02,0.05,1.56,0,0.53,2.72,1.91,0,-100
0.084314,0.00621,-0.99642,-0.088633,0.012665,-0.995984,-0.002,0.009,-0.07,0.051,-0.02,0,0,0.05,0,0,0,0,0,0,0,0.05,0.15,0,0,0.05,0.03,0,100
-0.05584,0.089544,-0.994416,-0.20152,0.162577,-0.965898,-0.131,0.128,0.037,0.293,-0.233,0,0,0.05,0,0,0.49,0.3,0.51,0,0,0,1.52,0,2.05,0,0.4,0.56,-100
0.087702,0.028039,-0.995752,-0.091259,0.034254,-0.995238,-0.002,0.031,-0.061,0.049,-0.016,0,0.06,0.12,0,0,0.27,0,0,0,0,0.09,0.11,0,0,0.03,0.05,0.27,100
0.029412,-0.002743,-0.999564,-0.198333,-0.01148,-0.980067,-0.085,-0.007,-0.171,0.073,0.003,0.34,0.01,0.09,0,0,0.82,0.02,0,0,0,0.27,0.27,0.1,0,0.18,0.23,0.82,100
0.191408,-0.228919,-0.954442,-0.002976,-0.2211,-0.975247,0.097,-0.229,-0.397,-0.09,0.075,0.09,0.01,0,0,0,1.57,0.4,0,0.06,0,0.09,1.14,0.15,0.82,0.61,0.05,0,-100
0.006405,0.00403,-0.999971,-0.077054,-0.028189,-0.996628,-0.035,-0.012,-0.268,0.06,0.188,1.44,0.12,0,0.46,0.68,2.12,0,0.57,1.23,0.08,0.62,0.5,1.13,0.36,2.24,0.16,0,-100
0.145018,0.084159,-0.985843,-0.013844,0.076882,-0.996944,0.066,0.081,0.012,-0.075,0.065,0.12,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.82,0,0,100
0.144121,-0.058049,-0.987856,-0.008107,-0.102177,-0.994733,0.068,-0.081,-0.128,-0.091,0.083,0.19,0.1,0,0.52,0,0,0,0,0,0,0.07,0.41,0,0,0.01,0.2,0,100
0.492445,-0.162867,-0.854969,0.341494,-0.118933,-0.932329,0.437,-0.156,-0.29,-0.45,-0.397,0,0,0.52,0.02,0,0,0,0,0,0,0,0,0,0,0.1,0.11,1.36,-100
0.396995,0.122962,-0.909547,0.253062,0.111517,-0.961001,0.334,0.125,-0.135,-0.432,0.208,1.05,0.35,0,0,2.27,2.68,0,1.41,0.71,0.12,0,0,0.39,0,4.99,4.6,0,-100
0.093114,-0.188276,-0.977692,-0.068665,-0.152908,-0.985852,0.012,-0.172,-0.353,0.07,0.002,0,0,0,0,0,1.87,0.33,0,0,0,0,1.42,0.1,0.19,0,0.69,0.16,-100
0.084197,-0.001965,-0.996447,-0.089984,0.005093,-0.99593,-0.003,0.002,-0.081,0.052,-0.02,0,0,0.15,0,0,0,0,0,0,0,0.06,0.21,0,0,0.29,0.01,0,100
0.028673,-0.034433,-0.998996,-0.088861,-0.032358,-0.995518,-0.03,-0.033,-0.094,-0.012,-0.043,0,0.13,0.02,0,0,0,0,0,0,0,0.19,1.12,0,0,0,0.66,0.12,100
-0.08264,-0.234524,-0.968591,-0.097362,-0.23355,-0.967458,-0.093,-0.237,-0.469,0.144,-0.159,1.85,1.09,0.61,0.02,0.54,2.49,0,0.05,0.24,0,0,0.74,0.25,1.15,0.09,0.83,0,-100
-0.048309,0.042467,-0.997929,-0.129943,-0.000119,-0.991521,-0.089,0.021,-0.219,0.159,0.356,0.83,0.22,0.69,0.43,2.19,2.72,0,1.61,0.93,0,0,0,0,0,4.17,3,0,-100
0.117468,-0.719919,-0.684045,-0.084968,-0.62489,0.776075,2.802,-1.639,-1.588,0.167,-1.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.413183,-0.195145,-0.889493,0.276075,-0.21025,-0.937858,0.361,-0.218,-0.365,-0.385,-0.129,2.5,0,0.03,0.99,0,0,0,0,0,0,0,0.03,0,0,1.38,0.73,0,-100
0.079504,-0.04791,-0.995683,-0.10211,-0.094988,-0.990228,-0.011,-0.072,-0.161,-0.115,0.034,0,0,0,0.03,0,0.46,0,0,0,0,0,1.03,0.02,0.25,0,1.05,0,100
-0.08484,-0.105364,-0.990808,-0.12666,-0.102309,-0.986656,-0.107,-0.105,-0.409,0.081,0.158,1.68,0.74,0.14,0,0.33,1.99,0.42,0,0,0,1.55,1.58,0.09,0,0.9,0.02,0.19,-100
0.068369,0.163452,-0.984179,-0.050186,0.143229,-0.988416,0.009,0.154,0.096,-0.093,0.038,0,0.13,0,0,0,0,0,0,0,0,0.26,0.01,0,0,0.77,0,0,100
0.582151,0.06163,-0.810742,0.447686,-0.036442,-0.893448,0.544,0.015,-0.182,-0.475,0.205,0,0,0,0,0,0,0,0.3,0,0,0.55,0.81,0.08,0,0.21,0.23,0.19,-100
0.034717,-0.040983,-0.998557,-0.128211,-0.083878,-0.988193,-0.047,-0.063,-0.224,0.025,0.027,0.21,0,0,0,0,0.29,0,0,0,0,0.24,0.1,0.57,0,0.32,1.02,0.62,100
0.118233,-0.047661,-0.991841,-0.033135,-0.051326,-0.998132,0.043,-0.05,-0.15,-0.04,0.027,0.34,0,0,0.02,0,0.12,0.24,0,0,0,0.03,0.07,0.44,0,0.23,0,0,100
0.565104,-0.055051,-0.823181,0.402124,-0.102409,-0.90984,0.509,-0.091,-0.299,-0.454,0.245,0,0,0,0.16,0,0.04,0,0.74,0,0,1.85,1.75,1,0,0,0.02,0,-100
0.263488,0.465268,-0.845044,-0.198923,0.48175,-0.853432,0.038,0.509,0.427,0.062,-0.001,0,1.26,1.16,0,0.39,0.91,0.97,0.18,0,0.34,0,0.54,0,0.11,1.22,0,1.27,-100
0.197158,0.442507,-0.874824,-0.235938,0.453527,-0.859445,-0.022,0.477,0.359,0.091,-0.113,0,0.84,0.52,0,0.12,0.63,1.14,0,0,0,0,0.1,0,0,0.85,0,1.97,-100
0.072919,0.029786,-0.996893,-0.146254,-0.019439,-0.989056,-0.037,0.005,-0.137,0.036,-0.016,0,0,0,0,0,1.12,0.04,0,0,0,0,0.7,0.02,0,0.41,1.12,1.09,100
0.096715,-0.00231,-0.995309,-0.05796,-0.00778,-0.998289,0.019,-0.005,-0.096,-0.009,0.037,0.11,0,1.36,0.18,0,1.17,0.78,0,0,0,0,0,0.24,0.24,0,0,0.1,100
0.425841,0.064777,-0.902476,0.307923,0.033588,-0.950818,0.377,0.053,0.051,-0.505,0.136,0.31,0,3.46,0,0.01,0.24,0,1.2,0,1.48,0.14,0.48,0.01,0,0.23,2.18,0,-100
-0.011327,-0.042519,-0.999031,-0.202537,-0.032435,-0.978737,-0.108,-0.038,-0.159,0.047,0,0.41,0.03,0.07,0,0,0.27,0.02,0,0,0,0.12,0.07,0.12,0,0.09,0.23,0.03,100
0.461997,-0.014071,-0.88677,0.329331,-0.041486,-0.943303,0.408,-0.03,-0.109,-0.512,0.051,1.98,0.29,0.74,0,0,0,0,0.16,0,0,0.15,0,0,0,2.08,1.22,0.32,-100
-0.002768,-0.063643,-0.997969,-0.15016,-0.046617,-0.987562,-0.077,-0.055,-0.241,-0.034,-0.095,1,0.28,0,0.99,0,0.66,0,0,0,0,0,1.03,0,0.95,0,1.88,0,-100
-0.339401,0.027207,-0.940248,-0.330549,0.03565,-0.943115,-0.342,0.033,-0.215,0.399,0.033,0,0,0.78,0,0.67,2.37,0.07,1.37,0.68,0.09,0,0.74,0.67,1.77,0.08,0.49,0,-100
0.306681,-0.166005,-0.937224,0.173765,-0.200811,-0.964096,0.248,-0.191,-0.436,-0.241,-0.129,0.12,0.49,0,0,0.37,0.62,0,0,0.45,0.38,0.76,0.72,0,0,0.06,1.13,0.12,-100
0.037458,-0.013187,-0.999211,-0.101344,0.006726,-0.994829,-0.032,-0.003,-0.089,-0.02,-0.027,0.23,0,0,0,0,0,0,0,0,0,0,1.46,0,0.07,0.13,1.13,0.46,100
0.56809,-0.077555,-0.819304,0.48208,-0.168466,-0.859778,0.559,-0.145,-0.486,-0.81,0.137,0,0,0,0,1.36,1.45,0,1.4,0.51,0,0.22,1.52,1.43,0,2.7,0,0.46,-100
0.109405,-0.052716,-0.992598,-0.008682,-0.073778,-0.997237,0.051,-0.063,-0.126,-0.105,0.052,0,0,0,0,0,0.05,0,0,0,0,0.02,0.79,0.17,0,0.17,0.6,0.12,100
0.463716,0.104337,-0.879819,0.353345,0.068765,-0.932962,0.423,0.095,0.097,-0.583,0.166,0.72,0.94,2.4,0.09,0,0.06,0,0.43,0,0,0.05,1.75,0.18,0,0.14,2.04,0,-100
0.073157,-0.18259,-0.980464,-0.056822,-0.187892,-0.980545,0.008,-0.187,-0.412,0.038,-0.056,2.18,1.52,0,0.49,0,0.06,0,0,0,0,1.24,1.47,0,0,0,0.27,0,-100
0.546558,-0.078272,-0.833755,0.394597,-0.124323,-0.910405,0.495,-0.116,-0.315,-0.426,0.245,0,0,0,0.15,0,0,0,0.52,0,0,1.19,1.58,0.3,0,0.07,0.07,0,-100
0.019628,0.020211,-0.999603,-0.17848,0.001311,-0.983943,-0.08,0.011,-0.048,0.017,0.096,0.02,0,0,0,0,0.88,0.05,0,0,0,0,0.16,0,0,0.17,0,0.03,100
0.402232,-0.245062,-0.88213,0.32927,-0.375488,-0.866366,0.396,-0.341,-0.578,-0.257,0.208,0.54,0,0,0.93,0,1.19,0,0,0,0,0.05,2.02,0,0,0,0.33,0,-100
0.0061,-0.203772,-0.978999,-0.165965,-0.206416,-0.964286,-0.082,-0.208,-0.434,0.051,-0.027,1.05,0.07,0,0.57,0,1.36,0.27,0,0,0,0,0.49,0.38,0,0,0.19,0.49,100
0.208755,-0.124151,-0.970056,0.080699,-0.227174,-0.970505,0.148,-0.179,-0.362,-0.233,0.63,0.01,0,0.16,0.12,0,0.88,0.1,0,0,0,0.08,2,0,0,0,0.01,0,-100
0.082587,-0.036478,-0.995916,-0.099369,-0.084919,-0.991421,-0.008,-0.061,-0.137,-0.118,0.039,0,0,0,0,0,0.26,0,0,0,0,0.02,0.79,0.07,0.21,0.19,1.01,0,100
0.206501,-0.063237,-0.976401,0.015345,-0.073515,-0.997176,0.112,-0.069,-0.088,-0.032,-0.021,0,0.02,0,0.08,0,0,0,0,0,0,0,0.65,0,0.11,0.38,0.83,0.13,100
-0.054227,-0.112832,-0.992133,-0.354478,-0.062683,-0.932961,-0.209,-0.091,-0.314,0.302,0.071,0.11,0,0.79,0,0.25,3.12,0.31,0.98,0.58,0.01,0.1,1.54,0.12,1.13,0,0.8,0,-100
-0.148821,0.103035,-0.983482,-0.343249,0.14324,-0.928258,-0.252,0.128,0.044,0.155,-0.085,0,0,0.07,0.02,0,0,0,0,0,0,0,0.95,0,0.5,1.11,0.04,0,-100
0.143572,-0.011841,-0.989569,0.01279,-0.052712,-0.998528,0.078,-0.032,-0.127,-0.093,0.048,0.02,0,0,0,0,0.42,0.01,0,0,0,0.38,0.97,0.39,0,0.22,0.63,0.52,100
0.010743,-0.092481,-0.995657,-0.164649,-0.122413,-0.978727,-0.078,-0.108,-0.225,0.022,0.005,0.18,0,0,0,0,0.01,0,0,0,0,0.17,0.02,0.49,0,0.34,1.11,0.29,100
0.034737,-0.018244,-0.99923,-0.130364,-0.067989,-0.989132,-0.048,-0.043,-0.106,-0.06,0.086,0.18,0,0,0,0,0.47,0,0,0,0,0,0.58,0,0,0,0,0,100
-0.076723,-0.238796,-0.968034,-0.14889,-0.234984,-0.960528,-0.116,-0.241,-0.526,0.067,0.013,1.53,1.93,0,0,0.93,1.82,0,0,0.42,0,1.94,0.91,0.05,0,0.67,0.21,0,-100
0.145366,0.081894,-0.985983,-0.013828,0.079649,-0.996727,0.066,0.081,0.026,-0.068,0.036,0.22,0.11,0,0,0,0,0.02,0,0,0,0.05,0,0,0,0.75,0,0,100
0.285204,0.429489,-0.856853,-0.164763,0.435706,-0.88488,0.069,0.461,0.329,-0.027,-0.015,0,0.35,0.66,0,0.08,1.11,1.05,0.12,0,0,0,0.31,0,0,0.93,0.11,2.1,-100
0.176165,0.093873,-0.979874,0.00413,0.033084,-0.999444,0.091,0.064,-0.124,-0.091,0.051,0.26,0,0.17,0,0,0.79,0.13,0,0,0,0.42,1.02,0.11,0,0.36,0.5,1.56,100
0.132183,-0.246801,-0.960009,-0.053383,-0.217908,-0.974508,0.041,-0.236,-0.414,-0.034,0.027,0.71,0.28,0.05,0.02,0,1.14,0,0,0,0,0.58,1.14,0.36,1.54,0.91,0.12,0,-100
0.082507,-0.007145,-0.996565,-0.091456,-0.001862,-0.995807,-0.004,-0.005,-0.093,0.053,-0.016,0.05,0,0.12,0,0,0,0,0,0,0,0.08,0.14,0,0,0.22,0,0,100
0.448405,-0.005126,-0.893816,0.292083,0.009594,-0.956345,0.381,0.002,-0.114,-0.419,-0.192,1.69,0,1.15,0,0.24,0,0,1.08,0.85,0.09,0,0,0,0,0.68,0.54,0.65,-100
0.215831,-0.23542,-0.947626,0.011888,-0.222206,-0.974927,0.118,-0.234,-0.422,-0.135,0.089,0.01,0.06,0,0,0.2,1.76,0.42,0.01,0.51,0,0.36,1.73,0.17,1.35,0.54,0.41,0,-100
0.502831,-0.071623,-0.861412,0.35121,-0.093116,-0.931655,0.445,-0.092,-0.219,-0.54,-0.018,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,1.05,0.56,0.95,-100
0.07544,-0.070339,-0.994666,-0.113661,-0.073024,-0.990832,-0.019,-0.072,-0.206,-0.036,0.029,0.12,0,0.07,0,0,1.16,0,0,0,0,0,0,0.2,0.22,0,0.09,0.21,100
0.123144,-0.038058,-0.991659,-0.070227,-0.035583,-0.996896,0.027,-0.037,-0.132,0.05,-0.011,0,0,0,0.05,0,0.85,0,0,0,0,0,0.23,0,0.26,0.53,0.85,0.04,100
0.075526,-0.200865,-0.976703,-0.09183,-0.136997,-0.986306,-0.008,-0.17,-0.4,0.095,-0.269,0.48,0.66,0,0,0.74,0.81,0.08,0.43,0.77,0,0.68,0.63,0.05,0.1,1.43,0,0,-100
0.083434,-0.000814,-0.996513,-0.100271,0.004786,-0.994949,-0.008,0.002,-0.114,0.062,-0.016,0.14,0,0.09,0,0,0.34,0.11,0,0,0,0.22,0.23,0.37,0,0.02,0,0.48,100
0.096284,-0.189684,-0.977113,-0.063842,-0.157516,-0.985451,0.017,-0.175,-0.342,0.07,0.007,0,0,0,0,0,2.13,0.2,0,0,0,0,1.53,0.03,0.09,0,0.43,0,-100
-0.313767,-0.031196,-0.948987,-0.476448,-0.068135,-0.876559,-0.409,-0.054,-0.23,0.461,0.095,0,0,0.52,0,0,0,0,0,0,0,0,1.42,0,1.11,0.22,0.72,0,-100
0.011953,0.122471,-0.9924,-0.095927,0.104241,-0.989915,-0.042,0.114,-0.114,0.051,-0.005,1.57,0,2.07,0,0.68,2.47,0,0.57,0.02,0,1.34,1.86,0.44,0.3,1.34,1.88,0,-100
0.494644,0.047488,-0.867797,0.381644,0.015253,-0.924184,0.455,0.035,-0.051,-0.568,0.046,2.81,0.83,1.29,0,0,0,0,0.38,0,0,0,0,0,0,0.65,1.11,0.29,-100
0.037577,0.206796,-0.977662,-0.098142,0.20257,-0.974338,-0.031,0.207,0.174,0.012,0.026,0,0.23,0.21,0,0,0.3,0,0,0,0,0,0.58,0,0,0.26,0.19,0.17,100
-0.329214,-0.143776,-0.933245,-0.575244,-0.163639,-0.801446,-0.481,-0.175,-0.384,0.476,0.154,0.22,0,0.54,0,0,0.98,0,0.04,0,0,0,2.33,0,1.61,0,1.25,0.1,-100
0.03618,0.012321,-0.999269,-0.188097,-0.001535,-0.982149,-0.077,0.005,-0.131,0.01,0.017,0.56,0,0,0.01,0,0.53,0,0,0,0,0,0,0,0.14,0.26,0.46,0,100
0.080586,0.06051,-0.994909,-0.104343,0.063872,-0.992488,-0.012,0.063,-0.135,-0.041,0.032,0.07,0,0.03,0,0,0.26,0,0,0,0,0.04,0.13,0.31,0,0.06,1.06,0.81,100
-0.133935,0.013671,-0.990896,-0.113253,0.036273,-0.992904,-0.124,0.025,-0.219,0.182,0.063,1.25,0,0.19,0.51,0,2.46,0.19,1.19,0.16,0.03,0,2.12,0.62,0.5,0,1.15,0,-100
0.486458,0.0933,-0.868708,0.406401,0.017818,-0.913521,0.464,0.062,-0.162,-0.525,0.168,0.32,0,0,0,0.43,1.34,0,0.09,0,0,0,0.31,0,0,3.42,3.87,0.07,-100
0.098922,-0.198214,-0.975154,-0.058639,-0.16723,-0.984173,0.021,-0.184,-0.343,0.068,0.01,0,0,0,0,0,2.16,0.12,0,0,0,0,1.17,0,0.16,0,0.25,0,-100
0.020318,0.013699,-0.9997,-0.081991,-0.001136,-0.996632,-0.031,0.006,-0.076,0.023,-0.024,0,0,0.09,0,0,0.1,0,0,0,0,0.28,1.46,0.48,0,0.46,1.15,0.57,100
0.142468,0.080304,-0.986536,-0.018341,0.072346,-0.997211,0.062,0.077,-0.003,-0.069,0.058,0.21,0,0,0,0,0,0.02,0,0,0,0.25,0,0,0,1.02,0,0.37,100
-0.003346,0.038563,-0.999251,-0.144064,-0.005553,-0.989553,-0.074,0.017,-0.045,0.012,0.1,0.07,0,0,0,0,0.96,0.01,0,0,0,0,0.18,0,0,0.14,0,0.05,100
0.011456,-0.090293,-0.995849,-0.120871,-0.061609,-0.990755,-0.055,-0.076,-0.102,-0.021,-0.038,0.31,0.17,0,0,0,0,0,0,0,0,0.01,1.17,0,0.23,0,0.44,0.01,100
0.022234,-0.094602,-0.995267,-0.118802,-0.076934,-0.989933,-0.049,-0.086,-0.102,-0.008,-0.046,0.02,0,0,0,0,0,0,0,0,0,0,1.32,0,0.27,0,0.63,0,100
0.324026,0.428115,-0.843638,-0.207478,0.426007,-0.880608,0.067,0.46,0.321,-0.043,-0.021,0,0.44,1.22,0,0.27,0.84,1.01,0.34,0,0.14,0,0.4,0,0,1.13,0.2,1.61,-100
0.150382,-0.061614,-0.986706,0.00719,-0.098819,-0.99508,0.079,-0.081,-0.149,-0.115,0.066,0.43,0,0,0.03,0,0.31,0.36,0,0,0,0.05,0.01,0,0,0.02,0.19,0,100
0.379883,0.087309,-0.920905,0.241931,0.077176,-0.967219,0.318,0.087,-0.147,-0.435,0.17,0.81,0.13,0,0,2.24,3.12,0,1.57,0.63,0.06,0,0,0.55,0,5,4.33,0,-100
-0.162817,0.101911,-0.981379,-0.342835,0.129338,-0.930449,-0.259,0.12,0.009,0.156,-0.164,0,0,0.03,0,0,0,0,0,0,0,0,0.84,0,0.4,0.95,0.04,0,-100
0.061445,-0.22845,-0.971615,-0.121204,-0.201744,-0.97191,-0.031,-0.218,-0.444,-0.007,0.012,0.91,0.6,0.38,0.34,0.17,1.4,0.39,0.46,0,0,0.92,1.89,0,1.5,0.2,0.23,0,-100
0.118544,0.049884,-0.991695,-0.088796,-0.01345,-0.995959,0.015,0.018,-0.085,-0.152,0.049,0,0,0,0.33,0,0.13,0,0,0,0,0.04,0.68,0,0.26,0.01,0.93,0,100
0.012647,0.005884,-0.999903,-0.158613,-0.030542,-0.986868,-0.073,-0.012,-0.063,0.006,0.067,0,0,0,0,0,0.6,0,0,0,0,0,0.46,0,0,0.45,0.12,0.04,100
0.161244,-0.173719,-0.971505,-0.012446,-0.100047,-0.994905,0.076,-0.138,-0.289,0.003,-0.23,0,0,0,0,0,1.83,0.07,0,0,0,0,0.42,0.55,0.99,0.24,0,0,-100
0.072745,-0.048453,-0.996173,-0.10894,-0.090612,-0.98991,-0.018,-0.07,-0.166,-0.026,0.067,0.08,0.19,0,0,0,0.98,0,0,0,0,0,0,0.15,0.49,0.17,0.32,0.36,100
-0.032651,0.385977,-0.92193,-0.186208,0.257907,-0.948056,-0.117,0.332,0.458,0.285,-0.279,0,0,0,0.91,0,0.57,0,0,0,0,0.07,1.33,0,1.85,1.09,0.02,0,-100
-0.001762,-0.055652,-0.998449,-0.173783,-0.085135,-0.981097,-0.088,-0.071,-0.144,0.037,0.013,0,0,0,0,0,0.59,0,0,0,0,0,0.74,0,0.01,0.25,0.96,0.38,100
0.093072,0.054737,-0.994154,-0.059047,0.021674,-0.99802,0.017,0.038,-0.09,-0.1,0.04,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,100
0.061489,-0.17925,-0.98188,-0.015911,-0.158541,-0.987224,0.023,-0.17,-0.419,-0.105,-0.015,1.51,1.69,0,1.08,0,0.09,0,0,0,0,0,1.09,0,2.12,0.18,1.75,0,-100
