"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","State"
0.108232,-0.033146,-0.993573,0.000832,-0.05752,-0.998344,0.055,-0.045,-0.118,-0.106,0.052,0,0,0,0,0,0,0,0,0,0,0,0.79,0.09,0,0.19,0.23,0,100
0.079283,0.04964,-0.995615,-0.056555,0.041064,-0.997555,0.011,0.045,-0.091,-0.046,0.054,0,0,0.21,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.64,100
0.090902,0.0245,-0.995558,-0.08767,0.031811,-0.995642,0.002,0.028,-0.063,0.047,-0.019,0.07,0.2,0.31,0.02,0,0.24,0.04,0,0,0,0.07,0.2,0,0,0.09,0,0,100
0.009375,-0.016741,-0.999816,-0.073712,-0.072132,-0.994668,-0.032,-0.045,-0.274,0.193,0.236,0,0,0,0,0,1.6,0.09,0,0,0,0,2.11,0.46,0,0.35,0.54,0,-100
0.103161,-0.047872,-0.993512,-0.015904,-0.077673,-0.996852,0.044,-0.063,-0.123,-0.106,0.055,0.05,0,0,0,0,0.19,0.04,0,0,0,0.44,0.9,0.2,0,0,0.41,0,100
0.10183,-0.03806,-0.994073,-0.00548,-0.063009,-0.997998,0.048,-0.051,-0.128,-0.094,0.056,0.01,0,0,0,0,0.38,0.08,0,0,0,0.12,0.88,0.05,0.03,0.2,0.35,0.01,100
0.078564,-0.195468,-0.977558,-0.100624,-0.163078,-0.981468,-0.011,-0.181,-0.382,0.072,-0.007,0.07,0,0.81,0,0.13,2.61,0.78,0.26,0.11,0,0.83,2.46,0.12,0.8,0,0.37,0,-100
0.052719,-0.02731,-0.998236,-0.119704,-0.071834,-0.990207,-0.034,-0.05,-0.118,-0.069,0.048,0.01,0,0,0,0,0.09,0,0,0,0,0,0.81,0,0,0.14,0,0.03,100
0.483687,-0.01824,-0.875051,0.334231,-0.028716,-0.942053,0.423,-0.026,-0.158,-0.506,-0.035,0.51,0,0.08,0,0,0,0,0,0,0,0,0,0,0,1.62,0.51,1.62,-100
0.02473,0.005397,-0.99968,-0.140945,-0.007234,-0.989991,-0.058,-0.001,-0.052,-0.019,0.046,0.02,0.05,0,0.14,0,0.01,0,0,0,0,0,0.34,0,0.14,0.38,0.13,0,100
0.050252,-0.26649,-0.962527,-0.129215,-0.233201,-0.963805,-0.041,-0.254,-0.478,0.006,0.031,1.24,1.2,0.35,0.67,0.02,1.19,0.03,0.47,0,0,0.52,2.01,0,1.7,0.1,0.17,0,-100
-0.165424,0.00134,-0.986222,-0.355395,-0.057632,-0.932938,-0.265,-0.029,-0.189,0.26,0.009,0,0,0.01,0,0,0.51,0,0,0,0,0,1.86,0,0.17,0.32,0.7,0.45,-100
0.680902,0.084268,-0.72751,0.601614,0.04727,-0.797387,0.699,0.086,0.059,-1.137,0.441,0,0,0,0,0.02,2.69,0.06,0,0,0,0.84,2.24,0.89,0,1.48,1.09,0,-100
0.06001,-0.02118,-0.997973,-0.129895,-0.038604,-0.990776,-0.035,-0.03,-0.106,-0.001,-0.021,0.03,0,0,0.2,0,0.72,0.13,0,0,0,0.08,0.14,0,0.44,0,0,0.44,100
0.483099,-0.054864,-0.873845,0.334694,-0.061156,-0.94034,0.423,-0.064,-0.184,-0.504,-0.08,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.74,0.79,0.89,-100
0.01316,0.003645,-0.999907,-0.090633,-0.006909,-0.99586,-0.039,-0.002,-0.123,-0.006,-0.019,0.47,0.31,0.02,0,0,0,0,0,0,0,0,0.76,0,0.06,0.08,0.49,0.58,100
0.430801,-0.194943,-0.88114,0.289101,-0.196107,-0.936997,0.377,-0.212,-0.398,-0.397,-0.214,2.21,0,0.48,0.63,0,0,0,0,0,0,0,0.21,0,0,1.53,0.84,0,-100
0.186042,-0.228118,-0.955694,-0.01445,-0.215184,-0.976467,0.089,-0.226,-0.398,-0.088,0.084,0.04,0,0,0,0.02,1.51,0.28,0,0.41,0,0.2,1.04,0,1.05,0.81,0.06,0,-100
-0.297072,0.01641,-0.954714,-0.472624,0.021103,-0.881011,-0.397,0.02,-0.152,0.437,0.094,0,0,0.55,0,0,0.31,0.02,0,0,0,0,0.04,0,0.28,0.08,0.06,0.4,-100
0.082587,-0.002923,-0.99658,-0.090399,0.003297,-0.9959,-0.004,0,-0.083,0.053,-0.019,0,0,0.01,0,0,0,0.03,0,0,0,0.31,0.21,0,0,0.15,0.13,0,100
-0.062753,-0.277838,-0.958576,-0.235922,-0.284775,-0.929109,-0.157,-0.29,-0.515,0.115,-0.146,0.67,1.28,0,0.02,0,0.51,0,0,0,0,1.34,3.39,0,0.22,0,0.49,0,-100
0.046476,-0.02921,-0.998492,-0.115832,-0.078226,-0.990184,-0.035,-0.054,-0.119,-0.043,0.079,0,0,0,0,0,0.73,0.07,0,0,0,0.04,0.33,0,0,0.05,0.05,0.56,100
0.052029,-0.027714,-0.998261,-0.123775,-0.046574,-0.991217,-0.036,-0.037,-0.131,0.036,-0.013,0,0,0,0,0,0.9,0,0,0,0,0,0.37,0.04,0.26,0.5,0.96,0.07,100
0.086787,-0.126878,-0.988114,-0.060676,-0.19243,-0.979433,0.013,-0.161,-0.284,-0.032,0.054,0.92,0,0,0.33,0,1.31,0.29,0,0,0,0,0,0.74,0.08,0.02,0,0,100
0.072757,-0.059888,-0.99555,-0.084131,-0.131906,-0.987686,-0.006,-0.096,-0.235,-0.043,0.04,0.68,0,0,0,0,1.51,0.1,0,0,0,0.01,0,0.6,0.11,0.21,0,0.22,100
0.03958,-0.027988,-0.998824,-0.118601,-0.028797,-0.992524,-0.04,-0.029,-0.077,-0.033,-0.026,0.07,0,0,0.36,0,0,0,0,0,0,0,1.18,0,0.21,0.04,0.86,0,100
0.090014,0.022813,-0.995679,-0.087493,0.030262,-0.995705,0.001,0.027,-0.063,0.046,-0.019,0.02,0.12,0.29,0,0,0.33,0,0,0,0,0.2,0.06,0,0,0.29,0,0,100
0.426973,-0.061824,-0.902149,0.313133,-0.096602,-0.944783,0.381,-0.086,-0.228,-0.453,0.262,0,0,0,0,0,0,0,0.86,0,0,1.52,1.67,1.35,0,0,0.14,0,-100
0.082898,0.065062,-0.994432,-0.104234,0.069601,-0.992114,-0.011,0.068,-0.069,0.057,-0.009,0.04,0.1,0.76,0,0,1.2,0.26,0,0,0,0.15,0.05,0,0,0.3,0.1,2.56,100
0.449562,0.028914,-0.892781,0.291126,-0.050756,-0.955338,0.381,-0.012,-0.214,-0.523,0.179,0,0,0,0,1.7,1.77,0,1.63,0.43,0,2.46,2,1.25,0,1.83,0,1.26,-100
0.465128,-0.180576,-0.86663,0.312696,-0.11529,-0.942831,0.406,-0.162,-0.278,-0.384,-0.498,0,0,0.25,0.05,0,0,0,0,0,0,0,0,0,0,0.18,0,1.72,-100
-0.390656,-0.079121,-0.91713,-0.574654,-0.038127,-0.817508,-0.508,-0.067,-0.22,0.453,0.094,0,0,0.31,0,0,0,0,0.09,0,0,0,1.55,0,1.03,0.28,0.74,0,-100
0.106061,-0.020463,-0.994149,-0.008182,-0.046441,-0.998888,0.049,-0.034,-0.109,-0.102,0.056,0.03,0,0,0.01,0,0,0,0,0,0,0.23,0.86,0,0,0.23,0.36,0,100
0.234273,0.006833,-0.972147,0.056122,0.022495,-0.99817,0.146,0.015,-0.143,-0.139,-0.036,0,0,1.33,0,1.85,3.07,0.67,1.27,0.98,0.24,0.76,0.04,1.39,0,2.23,0.66,0,-100
0.456247,-0.044768,-0.888727,0.319318,-0.054651,-0.94607,0.4,-0.054,-0.137,-0.475,-0.089,0.75,0,2.95,0,0.13,0.52,0.08,1.17,0,0,1.3,0.22,0,0,0.46,0.12,0,-100
0.120627,-0.046583,-0.991604,-0.012047,-0.071693,-0.997354,0.055,-0.059,-0.133,-0.089,0.056,0.1,0.1,0.14,0,0,0.45,0.07,0,0,0,0.03,0.6,0.05,0,0.22,0.09,0.18,100
-0.25543,-0.087756,-0.962837,-0.50055,-0.129562,-0.855958,-0.394,-0.119,-0.315,0.434,0.12,0.19,0,0.33,0,0,0.31,0,0.2,0,0,0,2.47,0.21,1,0,1.13,0,-100
0.379214,-0.136156,-0.915237,0.14246,-0.144532,-0.979191,0.269,-0.147,-0.228,-0.312,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.02888,-0.032303,-0.999061,-0.151457,-0.034892,-0.987848,-0.062,-0.034,-0.136,0.033,-0.016,0.06,0,0,0,0,0.88,0.04,0,0,0,0,0.62,0,0,0.43,0.95,0.83,100
0.0743,-0.198706,-0.977239,-0.107564,-0.164748,-0.980453,-0.017,-0.184,-0.383,0.084,-0.012,0.08,0,0.73,0,0.07,2.6,0.77,0.11,0.05,0,0.95,2.42,0.08,0.68,0,0.37,0,-100
0.192556,0.482717,-0.854345,-0.243013,0.430613,-0.869205,-0.029,0.487,0.415,0.048,-0.103,0,1.2,1.01,0,0.37,1.07,1.24,0.05,0,0.04,0,0.07,0,0,0.55,0,1.41,-100
0.102142,-0.028635,-0.994358,-0.002929,-0.067353,-0.997725,0.05,-0.048,-0.12,-0.086,0.055,0,0,0,0,0,0.31,0.01,0,0,0,0.15,0.7,0.19,0.01,0.29,0.31,0,100
-0.165025,0.353549,-0.920744,-0.49845,0.303817,-0.811938,-0.366,0.363,0.142,0.361,0.123,0,0.51,0,0,0,0.06,0.38,0,0,0,0,0.84,0,0,0.92,0,2.24,-100
0.092796,-0.072999,-0.993006,-0.073811,-0.053676,-0.995827,0.01,-0.064,-0.189,0.041,-0.103,0,0,3.21,0,0.5,1.88,0.28,0.32,0,0,1.98,2.75,0.37,0,0.15,0,0,-100
0.043604,0.217236,-0.975145,-0.074535,0.22296,-0.971974,-0.016,0.222,0.18,0.001,0.023,0,0.08,0.04,0,0,0.05,0,0,0,0,0,0.31,0,0,0.17,0.23,0.08,100
0.458139,0.095284,-0.883759,0.325657,0.065439,-0.943221,0.405,0.088,-0.131,-0.548,-0.137,0,0,0.27,0,1.48,1.29,0,1.72,0.62,0.06,0.28,0.45,0,0,1.33,0,0,-100
0.131714,0.044418,-0.990292,-0.017503,0.038417,-0.999108,0.057,0.042,-0.039,-0.061,0.083,0,0.29,0,0,0,1.21,0.13,0,0,0,0.38,0.71,0.21,0,0.53,0.44,0,100
0.110741,-0.045598,-0.992803,-0.013762,-0.079407,-0.996747,0.049,-0.063,-0.129,-0.093,0.054,0.04,0,0.05,0,0,0.33,0.03,0,0,0,0,0.79,0,0,0.19,0.2,0.01,100
-0.303297,-0.042739,-0.951937,-0.464961,-0.012211,-0.885247,-0.396,-0.03,-0.224,0.477,0.054,0,0,0.71,0,0,0,0,0,0,0,0,1.39,0,1.32,0.03,1.17,0.01,-100
0.014128,0.038805,-0.999147,-0.126167,-0.031005,-0.991524,-0.056,0.004,-0.22,0.14,0.355,0.39,0,0.46,0.26,2.16,2.7,0,1.72,0.75,0.09,0,0,0,0,3.74,2.72,0,-100
0.047693,0.035008,-0.998248,-0.109692,0.024033,-0.993675,-0.031,0.03,-0.038,-0.033,-0.041,0,0.06,0,0.04,0,0,0,0,0,0,0,0.01,0,0.22,0,0.56,0,100
0.022437,0.107785,-0.993921,-0.116924,0.100535,-0.988039,-0.048,0.105,-0.022,-0.006,0.114,0,0,0.1,0,0,1.02,0.25,0,0,0,0.28,0.7,0.16,0,0.57,0.68,0.1,100
0.096068,-0.090061,-0.991292,-0.065156,-0.148982,-0.986691,0.016,-0.12,-0.192,-0.034,0.042,0.2,0.05,0,0.06,0,1.16,0,0,0,0,0,0,0.15,0.29,0.39,0.03,0,100
0.163823,-0.002002,-0.986488,-0.001857,0.016444,-0.999863,0.081,0.007,-0.134,-0.048,-0.084,0,0,2.63,0,1.12,2.67,0.02,0,0,0,1.1,0.16,1.23,0,0.99,0.07,0,-100
0.404771,-0.061939,-0.912318,0.262811,-0.080601,-0.961475,0.342,-0.076,-0.164,-0.394,-0.036,0.03,0,2.33,0.07,0.27,0.1,0.69,1.45,0,0,0.58,0,0,0,0.86,0.59,0,-100
0.140627,0.042385,-0.989155,-0.01409,0.045477,-0.998866,0.064,0.044,-0.043,-0.059,0.026,0.01,0,0,0,0,1.16,0.08,0,0,0,0.13,0.45,0.33,0,0.07,0.11,0.02,100
0.043397,0.025541,-0.998731,-0.115182,0.038267,-0.992607,-0.036,0.032,-0.03,-0.025,-0.048,0.05,0.08,0.06,0,0,0,0,0,0,0,0.42,1.16,0,0.39,0,0.83,0,100
-0.05001,-0.055854,-0.997186,-0.138062,-0.098788,-0.985485,-0.095,-0.078,-0.264,0.054,0.366,0.22,0,0.69,0.71,0,2.14,0,0,0,0,0,1.07,0,0,2.89,4.09,0,-100
-0.135787,-0.07309,-0.988038,-0.25478,-0.099643,-0.961852,-0.198,-0.088,-0.318,0.295,0.025,2.01,0.7,1.54,0.03,0.45,2.36,0.7,0.19,0,0,1.11,0.57,0.22,0,1.62,0,0.04,-100
-0.001627,0.016005,-0.999871,-0.157076,-0.020355,-0.987377,-0.08,-0.002,-0.07,-0.03,-0.026,0,0,0,0.13,0,0,0,0,0,0,0.13,1.05,0,0.15,0.25,0.88,0,100
0.046101,0.081537,-0.995604,-0.095168,0.087029,-0.99165,-0.025,0.085,-0.033,-0.021,-0.023,0,0,0,0,0,0,0,0,0,0,0.37,1.27,0,0.17,0.17,0.99,0,100
-0.02699,-0.153476,-0.987784,-0.122235,-0.145301,-0.981808,-0.076,-0.151,-0.374,0.158,-0.053,1.63,0.27,0.61,0,0.55,2.96,0.41,0,0.06,0,1.33,1.91,0.21,0.12,0.11,0,0,-100
0.084319,-0.197786,-0.976612,-0.078125,-0.16437,-0.9833,0.003,-0.183,-0.364,0.075,0.009,0,0,0,0,0,2.23,0.34,0,0,0,0,1.2,0.06,0.07,0,0.33,0.21,-100
0.076407,-0.042958,-0.996151,-0.097175,-0.087192,-0.991441,-0.01,-0.065,-0.157,-0.029,0.047,0.42,0.08,0,0,0,1.61,0,0,0,0,0,0.09,0,0.14,0.55,0.28,0.44,100
-0.023263,0.070767,-0.997222,-0.220509,0.057959,-0.973661,-0.123,0.065,-0.043,0.052,-0.099,0,0,0.11,0,0,0,0,0,0,0,0,0.64,0,0,0.74,0,0,-100
0.08302,0.001139,-0.996547,-0.090494,0.00789,-0.995866,-0.004,0.005,-0.078,0.053,-0.021,0,0,0,0,0,0,0,0,0,0,0.02,0.14,0,0.04,0.14,0.04,0,100
0.138304,0.06703,-0.988119,-0.032742,0.006017,-0.999446,0.053,0.037,-0.134,-0.113,0.035,0,0,0,0,0,1.26,0.06,0,0,0,0,0.82,0.17,0,0,1.14,1.32,100
0.065124,-0.050683,-0.996589,-0.095275,-0.088028,-0.991551,-0.015,-0.07,-0.161,-0.034,0.056,0.2,0.13,0,0,0,1.4,0,0,0,0,0,0.15,0.05,0.42,0.29,0.09,0.32,100
-0.131988,-0.018554,-0.991078,-0.519409,-0.071213,-0.851553,-0.34,-0.049,-0.248,0.464,0.187,0,0,0.39,0,0,0.46,0,0.37,0,0,0,2.12,0,2.2,0,1.12,0.11,-100
0.570588,0.027597,-0.820773,0.455154,-0.04943,-0.88904,0.54,-0.013,-0.199,-0.462,0.127,0,0,0,0,0,0.02,0,0.76,0,0,0,0.78,0,0,0.2,2.01,0.1,-100
0.01037,0.005126,-0.999933,-0.181964,-0.02184,-0.983063,-0.086,-0.008,-0.098,0.027,-0.012,0,0,0.12,0,0,0,0,0,0,0,0,0.2,0,0,0.46,0.38,0,100
0.043141,-0.022793,-0.998809,-0.135551,-0.069421,-0.988335,-0.046,-0.046,-0.125,-0.073,0.056,0,0,0,0,0,0.22,0,0,0,0,0.12,1.02,0.01,0,0.29,0.16,0.12,100
-0.054035,-0.084241,-0.994979,-0.295488,-0.133084,-0.946031,-0.178,-0.112,-0.322,0.247,0.045,0.06,0,0.05,0,0,0.74,0,0.11,0,0,0,2.09,0.1,0.27,0,0.27,0.38,-100
0.104784,-0.088944,-0.99051,-0.057971,-0.138706,-0.988635,0.024,-0.115,-0.153,-0.03,0.051,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0.22,0.5,0.31,0,100
0.082057,-0.00723,-0.996601,-0.091926,-0.001876,-0.995764,-0.005,-0.005,-0.094,0.053,-0.015,0,0,0.01,0,0,0,0,0,0,0,0.15,0.12,0,0,0.1,0.03,0.02,100
0.099118,0.259847,-0.960549,-0.184611,0.356733,-0.915784,-0.046,0.317,0.109,0.205,-0.054,0,0,0.63,0,0,0.08,0.55,0,0,0,0,0.75,0,0,0.85,0,2.26,-100
0.449419,-0.235113,-0.861827,0.310402,-0.215985,-0.925744,0.402,-0.247,-0.404,-0.387,-0.42,1.15,0.12,1.18,0,0,0,0,0,0.03,0,0.55,0,0,0,1.54,0.42,0.25,-100
0.47941,-0.018904,-0.877387,0.346611,-0.03816,-0.937232,0.427,-0.031,-0.138,-0.519,-0.049,1.91,0,0.85,0,0,0,0,1.18,0,0,0.05,0,0,0,1.38,0.69,0.29,-100
0.141039,0.042747,-0.989081,-0.016714,0.044873,-0.998853,0.062,0.044,-0.063,-0.064,0.039,0.22,0.14,0,0,0,0.7,0.11,0,0,0,0.24,0.45,0.32,0,0.39,0.26,0.64,100
0.016819,0.049158,-0.998649,-0.155751,0.053545,-0.986344,-0.07,0.052,-0.049,-0.024,-0.038,0.3,0.29,0.27,0,0,0.04,0,0,0,0,0.08,1.23,0,0.15,0,0.82,0.06,100
0.127574,-0.142443,-0.981547,-0.016135,-0.170537,-0.985219,0.057,-0.158,-0.303,-0.069,0.19,1.34,0,0,0.43,0,1.03,0.6,0,0,0,0,0.55,0.7,0,0,0,0,100
0.085739,-0.194705,-0.977107,-0.075542,-0.160758,-0.984099,0.005,-0.179,-0.362,0.075,0.004,0,0,0,0,0,2.23,0.32,0,0,0,0,1.41,0,0.16,0,0.13,0.19,-100
0.105481,-0.041085,-0.993572,-0.037045,-0.062437,-0.997361,0.034,-0.052,-0.19,-0.037,0.157,0.75,0,0,0.02,0,0.75,0.93,0,0,0,0.11,0.08,0.25,0,0,0,0,100
0.004339,0.022493,-0.999738,-0.149796,-0.011438,-0.988651,-0.073,0.006,-0.133,0.07,0.225,0,0,0.09,0,0,0.75,0,0,0,0,0,0,0,0,0.59,0.94,0,-100
0.138992,-0.227447,-0.96382,-0.032091,-0.177503,-0.983597,0.055,-0.205,-0.356,-0.005,-0.132,0,0,0,0,0,1.14,0.11,0,0,0,0,0.97,0.07,0.02,0,0,0,-100
0.020185,-0.033756,-0.999226,-0.16863,-0.079365,-0.982479,-0.075,-0.057,-0.137,0.03,-0.015,0.02,0.03,0,0.04,0,0.7,0,0,0,0,0,0.67,0.07,0.06,0.37,0.84,0.05,100
0.087071,0.024019,-0.995913,-0.087912,0.03081,-0.995652,0,0.028,-0.056,0.049,-0.019,0.06,0.07,0.28,0,0,0,0.01,0,0,0,0.17,0.28,0.11,0,0.06,0,0,100
0.055185,0.037899,-0.997757,-0.11088,0.02224,-0.993585,-0.028,0.03,-0.033,-0.018,-0.039,0,0,0,0.27,0,0.02,0,0,0,0,0.07,0.56,0,0.15,0,0.76,0,100
0.10812,-0.009383,-0.994094,-0.039129,-0.011021,-0.999173,0.035,-0.01,-0.112,-0.022,-0.001,0.07,0,1.74,0.17,0,1.6,0.65,0,0,0,0,0.12,0.33,0.15,0,0.5,0.48,100
0.004456,0.01535,-0.999872,-0.169439,-0.015885,-0.985413,-0.083,0,-0.071,-0.03,-0.025,0.03,0,0,0.31,0,0,0,0,0,0,0.1,1.18,0,0.18,0.28,0.97,0,100
0.483091,-0.065968,-0.873082,0.337964,-0.075504,-0.938125,0.426,-0.078,-0.194,-0.515,-0.078,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.62,0.77,0.75,-100
0.453931,-0.000942,-0.891036,0.327011,-0.042776,-0.944052,0.402,-0.024,-0.104,-0.509,0.152,1.74,0,1.14,0,0,0,0,0.21,0,0,0,0,0,0,1.01,1.04,0,-100
-0.009705,-0.064861,-0.997847,-0.158304,-0.097542,-0.982561,-0.085,-0.082,-0.102,0.009,-0.03,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.59,0,0.73,0,100
0.086061,-0.010054,-0.996239,-0.088879,-0.004543,-0.996032,-0.001,-0.007,-0.099,0.05,-0.019,0,0.01,0.01,0,0,0,0,0,0,0,0.28,0.03,0.08,0,0.09,0.02,0,100
0.082826,0.044482,-0.995571,-0.104653,0.051272,-0.993186,-0.011,0.048,-0.105,0.068,-0.024,0.39,0.04,0.37,0,0,0.42,0.19,0,0,0,0,0,0.29,0,0.21,0.12,1.85,100
0.534789,-0.017732,-0.8448,0.471388,-0.111243,-0.874882,0.529,-0.075,-0.295,-0.784,0.403,0.57,0,0,0,1.43,1.71,0,1.01,0.72,0.02,0.18,0.91,0.39,0.31,1.48,0.15,0,-100
0.069606,0.174833,-0.982135,-0.074185,0.150961,-0.985752,-0.002,0.164,0.108,-0.08,0.033,0,0.09,0,0.01,0,0,0,0,0,0,0.12,0.02,0,0,0.85,0,0.07,100
0.063345,0.03262,-0.997458,-0.119491,0.042312,-0.991933,-0.028,0.038,-0.079,-0.02,0.054,0.01,0.06,0,0,0,0.71,0.02,0,0,0,0,0.01,0,0.26,0.06,0.15,0.46,100
0.076678,-0.062948,-0.995067,-0.122696,-0.097554,-0.987638,-0.023,-0.081,-0.173,-0.058,-0.025,0.14,0,0,0,0,0,0,0,0,0,0,0.31,0,0.22,0,0.55,0.04,100
0.095021,-0.046363,-0.994395,-0.08545,-0.024731,-0.996036,0.005,-0.036,-0.141,0.023,-0.077,0,0,3.34,0,0.68,2.28,0.36,0.49,0,0,1.18,0.52,0.95,0,1.77,0.65,0,-100
0.093613,-0.268261,-0.958787,-0.067572,-0.214853,-0.974306,0.013,-0.245,-0.469,0.033,-0.06,0.08,0,0.16,0,0.07,2.51,0.95,1.16,0,0,0.62,2.65,0.22,1.4,0,1.12,0,-100
0.054922,0.000585,-0.99849,-0.153886,-0.053189,-0.986656,-0.05,-0.026,-0.138,0.036,-0.017,0.03,0,0,0,0,1,0.04,0,0,0,0,0.67,0,0,0.44,1.04,0.94,100
0.10102,-0.005339,-0.99487,-0.035274,-0.03082,-0.998902,0.033,-0.018,-0.132,-0.049,0.2,1.02,0,0,0,0,0.53,0,0,0,0.02,0,0.89,1.54,0.74,0,1.21,0,100
-0.097914,-0.104545,-0.989688,-0.159849,-0.087032,-0.983297,-0.13,-0.097,-0.383,0.139,0.063,2.85,0,2.11,1.26,0.07,3.13,0,0.5,0,0,0.8,1.6,0,0.02,0.86,0.74,0,-100
0.084974,0.021094,-0.99616,-0.089297,0.027947,-0.995613,-0.002,0.025,-0.057,0.049,-0.018,0,0,0.32,0,0,0.07,0,0,0,0,0.06,0.15,0,0,0.04,0,0,100
0.456061,-0.044196,-0.888851,0.319342,-0.05429,-0.946083,0.4,-0.054,-0.136,-0.474,-0.09,0.65,0,2.82,0,0.11,0.33,0.09,1.3,0,0,1.26,0.34,0,0,0.52,0.21,0,-100
0.266684,0.37679,-0.887079,-0.092545,0.44525,-0.890611,0.098,0.433,0.254,0.027,-0.07,0,0,0.18,0,0,0.04,0,0,0,0,0.04,1.2,0,0,0.66,0,2.77,-100
0.08275,-0.005589,-0.996555,-0.092174,-0.000267,-0.995743,-0.005,-0.003,-0.091,0.053,-0.015,0.06,0,0.05,0,0,0,0,0,0,0,0.2,0.11,0,0,0.15,0.05,0,100
0.053444,0.243406,-0.968451,-0.079424,0.247692,-0.965578,-0.013,0.249,0.247,0.008,0.041,0,0.03,0.34,0,0,0.02,0,0,0,0,0.03,0.59,0,0,0.03,0.11,0.13,100
0.082395,-0.054769,-0.995094,-0.104309,-0.095163,-0.989982,-0.011,-0.075,-0.162,-0.113,0.034,0,0,0,0,0,0.34,0,0,0,0,0.08,0.88,0.02,0.32,0.04,1.06,0,100
0.007675,-0.139891,-0.990137,-0.012455,-0.218083,-0.975851,-0.002,-0.18,-0.413,-0.054,0.28,0.11,0.19,0,0.01,1.38,3.76,0.28,1.41,0.5,0,0,2.04,0,2.09,0.7,2.54,0,-100
-0.25185,-0.040247,-0.966929,-0.381773,-0.049737,-0.922917,-0.323,-0.048,-0.309,0.259,0.323,0,0,0.3,0,0,1.25,0,0,0,0,0,0.5,0,0.02,0.23,0,2.02,-100
0.032516,0.149384,-0.988245,-0.161497,0.133492,-0.977803,-0.066,0.143,0.096,0.063,0.037,0,0,0.23,0.12,0,0,0,0,0,0,0,0.2,0,0.69,0.17,0.58,0,100
0.002514,0.060608,-0.998158,-0.161724,0.067833,-0.984502,-0.08,0.065,-0.038,-0.034,-0.001,0.16,0.25,0.15,0,0,0.14,0,0,0,0,0.18,1.08,0,0.13,0.06,0.75,0,100
0.183917,-0.200474,-0.962281,-0.000931,-0.16928,-0.985568,0.094,-0.188,-0.361,-0.102,-0.008,0.92,0.81,0.51,0.7,0,1.49,0.06,0,0,0,1.09,1.71,0.76,1.86,0.04,0.46,0,-100
0.083809,0.071951,-0.993881,-0.084603,0.072105,-0.993802,0,0.072,-0.007,0.006,0.028,0.31,0.08,0,0,0,0,0,0,0,0,0.16,0,0.27,0,0.47,0,0.04,100
0.054127,-0.018312,-0.998366,-0.155599,-0.033332,-0.987258,-0.051,-0.026,-0.26,0.079,-0.004,0.94,0.22,0.11,0,0,0.78,0.07,0,0,0,0.04,0,0.03,0,0,0.07,1.2,100
0.138631,0.028482,-0.989935,-0.012745,0.021311,-0.999692,0.063,0.025,-0.062,-0.069,0.083,0,0,0,0,0,0.81,0.3,0,0,0,0.02,0.28,0.34,0,0.5,0.26,0,100
0.375457,0.067064,-0.92441,0.245618,0.072248,-0.966671,0.317,0.074,-0.186,-0.389,0.166,0.63,0.98,0,0,2.49,2.94,0,0.86,0.92,0.39,0,0,0.67,0,5,3.74,0,-100
0.178929,-0.101971,-0.978563,0.045539,-0.19824,-0.979095,0.114,-0.152,-0.351,-0.199,0.594,0,0,0.12,0.07,0,0.7,0.04,0,0,0,0.24,1.6,0,0,0.01,0.13,1.02,-100
0.022378,0.219112,-0.975443,-0.118392,0.20702,-0.971147,-0.049,0.216,0.175,0.013,0.019,0,0.09,0.07,0,0,0.06,0,0,0,0,0,0.48,0,0,0.27,0.11,0.31,100
0.01379,-0.000592,-0.999905,-0.18209,-0.041826,-0.982392,-0.085,-0.021,-0.069,-0.044,0.099,0.15,0.04,0,0,0,0.32,0,0,0,0,0,0.55,0,0,0.42,0.69,0.07,100
0.081538,-0.001421,-0.996669,-0.092311,0.00492,-0.995718,-0.005,0.002,-0.082,0.054,-0.018,0,0,0.01,0,0,0,0.01,0,0,0,0,0.14,0,0,0.27,0,0,100
0.109699,-0.095258,-0.98939,-0.050833,-0.131411,-0.990024,0.03,-0.114,-0.156,-0.031,0.053,0.02,0.06,0,0.04,0,0.5,0,0,0,0,0,0.2,0.05,0.24,0.37,0,0.1,100
0.057265,0.04281,-0.997441,-0.116252,0.038333,-0.99248,-0.03,0.041,-0.036,0.069,0.049,0,0,0.02,0,0,0.07,0,0,0,0,0.07,0.02,0.28,0,0.87,0,0.14,100
0.513623,0.046177,-0.856772,0.422439,0.023451,-0.906088,0.488,0.039,-0.204,-0.466,0.269,0,0,0,0,0,0.33,0,0.63,0,0,0.4,2.22,0.7,0,0,1.48,0,-100
0.084478,-0.004331,-0.996416,-0.097954,0.000674,-0.995191,-0.007,-0.002,-0.114,0.058,-0.014,0.24,0,0.2,0,0,0.3,0.12,0,0,0,0.11,0.01,0.09,0,0.25,0,0.69,100
