"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.110562,-0.201259,-0.973279,-0.014631,-0.202377,-0.979198,0.049,-0.204,-0.418,0.046,-0.015,0,0,0,0,0,1.9,0,0,0,0,0,1.11,0.08,0.67,0.14,0,0
0.294786,0.047679,-0.954373,0.139014,-0.001465,-0.990289,0.219,0.024,-0.232,-0.253,-0.067,0,0,0.12,0,0,1.02,0,0,0,0,0.38,0.35,1.32,0,0.81,2.84,1.55
0.079028,-0.07154,-0.994302,-0.071858,-0.053726,-0.995967,0.004,-0.063,-0.289,-0.019,0.064,0.95,0.08,0,0,0,1.39,0,0,0,0,0,0.07,0,0,1.43,1.9,0.46
0.02382,-0.028098,-0.999321,-0.084928,-0.028331,-0.995984,-0.031,-0.028,-0.151,-0.002,-0.019,0.51,0.09,0.02,0,0,0.05,0,0,0,0,0,0.78,0,0,0.3,0.62,0.69
0.56855,-0.023788,-0.822305,0.353592,-0.055821,-0.933733,0.484,-0.045,-0.185,-0.474,-0.046,0,0,0.45,0,0,0,0,1.01,0,0,0.36,0,0,0,0.26,0,0.07
0.028423,-0.024864,-0.999287,-0.12823,-0.075449,-0.98887,-0.05,-0.05,-0.115,-0.063,0.106,0,0,0,0,0,0.84,0.03,0,0,0,0,0.52,0,0,0.02,0,0
0.036816,-0.018517,-0.999151,-0.100349,-0.002708,-0.994949,-0.032,-0.011,-0.09,-0.019,-0.027,0.09,0,0,0,0,0,0,0,0,0,0.19,1.5,0,0.04,0.22,1.17,0.24
0.01857,-0.075727,-0.996956,-0.122321,-0.063933,-0.990429,-0.052,-0.07,-0.093,-0.016,-0.023,0.03,0,0,0.34,0,0,0,0,0,0,0.07,1.36,0,0.01,0,0.74,0
0.012201,-0.014258,-0.999824,-0.092943,-0.015945,-0.995544,-0.04,-0.015,-0.126,-0.002,-0.017,0.33,0.1,0,0,0,0.01,0,0,0,0,0,0.74,0,0,0.03,0.44,0.81
0.10187,0.155516,-0.982567,-0.009291,0.106899,-0.994226,0.047,0.132,0.045,-0.157,0.089,0.17,0,0,0,0,0,0.13,0,0,0,0.07,0.15,0,0.05,0.9,0.75,0
0.5768,-0.066871,-0.814144,0.340903,-0.061133,-0.938109,0.482,-0.073,-0.188,-0.443,-0.063,0,0.35,0.25,0,0,0,0,0.68,0,0,1.87,0,0,0,0.24,0,0.28
0.064805,-0.099222,-0.992953,-0.082072,-0.099085,-0.991689,-0.009,-0.1,-0.306,0.065,0.003,0.01,0,0,0.01,0,1.35,0,0,0,0,0,1.28,0,1.13,0.36,0,0
-0.063918,-0.092671,-0.993643,-0.184391,-0.081173,-0.979495,-0.125,-0.088,-0.303,0.056,0.062,0,0,0,0,0,2.1,0,0,0,0.06,1.31,2.89,0.67,2.17,0,2.44,0.02
-0.070937,-0.115381,-0.990785,-0.18328,-0.128497,-0.974626,-0.129,-0.123,-0.314,0.022,0.063,0,0,0,0,0,1.96,0,0,0,0.03,1.22,2.99,0.72,2.31,0,2.4,0
0.052908,-0.005578,-0.998584,-0.149409,-0.035736,-0.988129,-0.049,-0.021,-0.105,0.044,0.03,0.07,0,0.06,0.41,0,0.61,0.02,0,0,0,0,0.18,0,0.82,0.01,0,0.16
0.01599,0.008509,-0.999836,-0.159831,-0.026413,-0.986791,-0.072,-0.009,-0.059,0.007,0.058,0.01,0,0,0,0,0.36,0,0,0,0,0,0.48,0.16,0.07,0.05,0.03,0.07
0.16672,-0.050561,-0.984707,0.009325,0.027769,-0.999571,0.088,-0.011,-0.29,0.067,-0.108,0.1,0,0.02,0,0,0.41,0,0,0,0,0.19,0.33,0,0,1.83,0.88,3.19
0.112479,-0.028476,-0.993246,-0.005743,-0.055398,-0.998448,0.054,-0.042,-0.112,-0.1,0.054,0,0,0,0,0,0,0.03,0,0,0,0.08,0.62,0,0,0.11,0.27,0
-0.001612,-0.157716,-0.987483,-0.192862,-0.231599,-0.953502,-0.1,-0.198,-0.317,0.006,0.059,0,0,0,0.15,0,0.8,0,0,0,0,0.17,0.5,0,0,1.11,0.71,0
0.041648,-0.138484,-0.989489,-0.114574,-0.10128,-0.988238,-0.037,-0.121,-0.326,0.066,0.073,0,0,0,0,0,2,0,0,0,0,0,0.02,0,0.02,0.35,0,0
0.069676,-0.114076,-0.991026,-0.095966,-0.134524,-0.986252,-0.013,-0.125,-0.275,-0.038,0.048,0.66,0.3,0,0.73,0,0.4,0,0,0,0,0,0.56,0,0,1.64,1.19,0
0.069285,0.061624,-0.995692,-0.073435,0.033437,-0.996739,-0.002,0.048,-0.016,-0.009,0.234,0,0,0,0.1,0,1.09,0.52,0,0,0,0.18,0.26,0.01,0,0.83,0.66,0
-0.016118,-0.063009,-0.997883,-0.143021,-0.058684,-0.987978,-0.08,-0.061,-0.089,-0.021,-0.024,0.09,0,0,0.3,0,0,0,0,0,0,0.06,1.13,0,0.07,0,1,0
0.017897,0.218753,-0.975616,-0.109564,0.199,-0.973855,-0.047,0.211,0.167,0.01,0.028,0,0,0.18,0,0,0.1,0,0,0,0,0,0.36,0,0,0.42,0.27,0.38
-0.019828,-0.024409,-0.999505,-0.174288,-0.082782,-0.981209,-0.098,-0.054,-0.072,0.037,-0.019,0,0,0.1,0.01,0,0,0,0,0,0,0,1.22,1.07,0.06,0.83,1.42,0
0.246748,-0.250781,-0.936068,0.059003,-0.112294,-0.991922,0.157,-0.186,-0.381,-0.251,-0.07,0.13,0.25,0,0,0,1.47,0.71,0,0,0,0.03,0,0,0,1.69,0.58,0.39
0.103876,-0.039288,-0.993814,-0.054038,-0.052518,-0.997157,0.025,-0.046,-0.094,-0.031,-0.025,0,0,0,0,0,0,0,0,0,0,0.06,0.55,0.14,0.08,0.52,0.97,0
0.098712,0.107451,-0.989298,-0.154839,0.090924,-0.983747,-0.028,0.1,-0.133,0.124,0.016,1.18,1.8,0.66,0,2.29,2.86,0.04,1.85,0.75,0.07,0,0.07,0.06,0,3.48,3.23,0.18
0.033144,-0.310286,-0.950065,-0.120441,-0.159922,-0.979755,-0.045,-0.239,-0.398,-0.016,-0.035,0,0,0,0,0,2.35,0.14,0,0,0,0,1.09,0.17,0,0.27,0.19,0.23
0.083814,0.006904,-0.996458,-0.10034,0.014598,-0.994846,-0.008,0.011,-0.104,0.064,-0.027,0.39,0.22,0.25,0,0,0.24,0.01,0,0,0,0,0.04,0.07,0,0.31,0.07,0.52
0.001895,-0.027315,-0.999625,-0.161385,-0.058739,-0.985142,-0.08,-0.043,-0.128,0.055,-0.007,0,0,0,0.11,0,0.83,0,0,0,0,0.06,0.45,0.08,0.26,0.39,0.76,0.03
0.082757,-0.002831,-0.996566,-0.090111,0.003546,-0.995925,-0.004,0,-0.085,0.053,-0.019,0,0.02,0.03,0,0,0,0,0,0,0,0.19,0.22,0,0,0.2,0,0
0.126095,-0.051973,-0.990656,-0.032603,-0.041564,-0.998604,0.047,-0.047,-0.079,-0.024,-0.024,0,0,0,0,0,0,0,0,0,0,0.03,1.09,0,0.01,0.21,0.86,0
0.097252,-0.012614,-0.99518,-0.087251,-0.000314,-0.996186,0.005,-0.006,-0.254,-0.005,0.065,0.91,1.42,0.38,0,0.08,1.31,0,0,0,0,0,0,0,0.08,3.67,4.19,0.34
0.078882,0.035476,-0.996253,-0.196324,0.021607,-0.980301,-0.059,0.029,-0.142,0.052,0.002,0.01,0,0,0,0,0.83,0,0,0,0,0,0.8,0,0,0.19,0.97,1.13
0.052549,-0.043767,-0.997659,-0.087067,-0.065199,-0.994067,-0.017,-0.055,-0.259,0.016,0.11,0,0,0,0,0,1.56,0,0,0,0,0.08,0,0,0,0.41,0,0.48
0.041293,-0.083638,-0.99564,-0.077229,-0.062227,-0.99507,-0.018,-0.073,-0.181,-0.012,-0.074,0,0,0,0,0,0.27,0,0,0,0,0.09,0,0,0,1.29,0,0.15
0.086223,0.02393,-0.995988,-0.088414,0.030502,-0.995617,-0.001,0.027,-0.058,0.048,-0.017,0.06,0.06,0.08,0,0,0,0,0,0,0,0.06,0.25,0,0,0.04,0,0.07
0.083939,-0.042025,-0.995584,-0.08949,-0.084982,-0.992356,-0.003,-0.064,-0.171,-0.044,0.071,0.12,0.13,0,0,0,1.3,0,0,0,0,0,0.17,0.06,0.63,0.35,0.07,0.22
0.132147,-0.222976,-0.965825,-0.044764,-0.266604,-0.962766,0.045,-0.249,-0.44,-0.035,-0.03,0.4,0.07,0,0.01,0,1.18,0,0,0,0,0,1.43,0.01,0,0,0,0
0.183751,-0.161403,-0.969631,0.094913,-0.147725,-0.984464,0.142,-0.157,-0.46,-0.126,0.048,1.03,0,0,0.02,0,0.73,0.01,0,0,0,0,1.48,0.05,0,0,0.59,0
0.108818,-0.072288,-0.99143,-0.053323,-0.083714,-0.995062,0.028,-0.078,-0.255,-0.011,-0.032,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,1.16,0,0.06
0.069134,-0.076922,-0.994637,-0.096484,-0.129494,-0.986875,-0.014,-0.104,-0.248,-0.042,0.051,0.7,0,0,0.05,0,1.43,0.15,0,0,0,0,0,0.46,0.03,0.4,0.04,0.53
0.070928,0.018562,-0.997309,-0.081695,0.013246,-0.996569,-0.005,0.016,-0.056,0.001,0.085,0.29,0.03,0.02,0,0,0.8,0.08,0,0,0,0.41,0.39,0.06,0,0.56,0.36,0
0.023814,-0.048127,-0.998557,-0.181902,-0.081965,-0.979895,-0.08,-0.066,-0.132,-0.042,0.056,0.04,0,0,0,0,0.11,0,0,0,0,0,0.29,0.1,0.05,0.06,1.02,0
0.06513,-0.046747,-0.996781,-0.10395,-0.089195,-0.990575,-0.02,-0.068,-0.159,-0.03,0.052,0.19,0.22,0,0,0,1.58,0,0,0,0,0,0.16,0.05,0.2,0.28,0.09,0.29
-0.066279,0.051909,-0.99645,-0.245741,0.08026,-0.966007,-0.158,0.067,-0.208,0.235,-0.07,0.27,0,0.05,0,0,0.14,0,0,0,0,0.27,0.63,0,0.56,0.27,1.07,1.24
0.044261,0.211672,-0.976338,-0.086491,0.22318,-0.970933,-0.022,0.22,0.173,0.013,0.021,0,0.02,0.27,0,0,0,0,0,0,0,0,0.53,0,0,0.13,0.23,0.3
0.096149,-0.011804,-0.995297,-0.092557,-0.0818,-0.992342,0.002,-0.047,-0.129,-0.117,0.044,0.05,0,0,0,0,0.35,0,0,0,0,0,0.46,0.08,0.1,0,0.88,0
0.216344,0.120452,-0.968858,0.064873,0.059757,-0.996103,0.142,0.091,-0.196,-0.114,0.039,0.11,0,0,0,0,1.66,0.44,0,0,0,0,0.71,0.22,0,0,0.93,2.33
0.085966,0.022177,-0.996051,-0.088146,0.029259,-0.995678,-0.001,0.026,-0.057,0.049,-0.019,0,0,0.13,0,0,0.09,0,0,0,0,0,0.03,0.01,0,0.11,0,0
0.098304,0.094293,-0.990679,-0.112898,0.077559,-0.990575,-0.007,0.087,-0.101,0.009,-0.011,0,0.07,0.04,0,0,0.9,0.15,0,0,0,0.13,0.27,0.13,0,0.25,1.21,0.66
0.049532,-0.015232,-0.998656,-0.187477,-0.063485,-0.980215,-0.07,-0.04,-0.249,0.187,-0.113,0,0,0,0,0,1.69,0.16,0,0,0,0,1.18,0,0.59,0.39,0.14,0.39
0.491183,0.373038,-0.787135,0.49116,0.373033,-0.787152,0.558,0.443,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.143297,-0.201108,-0.969031,-0.002381,-0.174316,-0.984687,0.072,-0.19,-0.463,-0.108,0.084,1.09,0.38,0,0.47,0,0.99,0.31,0,0,0,0.01,1.6,0,0,0,0,0
0.081294,-0.185372,-0.9793,-0.026239,-0.188285,-0.981764,0.028,-0.188,-0.463,-0.03,-0.028,0.76,0.09,0,0,0.03,1.6,0.01,0,0,0,0.08,1.52,0.06,0,0,0,0
0.036938,-0.247184,-0.968264,-0.134139,-0.264107,-0.95512,-0.05,-0.26,-0.518,0.002,-0.021,0.2,0,0,0,0,1.41,0.32,0,0,0,0.61,0.9,0.17,0,0,0,0
0.091059,0.011352,-0.995781,-0.057077,-0.006854,-0.998346,0.017,0.002,-0.064,-0.039,-0.017,0,0,0,0.02,0,0,0.04,0,0,0,0,0.62,0.12,0,0.05,0.98,0
-0.016038,-0.077368,-0.996874,-0.10832,-0.085071,-0.990469,-0.062,-0.082,-0.287,0.024,0.059,0,0,0,0,0.49,2.85,0,0,0.16,0,0.22,0.72,0.08,0,0.89,0.47,0
-0.037249,-0.119684,-0.992113,-0.147202,-0.122521,-0.981489,-0.093,-0.122,-0.304,0.049,0.067,0,0,0,0,0,2.03,0,0,0,0,0.88,2.73,0.54,1.69,0,2.19,0
0.103161,-0.047872,-0.993512,-0.015904,-0.077673,-0.996852,0.044,-0.063,-0.123,-0.106,0.055,0.05,0,0,0,0,0.19,0.04,0,0,0,0.44,0.9,0.2,0,0,0.41,0
0.052144,-0.008768,-0.998601,-0.081885,-0.011039,-0.996581,-0.015,-0.01,-0.092,-0.017,-0.026,0.15,0.05,0.01,0,0,0,0,0,0,0,0,1.49,0,0.02,0.25,0.93,0.21
0.106032,-0.038986,-0.993598,-0.0022,-0.057868,-0.998322,0.052,-0.049,-0.116,-0.106,0.057,0,0,0,0,0,0.18,0,0,0,0,0.09,0.75,0.13,0,0.15,0.37,0
0.056414,-0.129407,-0.989986,-0.09251,-0.123872,-0.987977,-0.018,-0.127,-0.347,0.008,0.051,0.08,0,0,0,0,1.85,0,0,0,0,0.06,0.77,0,0,1.03,0.62,0.11
0.086781,-0.281982,-0.955487,-0.05892,-0.297582,-0.952876,0.015,-0.295,-0.498,0.012,-0.048,0.22,0,0,0.19,0,1.6,0,0,0,0,0,1.42,0,0.01,0.34,0.17,0
0.105129,-0.089282,-0.990443,-0.059398,-0.139191,-0.988483,0.023,-0.115,-0.154,-0.03,0.051,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.22,0.5,0.31,0
0.091197,-0.098013,-0.990998,-0.105399,-0.093168,-0.990056,-0.007,-0.096,-0.391,0.037,0.047,0,0,0,0,0,2.48,0,0,0,0,0,1.53,0.02,0.92,0,0.27,0
0.164222,-0.228283,-0.959645,-0.026255,-0.278591,-0.960051,0.072,-0.258,-0.443,-0.034,-0.023,0.02,0,0,0,0,1.03,0,0,0,0,0.3,1.49,0,0.35,0.63,0.99,0
0.084237,0.00248,-0.996443,-0.100214,0.008986,-0.994925,-0.008,0.006,-0.111,0.061,-0.02,0.22,0.07,0.2,0,0,0.23,0,0,0,0,0,0.07,0.2,0,0.18,0,0.86
0.09245,-0.070202,-0.993239,-0.085802,-0.063429,-0.994291,0.003,-0.067,-0.186,0.058,-0.039,0.29,0,0.09,0,0,0.36,0.11,0,0,0,0.35,0,0,0,0,0,0
0.073691,0.061498,-0.995383,-0.070219,0.032498,-0.997002,0.002,0.047,-0.016,-0.014,0.236,0,0,0,0.25,0,1.09,0.58,0,0,0,0.33,0.25,0.14,0,0.83,0.46,0
0.052334,0.079125,-0.99549,-0.112633,0.057519,-0.99197,-0.03,0.069,-0.031,-0.022,-0.027,0,0,0.01,0.03,0,0.3,0,0,0,0,0.26,0.37,0,0,0.11,0.29,0
0.078713,-0.132767,-0.988017,-0.105332,-0.151795,-0.982783,-0.014,-0.143,-0.385,0.015,0.052,0,0,0,0.16,0,2.55,0.01,0,0,0,0,1.17,0.18,1.11,0,0,0
0.10419,0.052787,-0.993156,-0.064617,0.056519,-0.996308,0.02,0.055,-0.02,-0.006,0,0.14,0,0,0,0,0,0,0,0,0,0.26,0.01,0.14,0,0.56,0,0.1
0.084197,-0.001965,-0.996447,-0.089984,0.005093,-0.99593,-0.003,0.002,-0.081,0.052,-0.02,0,0,0.15,0,0,0,0,0,0,0,0.06,0.21,0,0,0.29,0.01,0
-0.020441,-0.075584,-0.99693,-0.12988,-0.082759,-0.98807,-0.076,-0.08,-0.291,0.025,0.058,0,0,0,0,0.56,2.75,0,0,0.24,0.04,0.22,0.54,0.07,0,0.97,0.38,0.33
0.070044,0.063884,-0.995496,-0.078112,0.032258,-0.996423,-0.004,0.048,-0.018,-0.006,0.249,0,0,0,0.13,0,1.09,0.54,0,0,0,0.13,0.23,0.09,0,0.97,0.61,0
0.043632,0.180142,-0.982672,-0.165903,0.146829,-0.97515,-0.062,0.165,0.095,0.066,0.049,0,0,0.28,0.09,0,0,0,0,0,0,0,0,0,0.77,0.15,0.55,0
0.08269,-0.002743,-0.996572,-0.090281,0.003537,-0.99591,-0.004,0,-0.083,0.053,-0.019,0,0.04,0,0,0,0,0.01,0,0,0,0.24,0.17,0,0,0.13,0.1,0
0.077136,-0.021612,-0.996786,-0.100558,-0.055319,-0.993392,-0.012,-0.039,-0.121,-0.119,0.043,0,0,0,0,0,0.27,0.01,0,0,0,0.03,0.48,0.06,0.08,0,0.85,0
0.42417,-0.03793,-0.904788,0.332857,-0.089541,-0.938716,0.39,-0.069,-0.271,-0.373,0.01,0.09,0.14,0,0,0,1.26,0,0.27,0,0,1,0.91,1.5,0,0.58,1.28,0
0.082792,-0.007276,-0.99654,-0.091379,-0.001609,-0.995815,-0.004,-0.004,-0.092,0.053,-0.016,0.05,0.01,0.06,0,0,0,0,0,0,0,0.19,0.16,0,0,0.03,0,0
0.087499,-0.052143,-0.994799,-0.103366,-0.095739,-0.990025,-0.008,-0.074,-0.163,-0.111,0.033,0,0,0,0,0,0.3,0,0,0,0,0.1,0.95,0,0.25,0,0.88,0
0.128118,0.134983,-0.98253,-0.086956,0.080053,-0.992991,0.021,0.108,-0.036,-0.071,0.127,0,0,0,0,0,1.05,0.26,0,0,0,0,0,0,0,0.08,0,0.63
0.090053,-0.034483,-0.99534,-0.014682,-0.053604,-0.998454,0.038,-0.044,-0.113,-0.1,0.056,0,0,0,0,0,0.1,0,0,0,0,0.17,0.84,0.05,0,0.21,0.62,0
0.046418,0.229844,-0.97212,-0.093777,0.219724,-0.971044,-0.024,0.227,0.169,0.011,0.022,0,0,0.17,0,0,0.08,0,0,0,0,0,0.52,0,0,0.34,0.38,0.45
0.017277,-0.072917,-0.997188,-0.110666,-0.078559,-0.990748,-0.047,-0.076,-0.097,-0.011,-0.041,0,0,0.03,0,0,0,0,0,0,0,0.12,0.98,0,0.15,0,0.78,0
0.049005,-0.025299,-0.998478,-0.122897,-0.062752,-0.990434,-0.037,-0.044,-0.117,-0.065,0.051,0,0,0,0.06,0,0.23,0,0,0,0,0.02,0.52,0,0,0.24,0.06,0.05
0.061549,0.173281,-0.982947,-0.057438,0.144299,-0.987866,0.002,0.16,0.07,-0.109,0.063,0,0.02,0,0,0,0,0,0,0,0,0.09,0,0,0,0.59,0.03,0
0.593963,-0.001359,-0.804491,0.426141,-0.07562,-0.901491,0.539,-0.045,-0.204,-0.542,-0.026,0,0.02,0.07,0,0,0,0.04,0.51,0,0,0.92,0,0,0,0.67,0,0.42
0.105257,0.014147,-0.994344,0.005607,-0.035485,-0.999354,0.056,-0.011,-0.304,-0.004,0.061,0,0,0,0,0.57,2.12,0,0,0.54,0,0.06,0,0.02,0,1.27,0.58,1.58
-0.00936,-0.040692,-0.999128,-0.183217,-0.039402,-0.982283,-0.097,-0.04,-0.267,0.17,-0.087,0.14,0,0,0.02,0,1.69,0,0,0,0,0,0.57,0,0.58,0.92,0,0.46
0.003406,-0.023448,-0.999719,-0.150436,-0.052067,-0.987248,-0.074,-0.038,-0.081,0.015,0.071,0,0.04,0,0,0,0.84,0,0,0,0,0,0.35,0,0,0.24,0.22,0.03
-0.008074,-0.217489,-0.976029,-0.178134,-0.260565,-0.94888,-0.096,-0.243,-0.331,-0.012,0.041,0,0,0,0,0,0.74,0,0,0,0,0.22,0.96,0,0,1.41,0.84,0
0.07219,-0.169763,-0.982837,-0.13228,-0.244431,-0.960602,-0.031,-0.21,-0.319,-0.01,0.062,0,0,0,0,0,0.83,0,0,0,0,0.15,0.87,0,0,1.04,0.73,0
0.019382,0.073467,-0.997109,-0.173245,0.072722,-0.98219,-0.078,0.074,-0.081,0.053,-0.006,0,0.03,0,0.1,0,0.13,0,0,0,0,0,0,0,0,0.13,0.31,0.32
0.511544,-0.075863,-0.855902,0.355201,-0.124379,-0.926478,0.453,-0.112,-0.284,-0.376,0.022,0.12,0.09,0,0,0,1.22,0,1.36,0,0.03,1.41,1.06,2.69,0,1.07,1.45,0.02
0.13329,0.039271,-0.990299,-0.014282,0.035119,-0.999281,0.06,0.037,-0.043,-0.063,0.068,0,0,0,0,0,1.36,0.14,0,0,0,0.18,0.37,0.16,0.06,0.17,0.29,0
0.0136,-0.049346,-0.998689,-0.170054,-0.075864,-0.98251,-0.079,-0.063,-0.14,0.029,-0.016,0.09,0.01,0,0.08,0,0.56,0,0,0,0,0,0.51,0,0.12,0.34,1.04,0
0.0497,-0.062077,-0.996833,-0.091603,-0.044895,-0.994783,-0.021,-0.054,-0.099,-0.028,-0.026,0.23,0.15,0,0,0,0,0,0,0,0,0,1.18,0,0.41,0,0.89,0.07
0.130389,0.35905,-0.924165,-0.109742,0.323346,-0.939896,0.011,0.351,0.102,0.063,0.036,0,0.01,0.76,0,0,1.2,0,0,0,0,0,0.35,0.09,0.35,0.3,0.56,3.02
0.461405,-0.060812,-0.885103,0.331861,-0.086556,-0.939349,0.41,-0.081,-0.266,-0.386,-0.044,0,0.1,0,0,0,0.03,0.06,0,0,0,0.65,0,0,0,1.55,0.06,0.03
0.049688,0.081032,-0.995472,-0.14946,0.060823,-0.986895,-0.05,0.071,-0.028,-0.003,0.105,0.04,0.03,0,0,0,0.86,0.19,0,0,0,0,0.05,0,0,0.26,0,0
