"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Tx","pose_Ty","pose_Tz","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r"
-0.288513,-0.148773,-0.945847,-0.430409,-0.132633,-0.892836,-0.373,-0.152,107.4,-45.8,886.1,-0.31,0.46,0.077,0.21,0,0,0,0,2.26,0,0.07,0,0.32,0.32,0.03,0,0.62,0.14
-0.288425,-0.14872,-0.945882,-0.430176,-0.132571,-0.892958,-0.373,-0.152,107.4,-45.8,886,-0.309,0.459,0.077,0.2,0,0,0,0,2.15,0,0.11,0,0.29,0.38,0.03,0,0.53,0.14
-0.290851,-0.145061,-0.945708,-0.432339,-0.128652,-0.892486,-0.375,-0.148,107.1,-45.7,885.3,-0.307,0.462,0.077,0.15,0,0,0,0,2.1,0.01,0.18,0,0.27,0.39,0.03,0,0.61,0.43
-0.288299,-0.142939,-0.946811,-0.429178,-0.125549,-0.894452,-0.372,-0.145,107.2,-45.8,885.5,-0.302,0.458,0.072,0.1,0,0,0,0,2.07,0.02,0.23,0,0.18,0.39,0,0,0.6,0.69
-0.288794,-0.142279,-0.94676,-0.429603,-0.124949,-0.894331,-0.372,-0.144,107.2,-45.7,884.7,-0.302,0.459,0.071,0.11,0,0,0,0,2.09,0.02,0.15,0,0.24,0.27,0,0,0.66,0.63
-0.291208,-0.145296,-0.945562,-0.433739,-0.128629,-0.89181,-0.376,-0.148,107.1,-45.7,885.3,-0.306,0.465,0.076,0.09,0,0,0,0,1.89,0.01,0.1,0,0.18,0.17,0,0,0.71,0.4
-0.29236,-0.142021,-0.945704,-0.43556,-0.125238,-0.891405,-0.377,-0.144,107.1,-45.7,885.2,-0.303,0.467,0.073,0.1,0,0,0,0,1.84,0.01,0.05,0,0.11,0.1,0,0,0.79,0.37
-0.290785,-0.142667,-0.946092,-0.434909,-0.125807,-0.891643,-0.376,-0.145,107.5,-45.8,887.9,-0.302,0.466,0.072,0.09,0,0,0,0,1.74,0.01,0.02,0,0.06,0.03,0,0,0.77,0.49
-0.291026,-0.142876,-0.945986,-0.435172,-0.126025,-0.891483,-0.376,-0.145,107.5,-45.8,887.6,-0.302,0.467,0.072,0.08,0,0,0,0,1.94,0.01,0,0,0,0.1,0,0,0.66,0.59
-0.291052,-0.142623,-0.946017,-0.434364,-0.1262,-0.891853,-0.376,-0.145,107.4,-45.7,886,-0.303,0.466,0.072,0.08,0,0,0,0,1.91,0,0,0,0,0.2,0,0,0.61,0.41
-0.288763,-0.141791,-0.946843,-0.432975,-0.125428,-0.892637,-0.374,-0.144,108,-46.1,891,-0.299,0.465,0.07,0.1,0,0,0,0,1.87,0,0,0,0,0.24,0,0,0.63,0.28
-0.288274,-0.141921,-0.946972,-0.433461,-0.12572,-0.89236,-0.374,-0.144,108.2,-46.3,892.8,-0.297,0.465,0.069,0.12,0,0,0,0,1.87,0.06,0,0,0,0.17,0,0,0.69,0.44
-0.289163,-0.141074,-0.946828,-0.434094,-0.12477,-0.892185,-0.375,-0.144,108.1,-46.3,892.9,-0.298,0.466,0.071,0.1,0,0,0,0,1.74,0.07,0,0,0,0.04,0,0,0.8,0.5
-0.291573,-0.142904,-0.945814,-0.436629,-0.127311,-0.890588,-0.378,-0.146,107.7,-46,888.8,-0.301,0.468,0.076,0.07,0,0,0,0,1.62,0.07,0,0,0,0,0,0,0.79,0.58
-0.291534,-0.14347,-0.94574,-0.43591,-0.127815,-0.890868,-0.377,-0.147,107.6,-45.9,887.9,-0.302,0.466,0.078,0.04,0,0,0,0,1.52,0.03,0.02,0,0.05,0,0,0,0.83,0.37
-0.291097,-0.142861,-0.945967,-0.434918,-0.126381,-0.891557,-0.376,-0.145,107.5,-45.7,885.5,-0.305,0.465,0.076,0.05,0,0,0,0,1.58,0.02,0.02,0,0.08,0.09,0,0,0.83,0.38
-0.288747,-0.142616,-0.946724,-0.432285,-0.127022,-0.892746,-0.374,-0.146,107.7,-45.9,887.2,-0.305,0.464,0.075,0.09,0,0,0,0,1.73,0.02,0.04,0,0.2,0.09,0,0,0.87,0.4
-0.286198,-0.143079,-0.947428,-0.42931,-0.12674,-0.89422,-0.371,-0.145,108.1,-46,888.4,-0.305,0.459,0.073,0.16,0,0,0,0,1.78,0,0.03,0,0.26,0.09,0,0,0.88,0.47
-0.286338,-0.142391,-0.947489,-0.429125,-0.126034,-0.894409,-0.37,-0.145,108.1,-46,887.8,-0.304,0.459,0.072,0.21,0,0,0,0,1.83,0,0.1,0,0.51,0.15,0,0,0.81,0.48
-0.287013,-0.144521,-0.946962,-0.431162,-0.128457,-0.893084,-0.372,-0.147,108.1,-46.2,889.3,-0.306,0.461,0.075,0.21,0,0,0,0,1.85,0,0.08,0,0.38,0.27,0,0,0.7,0.31
-0.287575,-0.146827,-0.946437,-0.431979,-0.129971,-0.892469,-0.373,-0.149,108.1,-46.1,888.3,-0.307,0.46,0.076,0.21,0,0,0,0,1.77,0,0.07,0,0.28,0.35,0,0,0.58,0.12
-0.287218,-0.146652,-0.946572,-0.431839,-0.129798,-0.892563,-0.373,-0.149,108.2,-46.2,889.1,-0.306,0.46,0.075,0.29,0.04,0,0,0,1.81,0,0.01,0,0.09,0.32,0,0,0.54,0.23
-0.288185,-0.148848,-0.945935,-0.432063,-0.132315,-0.892084,-0.373,-0.152,108.4,-46.3,889.7,-0.309,0.461,0.077,0.38,0.08,0,0,0,1.77,0.02,0.01,0,0.26,0.24,0,0,0.55,0.46
-0.288006,-0.148764,-0.946003,-0.432258,-0.132233,-0.892002,-0.373,-0.152,108.5,-46.4,890.5,-0.308,0.461,0.076,0.34,0.08,0,0,0,1.92,0.02,0.11,0,0.28,0.19,0,0,0.41,0.52
-0.289426,-0.146752,-0.945884,-0.432972,-0.130538,-0.891905,-0.375,-0.15,108.5,-46.4,889.6,-0.309,0.464,0.075,0.23,0.04,0,0,0,2.01,0.02,0.22,0,0.19,0.1,0,0,0.28,0.3
-0.289736,-0.146264,-0.945865,-0.432901,-0.130087,-0.892006,-0.375,-0.149,108.4,-46.3,888.8,-0.309,0.465,0.075,0.15,0,0,0,0,2.15,0.03,0.22,0,0.01,0.06,0,0,0.26,0.09
-0.287939,-0.145448,-0.946539,-0.431149,-0.129595,-0.892925,-0.373,-0.148,108.7,-46.4,890.8,-0.306,0.463,0.075,0.12,0,0,0,0,2.24,0.07,0.2,0,0,0.04,0,0,0.44,0.13
-0.28626,-0.147572,-0.946719,-0.430171,-0.130982,-0.893194,-0.371,-0.15,108.7,-46.4,889.3,-0.307,0.459,0.074,0.08,0,0,0,0,2.35,0.1,0.14,0,0,0.04,0,0,0.62,0.21
-0.285995,-0.147172,-0.946862,-0.429877,-0.130744,-0.893371,-0.371,-0.15,108.7,-46.4,889.2,-0.307,0.458,0.073,0.01,0,0,0,0,2.34,0.07,0.28,0,0.05,0.13,0,0,0.69,0.36
-0.287749,-0.147589,-0.946265,-0.430474,-0.13096,-0.893052,-0.372,-0.15,108.4,-46.2,886.3,-0.308,0.459,0.074,0.03,0,0,0,0,2.3,0.07,0.21,0,0.08,0.14,0,0,0.71,0.5
-0.287065,-0.150476,-0.946018,-0.430385,-0.133906,-0.892658,-0.372,-0.153,108.4,-46.2,887.3,-0.31,0.459,0.078,0.03,0,0,0,0,2.25,0.08,0.17,0,0.08,0.13,0,0,0.75,0.63
-0.286654,-0.151364,-0.946001,-0.429805,-0.134507,-0.892847,-0.372,-0.154,108.4,-46.2,887.6,-0.311,0.457,0.08,0.05,0,0,0,0,2.24,0.08,0.12,0,0.05,0.04,0.01,0,0.72,0.5
-0.287283,-0.147943,-0.946352,-0.429375,-0.131586,-0.893489,-0.371,-0.151,108.1,-46,885.7,-0.309,0.458,0.079,0.07,0,0,0,0,2.15,0.04,0.21,0,0.03,0.12,0.01,0,0.5,0.33
-0.288483,-0.145828,-0.946315,-0.431352,-0.129528,-0.892837,-0.373,-0.149,108,-46,885.4,-0.307,0.46,0.078,0.07,0,0,0,0,2.18,0.02,0.19,0,0.05,0.1,0.01,0,0.35,0.19
-0.286554,-0.143308,-0.947285,-0.428591,-0.127467,-0.894462,-0.37,-0.146,108,-46,885.4,-0.306,0.458,0.074,0.04,0,0,0,0,2.29,0.07,0.1,0,0.07,0.1,0.04,0,0.24,0.3
-0.286622,-0.141473,-0.947541,-0.428458,-0.125735,-0.894771,-0.37,-0.144,108,-46,885.2,-0.304,0.458,0.072,0.05,0,0,0,0,2.34,0.07,0.02,0,0.07,0.06,0.11,0,0.28,0.23
-0.289169,-0.145295,-0.946187,-0.431565,-0.129273,-0.892771,-0.374,-0.148,107.9,-45.8,883.8,-0.309,0.462,0.076,0.06,0,0,0,0,2.34,0.07,0.04,0,0.17,0.23,0.11,0,0.31,0.54
-0.28981,-0.147833,-0.945598,-0.43266,-0.131374,-0.891934,-0.375,-0.151,107.9,-45.8,884,-0.309,0.462,0.077,0.07,0,0,0,0,2.31,0.03,0.05,0,0.24,0.38,0.07,0,0.34,0.68
-0.289996,-0.148573,-0.945425,-0.432658,-0.132051,-0.891835,-0.375,-0.152,107.9,-45.8,883.9,-0.309,0.462,0.077,0.07,0,0,0,0,2.2,0.03,0.04,0,0.24,0.5,0,0,0.38,0.78
-0.286538,-0.150578,-0.946162,-0.429467,-0.134663,-0.892986,-0.371,-0.154,108.4,-46,886.6,-0.312,0.459,0.076,0.13,0,0,0,0,2.03,0.01,0.05,0,0.13,0.62,0,0,0.4,0.58
-0.287593,-0.14565,-0.946613,-0.42916,-0.129571,-0.893887,-0.371,-0.148,108.3,-45.9,884.6,-0.307,0.461,0.072,0.18,0,0,0,0,1.83,0,0.06,0,0.06,0.81,0,0,0.39,0.4
-0.287956,-0.144318,-0.946707,-0.428877,-0.128291,-0.894207,-0.371,-0.147,108.2,-45.8,883.4,-0.306,0.461,0.071,0.18,0,0,0,0,1.93,0.04,0.06,0,0.08,0.85,0,0,0.42,0.57
-0.28728,-0.147534,-0.946416,-0.428728,-0.131015,-0.893883,-0.371,-0.15,108.6,-46,886.2,-0.309,0.46,0.07,0.18,0.02,0,0,0,1.81,0.04,0.07,0,0.06,0.64,0,0,0.46,0.61
-0.285831,-0.143495,-0.947475,-0.429632,-0.127374,-0.893975,-0.371,-0.146,108.8,-46,888,-0.302,0.459,0.07,0.22,0.02,0,0,0,1.89,0.05,0.13,0,0.16,0.35,0,0,0.58,0.6
-0.288778,-0.142809,-0.946685,-0.433497,-0.126776,-0.892193,-0.374,-0.146,108.6,-45.9,887.8,-0.299,0.464,0.073,0.21,0.02,0,0,0,1.84,0.01,0.18,0,0.26,0.26,0,0,0.68,0.39
-0.288925,-0.143712,-0.946503,-0.433533,-0.127454,-0.892079,-0.374,-0.146,108.6,-45.9,887.4,-0.3,0.463,0.074,0.26,0,0,0,0,1.99,0.01,0.15,0,0.29,0.32,0,0,0.65,0.13
-0.285054,-0.146945,-0.947181,-0.430511,-0.130923,-0.893039,-0.371,-0.15,109,-46.1,891.2,-0.302,0.46,0.073,0.21,0,0,0,0,2.02,0.09,0.15,0,0.3,0.27,0,0,0.62,0.19
-0.288492,-0.146428,-0.946219,-0.435359,-0.130114,-0.890805,-0.375,-0.149,108.8,-46,890.3,-0.301,0.465,0.073,0.2,0,0,0,0,1.98,0.16,0.19,0,0.37,0.15,0,0,0.63,0.24
-0.288807,-0.147162,-0.94601,-0.435838,-0.130863,-0.890461,-0.376,-0.15,108.8,-45.9,889.8,-0.302,0.465,0.074,0.16,0,0,0,0,1.97,0.16,0.19,0,0.37,0.11,0,0,0.58,0.57
-0.286133,-0.146924,-0.946859,-0.431613,-0.130765,-0.89253,-0.372,-0.15,109,-46,892.3,-0.3,0.461,0.073,0.18,0,0,0,0,1.85,0.08,0.1,0,0.21,0.09,0,0,0.5,0.48
-0.286022,-0.140942,-0.947801,-0.432587,-0.125943,-0.892752,-0.372,-0.144,108.9,-45.8,893,-0.295,0.464,0.071,0.21,0,0,0,0,1.78,0,0,0,0.02,0.14,0,0,0.44,0.42
-0.283708,-0.140243,-0.9486,-0.432692,-0.124578,-0.892893,-0.371,-0.143,109.3,-46.1,895.9,-0.29,0.462,0.067,0.24,0,0,0,0,1.7,0,0,0,0,0.12,0,0,0.55,0.14
-0.283705,-0.138452,-0.948864,-0.43385,-0.122957,-0.892556,-0.372,-0.141,109.5,-46.2,897.5,-0.287,0.464,0.065,0.3,0,0,0,0,1.79,0,0,0,0,0.19,0,0,0.56,0.1
-0.284184,-0.137641,-0.948839,-0.432756,-0.122176,-0.893194,-0.371,-0.14,109.1,-45.8,893.3,-0.288,0.462,0.066,0.33,0,0,0,0,1.8,0,0.03,0,0,0.33,0,0,0.64,0.12
-0.286853,-0.136775,-0.94816,-0.434931,-0.120996,-0.892298,-0.374,-0.139,109.1,-45.9,894,-0.287,0.465,0.066,0.34,0,0,0,0,1.85,0.01,0.06,0,0,0.47,0,0,0.67,0.12
-0.286744,-0.13576,-0.948339,-0.434395,-0.120045,-0.892687,-0.373,-0.138,109,-45.8,893.6,-0.287,0.465,0.066,0.24,0,0,0,0,1.83,0.01,0.13,0,0,0.45,0,0,0.83,0.11
-0.284513,-0.138143,-0.948667,-0.430603,-0.121637,-0.894307,-0.37,-0.14,108.7,-45.5,889.6,-0.289,0.459,0.067,0.19,0,0,0,0,1.81,0,0.12,0,0,0.29,0,0,0.74,0.11
-0.284334,-0.137073,-0.948876,-0.430517,-0.121335,-0.89439,-0.37,-0.139,108.5,-45.3,888.1,-0.289,0.459,0.068,0.18,0,0,0,0,1.77,0,0.09,0,0.01,0.13,0,0,0.63,0.1
-0.284459,-0.137082,-0.948837,-0.430362,-0.121257,-0.894475,-0.37,-0.139,108.5,-45.2,887.5,-0.289,0.458,0.069,0.19,0,0,0,0,1.78,0,0.07,0,0.01,0.25,0,0,0.45,0.34
-0.284523,-0.136811,-0.948857,-0.427873,-0.120248,-0.895804,-0.369,-0.138,108.2,-45,884.5,-0.289,0.455,0.068,0.13,0,0,0,0,1.93,0,0.08,0,0.01,0.36,0,0,0.31,0.36
-0.286611,-0.131569,-0.94897,-0.429865,-0.116182,-0.895387,-0.371,-0.134,108,-44.9,883.7,-0.285,0.46,0.071,0.05,0,0,0,0,1.87,0,0.12,0,0,0.37,0,0,0.26,0.31
-0.282033,-0.135582,-0.949776,-0.425159,-0.120124,-0.897112,-0.366,-0.138,108.4,-45,886.8,-0.288,0.453,0.07,0.01,0,0,0,0,1.69,0,0.13,0,0,0.24,0,0,0.24,0.07
-0.281661,-0.13519,-0.949943,-0.424886,-0.119749,-0.897292,-0.365,-0.137,108.5,-45.1,887.2,-0.288,0.454,0.069,0.09,0,0,0,0,1.66,0,0.16,0,0,0.16,0,0,0.25,0
-0.28514,-0.134545,-0.948996,-0.429446,-0.118486,-0.895286,-0.37,-0.136,108.4,-45.2,887.5,-0.29,0.458,0.07,0.12,0,0,0,0,1.91,0,0.21,0,0,0.1,0,0,0.33,0.1
-0.287822,-0.128643,-0.949005,-0.432665,-0.114694,-0.894229,-0.373,-0.131,108,-45,885.8,-0.291,0.463,0.073,0.11,0,0,0,0,2.13,0,0.27,0,0.04,0.06,0,0,0.38,0.18
-0.288006,-0.12823,-0.949005,-0.432515,-0.11416,-0.89437,-0.373,-0.131,108,-45,885.7,-0.291,0.463,0.074,0.03,0,0,0,0,2.24,0,0.22,0,0.04,0.12,0,0,0.46,0.25
-0.286519,-0.130725,-0.949114,-0.43198,-0.11584,-0.894413,-0.372,-0.133,108.2,-45.1,886.7,-0.291,0.46,0.072,0.01,0,0,0,0,2.29,0,0.19,0,0.03,0.38,0,0,0.32,0.19
-0.285507,-0.132063,-0.949234,-0.429642,-0.11692,-0.895398,-0.37,-0.134,108.3,-45.2,888.7,-0.296,0.458,0.073,0.03,0,0,0,0,2.25,0.03,0.11,0,0,0.58,0,0,0.29,0.15
-0.292115,-0.122425,-0.948515,-0.434734,-0.104654,-0.894457,-0.376,-0.123,108.6,-44.9,892.8,-0.3,0.46,0.069,0.09,0,0,0,0,2.11,0.09,0.11,0,0,0.65,0,0,0.22,0.13
-0.292828,-0.122547,-0.94828,-0.435182,-0.104673,-0.894237,-0.376,-0.123,108.6,-44.8,892.7,-0.301,0.462,0.068,0.09,0,0,0,0,2.08,0.14,0.09,0,0.08,0.43,0,0,0.23,0.11
-0.294183,-0.119216,-0.948285,-0.437292,-0.101477,-0.893576,-0.378,-0.119,108.9,-44.8,896.6,-0.301,0.463,0.069,0.07,0,0,0,0,2.16,0.16,0.09,0,0.14,0.43,0,0,0.11,0.06
-0.291703,-0.117509,-0.949263,-0.435885,-0.100123,-0.894416,-0.376,-0.117,109,-45,898.9,-0.295,0.461,0.068,0.03,0,0,0,0,2.2,0.19,0.11,0,0.2,0.47,0,0,0.05,0.01
-0.291393,-0.117697,-0.949335,-0.43592,-0.10023,-0.894387,-0.376,-0.118,109.1,-45.1,900,-0.295,0.461,0.068,0.03,0,0,0,0,2.3,0.19,0.09,0,0.26,0.59,0,0,0.02,0.03
-0.292554,-0.121639,-0.948481,-0.436665,-0.105336,-0.893436,-0.377,-0.123,107.9,-44.8,890.6,-0.291,0.466,0.069,0.02,0,0,0,0,2.35,0.18,0.06,0,0.26,0.51,0,0,0.17,0.22
-0.286801,-0.125034,-0.949795,-0.430827,-0.108752,-0.895858,-0.371,-0.126,108.2,-45,893,-0.29,0.459,0.066,0,0,0,0,0,2.43,0.15,0.02,0,0.3,0.37,0,0,0.31,0.38
-0.287066,-0.124338,-0.949807,-0.430927,-0.108058,-0.895893,-0.371,-0.125,108.2,-45,892.6,-0.29,0.46,0.065,0,0,0,0,0,2.35,0.15,0.02,0,0.17,0.36,0,0,0.33,0.4
-0.294389,-0.123243,-0.947706,-0.43856,-0.10711,-0.892296,-0.379,-0.125,107.4,-44.8,888.3,-0.287,0.471,0.066,0.06,0,0,0,0,2.31,0.16,0.03,0,0.1,0.47,0,0,0.26,0.21
-0.288774,-0.127312,-0.948895,-0.432202,-0.11139,-0.894871,-0.373,-0.129,107.7,-44.9,890.5,-0.289,0.462,0.067,0.12,0,0,0,0,2.31,0.13,0.03,0,0,0.43,0,0,0.23,0.05
-0.28666,-0.128492,-0.949377,-0.432475,-0.11254,-0.894595,-0.372,-0.13,108.1,-45.1,892.6,-0.286,0.461,0.065,0.18,0,0,0,0,2.28,0.09,0.01,0,0,0.33,0,0,0.35,0.01
-0.286618,-0.128926,-0.94933,-0.432777,-0.112847,-0.89441,-0.372,-0.13,108.1,-45.1,893.3,-0.286,0.461,0.065,0.12,0,0,0,0,2.31,0.06,0,0,0,0.1,0,0,0.5,0.01
-0.287663,-0.129868,-0.948886,-0.434565,-0.113553,-0.893453,-0.374,-0.131,108.2,-45.3,894.4,-0.285,0.464,0.064,0.1,0,0,0,0,2.21,0.08,0.05,0,0,0.13,0,0,0.52,0
-0.288053,-0.130482,-0.948683,-0.434566,-0.114272,-0.893361,-0.374,-0.132,108.3,-45.3,894.3,-0.286,0.466,0.063,0.07,0,0,0,0,2.13,0.11,0.07,0,0,0.17,0,0,0.5,0
-0.28808,-0.130177,-0.948717,-0.434702,-0.114122,-0.893314,-0.374,-0.132,108.3,-45.3,894.4,-0.286,0.467,0.062,0.11,0,0,0,0,2.01,0.07,0.07,0,0,0.26,0,0,0.32,0.06
-0.287419,-0.131592,-0.948722,-0.434389,-0.115181,-0.893331,-0.373,-0.133,108.5,-45.4,895.5,-0.287,0.466,0.06,0.11,0,0,0,0,1.93,0.07,0.05,0,0,0.44,0,0,0.19,0.09
-0.286057,-0.134238,-0.948763,-0.43284,-0.11735,-0.8938,-0.372,-0.136,108.4,-45.3,894.5,-0.29,0.462,0.062,0.14,0,0,0,0,1.83,0.06,0.07,0,0,0.61,0,0,0.07,0.19
-0.28629,-0.134468,-0.94866,-0.432684,-0.117546,-0.89385,-0.372,-0.136,108.3,-45.2,893.4,-0.29,0.461,0.062,0.13,0,0,0,0,1.95,0.09,0.18,0,0.06,0.66,0,0,0.24,0.27
-0.286125,-0.132071,-0.949047,-0.431005,-0.115172,-0.894969,-0.371,-0.133,108.3,-45.2,893.9,-0.288,0.461,0.064,0.09,0,0,0,0,2.11,0.09,0.15,0,0.1,0.47,0,0,0.28,0.28
-0.288625,-0.132201,-0.948271,-0.433433,-0.116055,-0.893682,-0.374,-0.134,107.9,-45,890.4,-0.292,0.463,0.067,0.04,0,0,0,0,2.3,0.12,0.11,0,0.1,0.28,0,0,0.26,0.24
-0.288615,-0.132433,-0.948242,-0.432978,-0.116019,-0.893907,-0.373,-0.134,107.8,-44.9,889.5,-0.293,0.462,0.068,0.02,0,0,0,0,2.03,0.14,0,0,0.06,0.33,0,0,0.13,0.14
-0.285463,-0.136756,-0.948582,-0.430549,-0.119539,-0.894616,-0.371,-0.138,108.1,-45.1,892.4,-0.293,0.457,0.067,0.07,0,0,0,0,1.91,0.09,0,0,0.06,0.33,0,0,0.22,0.17
-0.285458,-0.136812,-0.948576,-0.429609,-0.119306,-0.895099,-0.37,-0.138,108,-45.1,891.6,-0.293,0.457,0.065,0.09,0,0,0,0,1.74,0.1,0,0,0.06,0.44,0,0,0.37,0.14
-0.287802,-0.133872,-0.948287,-0.433402,-0.117388,-0.893523,-0.373,-0.136,108,-45.1,892.7,-0.29,0.463,0.065,0.1,0,0,0,0,1.87,0.09,0,0,0.05,0.41,0,0,0.41,0.13
-0.288252,-0.13387,-0.94815,-0.434033,-0.11741,-0.893214,-0.374,-0.136,108,-45.1,892.8,-0.29,0.464,0.065,0.11,0,0,0,0,1.88,0.12,0,0,0.04,0.34,0,0,0.55,0.07
-0.286696,-0.134596,-0.94852,-0.432337,-0.117421,-0.894034,-0.372,-0.136,108.2,-45.4,895.5,-0.288,0.462,0.061,0.15,0,0,0,0,1.94,0.07,0,0,0.09,0.16,0,0,0.52,0.04
-0.287368,-0.13637,-0.948063,-0.432625,-0.119115,-0.893671,-0.373,-0.138,107.8,-45.2,891.6,-0.29,0.462,0.061,0.17,0,0,0,0,1.97,0.03,0,0,0.13,0,0,0,0.49,0
-0.287952,-0.135967,-0.947943,-0.431927,-0.118523,-0.894087,-0.373,-0.137,107.6,-45,889.6,-0.291,0.461,0.061,0.11,0,0,0,0,2.13,0.07,0.07,0,0.15,0.06,0,0,0.35,0.17
-0.287628,-0.133599,-0.948378,-0.433287,-0.116717,-0.893666,-0.373,-0.135,107.9,-45.2,893,-0.284,0.465,0.06,0.12,0.02,0,0,0,2.25,0.09,0.1,0,0.28,0.09,0,0,0.45,0.2
-0.289605,-0.135402,-0.94752,-0.436314,-0.117997,-0.892024,-0.376,-0.137,107.6,-45.2,891.8,-0.289,0.467,0.061,0.14,0.02,0,0,0,2.25,0.11,0.19,0,0.24,0.15,0,0,0.45,0.2
-0.28517,-0.132625,-0.949257,-0.430137,-0.115397,-0.895358,-0.37,-0.134,107.8,-45.3,891.7,-0.285,0.46,0.058,0.2,0.02,0,0,0,2.1,0.07,0.21,0,0.17,0.14,0,0,0.43,0.02
-0.285028,-0.130917,-0.949537,-0.429556,-0.113822,-0.895838,-0.369,-0.132,107.8,-45.2,891.3,-0.284,0.46,0.057,0.17,0,0,0,0,2.03,0.05,0.24,0,0.09,0.19,0.05,0,0.47,0.06
-0.288415,-0.134539,-0.948006,-0.432778,-0.117781,-0.893773,-0.373,-0.136,107.4,-45.1,889.3,-0.289,0.464,0.063,0.14,0,0,0,0,2.01,0.03,0.16,0,0.09,0.3,0.08,0,0.42,0.13
-0.28573,-0.133983,-0.948898,-0.42969,-0.117032,-0.89536,-0.37,-0.135,107.6,-45.2,890.4,-0.286,0.46,0.062,0.1,0,0,0,0,1.97,0,0.08,0,0.09,0.39,0.13,0,0.41,0.23
-0.285324,-0.133895,-0.949032,-0.429499,-0.1171,-0.895443,-0.37,-0.135,107.6,-45.2,890.6,-0.286,0.459,0.063,0.1,0,0,0,0,1.95,0,0.04,0,0,0.45,0.13,0,0.25,0.27
-0.285249,-0.133792,-0.949069,-0.429513,-0.116949,-0.895456,-0.37,-0.135,107.6,-45.2,890.6,-0.285,0.459,0.063,0.07,0,0,0,0,1.93,0,0.04,0,0,0.4,0.1,0,0.37,0.28
-0.28665,-0.132201,-0.94887,-0.431602,-0.115836,-0.894596,-0.372,-0.134,107.4,-45.1,887.4,-0.285,0.461,0.065,0.04,0,0,0,0,1.9,0,0.01,0,0,0.37,0.04,0,0.41,0.26
-0.286701,-0.132501,-0.948813,-0.431223,-0.115916,-0.894768,-0.371,-0.134,107.3,-45.1,887.1,-0.285,0.46,0.066,0.01,0,0,0,0,2.05,0.05,0.03,0,0.2,0.34,0,0,0.44,0.4
-0.2891,-0.133523,-0.947941,-0.432874,-0.116899,-0.893843,-0.374,-0.135,107.2,-45,886,-0.289,0.464,0.067,0.01,0,0,0,0,2.09,0.05,0.04,0,0.2,0.34,0,0,0.45,0.36
-0.286125,-0.137497,-0.948276,-0.429843,-0.120727,-0.894796,-0.371,-0.139,107.6,-45.2,888.2,-0.291,0.46,0.067,0,0,0,0,0,2.15,0.06,0.04,0,0.2,0.3,0,0,0.5,0.3
-0.285871,-0.137155,-0.948402,-0.430063,-0.120613,-0.894706,-0.371,-0.139,107.7,-45.2,888.7,-0.291,0.46,0.066,0,0,0,0,0,2.06,0.05,0.14,0,0,0.3,0,0,0.53,0.23
-0.281589,-0.137615,-0.949615,-0.426748,-0.120599,-0.896294,-0.366,-0.139,108.3,-45.5,891.1,-0.289,0.454,0.065,0.02,0,0,0,0,1.94,0.06,0.13,0,0,0.35,0,0,0.58,0.19
-0.284477,-0.13635,-0.948937,-0.431668,-0.12042,-0.893959,-0.371,-0.138,108.4,-45.6,892,-0.289,0.46,0.067,0.08,0,0,0,0,1.89,0.1,0.17,0,0,0.41,0,0,0.59,0.42
-0.285951,-0.135106,-0.948672,-0.431839,-0.119288,-0.894028,-0.371,-0.137,108.1,-45.3,887.9,-0.289,0.462,0.066,0.13,0,0,0,0,1.83,0.13,0.06,0,0.02,0.44,0,0,0.62,0.5
-0.286241,-0.134517,-0.948668,-0.431199,-0.118795,-0.894402,-0.371,-0.137,107.9,-45.1,885.9,-0.29,0.461,0.066,0.12,0,0,0,0,1.82,0.13,0.1,0,0.02,0.42,0,0,0.55,0.51
-0.286707,-0.137127,-0.948154,-0.429732,-0.121155,-0.894792,-0.371,-0.139,107.8,-45,885.2,-0.293,0.461,0.066,0.06,0,0,0,0,1.76,0.07,0.12,0,0.02,0.53,0,0,0.45,0.27
-0.286133,-0.135482,-0.948563,-0.428975,-0.120008,-0.895309,-0.37,-0.138,107.7,-45,886.2,-0.293,0.461,0.066,0.01,0,0,0,0,1.65,0,0.13,0,0.01,0.64,0,0,0.37,0.01
-0.28653,-0.136235,-0.948336,-0.42919,-0.120574,-0.89513,-0.37,-0.138,107.7,-45,886,-0.294,0.461,0.067,0.03,0,0,0,0,1.81,0,0.12,0,0.01,0.84,0,0,0.2,0.16
-0.283,-0.139011,-0.948992,-0.426289,-0.123008,-0.896185,-0.367,-0.141,108,-45.2,888.1,-0.293,0.455,0.065,0.05,0,0,0,0,1.9,0,0.11,0,0.03,0.61,0,0,0.35,0.15
-0.285814,-0.13155,-0.949213,-0.42823,-0.115313,-0.896282,-0.369,-0.133,107.8,-45.1,887.1,-0.285,0.459,0.062,0.06,0,0,0,0,2,0.03,0.13,0,0.02,0.39,0,0,0.42,0.16
-0.2859,-0.130661,-0.94931,-0.428746,-0.114357,-0.896158,-0.369,-0.132,107.9,-45.2,888.1,-0.284,0.46,0.062,0.06,0,0,0,0,2.08,0.04,0.12,0,0.09,0.11,0,0,0.54,0.01
