"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Tx","pose_Ty","pose_Tz","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r"
-0.27182,-0.131902,-0.953266,-0.407895,-0.10877,-0.906527,-0.35,-0.129,107.9,-49,859.6,-0.273,0.433,0.013,0,0,0,0,0,1.89,0,0.64,0,0,0.76,0.03,0.18,0.38,0.81
-0.273299,-0.134908,-0.952422,-0.410934,-0.111394,-0.904834,-0.353,-0.132,107.8,-49.1,859.9,-0.277,0.435,0.016,0,0,0,0,0,1.91,0,0.67,0,0,0.7,0.05,0.21,0.4,0.78
-0.273072,-0.135573,-0.952393,-0.410711,-0.111911,-0.904871,-0.353,-0.132,107.8,-49.1,860,-0.278,0.434,0.017,0,0,0,0,0,2.02,0,0.66,0,0,0.77,0.11,0.22,0.41,0.77
-0.273014,-0.136742,-0.952242,-0.41119,-0.112611,-0.904567,-0.353,-0.133,107.8,-49,860.2,-0.28,0.434,0.016,0,0,0,0,0,2.13,0,0.79,0,0,0.66,0.1,0.16,0.32,0.83
-0.272826,-0.138008,-0.952113,-0.409629,-0.112755,-0.905257,-0.352,-0.134,107.8,-48.9,860.1,-0.282,0.432,0.015,0,0,0,0,0,2.15,0,0.78,0,0,0.73,0.07,0.09,0.27,0.98
-0.273571,-0.133032,-0.952608,-0.410391,-0.1086,-0.90542,-0.353,-0.129,107.7,-48.9,860,-0.276,0.434,0.015,0,0,0,0,0,2.07,0,0.84,0,0,0.75,0.04,0.11,0.22,1.02
-0.272985,-0.138997,-0.951924,-0.409842,-0.113718,-0.90504,-0.352,-0.135,107.7,-48.8,859.6,-0.282,0.432,0.016,0,0,0,0,0,2.07,0,0.76,0,0,0.82,0.13,0.13,0.34,0.93
-0.274772,-0.13824,-0.95152,-0.413159,-0.112791,-0.903647,-0.355,-0.134,107.9,-49,862,-0.281,0.436,0.015,0,0,0,0,0,2.19,0,0.79,0,0,0.73,0.16,0.17,0.44,0.75
-0.274884,-0.138284,-0.951481,-0.413948,-0.11267,-0.903301,-0.356,-0.134,108,-49.1,862.9,-0.28,0.436,0.014,0,0,0,0,0,2.24,0,0.63,0,0,0.64,0.19,0.11,0.44,0.63
-0.272195,-0.139178,-0.952123,-0.410547,-0.113818,-0.904708,-0.352,-0.135,108.2,-49.2,863.8,-0.282,0.433,0.012,0.04,0,0,0,0,2.16,0,0.36,0,0,0.81,0.27,0.22,0.35,0.72
-0.270807,-0.137232,-0.952802,-0.408861,-0.11231,-0.90566,-0.351,-0.133,108.4,-49.3,865.1,-0.28,0.431,0.012,0.08,0,0,0,0,2.08,0,0.11,0,0,1,0.4,0.34,0.25,0.82
-0.270719,-0.136769,-0.952893,-0.408784,-0.11192,-0.905743,-0.35,-0.133,108.5,-49.4,865.3,-0.279,0.431,0.012,0.08,0,0,0,0,2.09,0,0.17,0,0.02,1.06,0.47,0.39,0.23,0.8
-0.270419,-0.13945,-0.95259,-0.407499,-0.114552,-0.905992,-0.35,-0.136,108.4,-49.4,863.4,-0.284,0.427,0.015,0.04,0,0,0,0,1.93,0,0.27,0,0.02,0.91,0.33,0.32,0.17,0.67
-0.27251,-0.138958,-0.952066,-0.408804,-0.114295,-0.905437,-0.352,-0.136,108,-49.1,859.6,-0.284,0.43,0.015,0,0,0,0,0,1.81,0,0.4,0,0.02,0.82,0.26,0.25,0.08,0.5
-0.272744,-0.13871,-0.952035,-0.408452,-0.114101,-0.90562,-0.351,-0.135,107.9,-49,858.6,-0.284,0.43,0.015,0,0,0,0,0,1.73,0,0.4,0,0,0.84,0.21,0.2,0.02,0.33
-0.27211,-0.137402,-0.952406,-0.409259,-0.11259,-0.905445,-0.352,-0.134,108.2,-49.2,861.1,-0.283,0.43,0.016,0,0,0,0,0,1.8,0,0.46,0,0,0.92,0.3,0.17,0.19,0.31
-0.272943,-0.139692,-0.951834,-0.409921,-0.114673,-0.904884,-0.352,-0.136,108.5,-49.3,863,-0.286,0.432,0.016,0,0,0,0,0,1.85,0,0.49,0,0,0.87,0.34,0.11,0.35,0.33
-0.272953,-0.140718,-0.95168,-0.410289,-0.115608,-0.904598,-0.353,-0.137,108.5,-49.3,863.4,-0.287,0.433,0.016,0.01,0,0,0,0,1.86,0,0.58,0,0,0.81,0.25,0.13,0.47,0.58
-0.273385,-0.139002,-0.951808,-0.410431,-0.113637,-0.904784,-0.353,-0.135,108.2,-49.1,861.7,-0.286,0.432,0.017,0.02,0,0,0,0,1.78,0,0.61,0,0.07,0.91,0.12,0.1,0.36,0.45
-0.273168,-0.141559,-0.951494,-0.410866,-0.116324,-0.904244,-0.353,-0.138,108.3,-49.3,862.2,-0.287,0.431,0.018,0.05,0,0,0,0,1.82,0,0.64,0,0.08,0.95,0.2,0.08,0.32,0.42
-0.270608,-0.141656,-0.952211,-0.406311,-0.116694,-0.906253,-0.349,-0.138,108.3,-49.3,862.4,-0.286,0.428,0.016,0.06,0,0,0,0,1.83,0,0.61,0,0.12,0.91,0.39,0.03,0.34,0.32
-0.270613,-0.141348,-0.952255,-0.406172,-0.116479,-0.906343,-0.349,-0.138,108.2,-49.2,862.2,-0.286,0.428,0.016,0.08,0,0,0,0,1.97,0,0.61,0,0.08,0.84,0.57,0.05,0.38,0.43
-0.27065,-0.141306,-0.952251,-0.406205,-0.116479,-0.906328,-0.349,-0.138,108.2,-49.2,862.2,-0.286,0.428,0.016,0.09,0,0,0,0,1.91,0,0.59,0,0.1,0.97,0.39,0.16,0.28,0.51
-0.27194,-0.139787,-0.952107,-0.408907,-0.114666,-0.905343,-0.351,-0.136,107.9,-49.2,861.6,-0.287,0.431,0.016,0.07,0,0,0,0,1.84,0,0.55,0,0.09,1.09,0.29,0.24,0.22,0.6
-0.271495,-0.140057,-0.952195,-0.40864,-0.114917,-0.905432,-0.351,-0.136,107.9,-49.2,861.9,-0.288,0.43,0.015,0.05,0,0,0,0,1.97,0,0.44,0,0.05,0.97,0.32,0.3,0.24,0.6
-0.272532,-0.141483,-0.951687,-0.410272,-0.115998,-0.904556,-0.352,-0.138,107.9,-49.2,863.7,-0.287,0.431,0.016,0.02,0,0,0,0,2.19,0,0.34,0,0.02,0.73,0.51,0.27,0.38,0.59
-0.272363,-0.142612,-0.951567,-0.410816,-0.116922,-0.90419,-0.353,-0.139,108,-49.3,864.5,-0.287,0.431,0.017,0,0,0,0,0,2.24,0,0.29,0,0,0.5,0.44,0.21,0.6,0.69
-0.269485,-0.144533,-0.952097,-0.408974,-0.118713,-0.904791,-0.35,-0.141,108.1,-49.4,865.2,-0.288,0.428,0.014,0.04,0,0,0,0,2.07,0,0.3,0,0,0.48,0.25,0.17,0.75,0.83
-0.269549,-0.144789,-0.95204,-0.409008,-0.118945,-0.904745,-0.35,-0.141,108.2,-49.4,865.5,-0.288,0.428,0.014,0.07,0,0,0,0,1.94,0.01,0.35,0,0,0.46,0.03,0.09,0.67,0.84
-0.270343,-0.143492,-0.952011,-0.409641,-0.117728,-0.904618,-0.351,-0.14,108.2,-49.5,865.7,-0.287,0.429,0.013,0.07,0,0,0,0,2.01,0.01,0.37,0,0.09,0.41,0.2,0.05,0.52,0.91
-0.269093,-0.143642,-0.952342,-0.408113,-0.116448,-0.905474,-0.35,-0.139,108.4,-49.5,867.3,-0.285,0.427,0.01,0.04,0,0,0,0,2.09,0.01,0.41,0,0.19,0.36,0.31,0.01,0.42,0.94
-0.269036,-0.142816,-0.952483,-0.408399,-0.115597,-0.905454,-0.35,-0.138,108.5,-49.6,868.2,-0.284,0.427,0.009,0,0,0,0,0,1.88,0,0.44,0,0.33,0.35,0.35,0,0.6,1.06
-0.271809,-0.141665,-0.951867,-0.410737,-0.115701,-0.904383,-0.352,-0.138,108.2,-49.4,866,-0.282,0.431,0.011,0,0,0,0,0,1.85,0,0.4,0,0.24,0.59,0.18,0.04,0.46,0.87
-0.272655,-0.140062,-0.951862,-0.411061,-0.11378,-0.904479,-0.353,-0.136,108,-49.2,863.7,-0.281,0.432,0.011,0.02,0,0,0,0,1.83,0,0.39,0,0.14,0.87,0.06,0.09,0.27,0.78
-0.272733,-0.139545,-0.951916,-0.410647,-0.113247,-0.904734,-0.353,-0.135,107.9,-49.2,863.1,-0.281,0.432,0.011,0.05,0,0,0,0,2.12,0,0.39,0,0,0.97,0.18,0.12,0.16,0.69
-0.273481,-0.139296,-0.951738,-0.411537,-0.113245,-0.90433,-0.354,-0.135,108,-49.3,864.4,-0.281,0.433,0.012,0.05,0,0,0,0,1.96,0,0.29,0,0,0.72,0.21,0.11,0.25,0.63
-0.270632,-0.140361,-0.952395,-0.408974,-0.114145,-0.905379,-0.351,-0.136,108.2,-49.2,864.1,-0.282,0.429,0.01,0.03,0,0,0,0,1.85,0,0.32,0,0,0.55,0.22,0.05,0.26,0.57
-0.27277,-0.138037,-0.952125,-0.409782,-0.112256,-0.90525,-0.352,-0.134,108,-49.1,863.4,-0.283,0.432,0.01,0,0,0,0,0,1.7,0,0.37,0,0,0.53,0.06,0.03,0.16,0.51
-0.272866,-0.137713,-0.952144,-0.409819,-0.11184,-0.905284,-0.352,-0.134,108,-49.1,863.3,-0.282,0.432,0.009,0,0,0,0,0,1.92,0,0.56,0,0,0.73,0.02,0.05,0.16,0.65
-0.274345,-0.124721,-0.953509,-0.411181,-0.09855,-0.906211,-0.353,-0.119,108.6,-49.1,866.8,-0.284,0.431,0.014,0,0,0,0,0,2.03,0,0.48,0,0,0.77,0.07,0.14,0.34,0.7
-0.276323,-0.122797,-0.953188,-0.413332,-0.096794,-0.905421,-0.355,-0.118,108.5,-49,866.1,-0.284,0.433,0.019,0,0,0,0,0,2.17,0,0.44,0,0,0.85,0.15,0.24,0.45,0.68
-0.276361,-0.122943,-0.953158,-0.413573,-0.096876,-0.905302,-0.355,-0.118,108.5,-49,866.2,-0.284,0.433,0.02,0,0,0,0,0,2.15,0,0.46,0,0,0.81,0.15,0.25,0.36,0.59
-0.272472,-0.129333,-0.953432,-0.409376,-0.104726,-0.906335,-0.351,-0.125,108.2,-49.2,864.5,-0.281,0.431,0.017,0,0,0,0,0,2.11,0,0.58,0,0,0.91,0.08,0.25,0.32,0.63
-0.269458,-0.125353,-0.954819,-0.405499,-0.101298,-0.908465,-0.348,-0.121,107.9,-49.1,861.9,-0.272,0.427,0.013,0,0,0,0,0,2.04,0,0.68,0,0,0.99,0,0.24,0.32,0.72
-0.269723,-0.123869,-0.954938,-0.405548,-0.099957,-0.908592,-0.348,-0.12,107.9,-49.1,861.7,-0.271,0.427,0.013,0,0,0,0,0,2.04,0,0.72,0,0.06,1.03,0.27,0.24,0.32,0.75
-0.270565,-0.125997,-0.954421,-0.407817,-0.102339,-0.90731,-0.349,-0.122,107.5,-48.9,859.6,-0.272,0.429,0.014,0,0,0,0,0,2.08,0,0.74,0,0.06,1.02,0.36,0.27,0.33,0.69
-0.26942,-0.129791,-0.954236,-0.405238,-0.1055,-0.908103,-0.348,-0.126,107.3,-48.8,858.7,-0.275,0.427,0.013,0,0,0,0,0,2.14,0,0.76,0,0.06,0.99,0.43,0.31,0.33,0.62
-0.269398,-0.130407,-0.954159,-0.4049,-0.106194,-0.908173,-0.347,-0.126,107.2,-48.7,858.1,-0.276,0.427,0.012,0,0,0,0,0,2.21,0,0.66,0,0,0.98,0.16,0.39,0.33,0.46
-0.268286,-0.129083,-0.954652,-0.406608,-0.105262,-0.907519,-0.348,-0.125,107.4,-49,859.7,-0.271,0.428,0.011,0,0,0,0,0,2.28,0,0.58,0,0.01,0.89,0.14,0.33,0.35,0.4
-0.270146,-0.128002,-0.954273,-0.407706,-0.104393,-0.907126,-0.349,-0.124,107.1,-48.8,857.3,-0.272,0.43,0.013,0,0,0,0,0,2.32,0,0.5,0,0.01,0.75,0.14,0.25,0.37,0.33
-0.27009,-0.128799,-0.954181,-0.407354,-0.105164,-0.907195,-0.349,-0.125,107,-48.7,856.8,-0.273,0.429,0.013,0,0,0,0,0,2.32,0,0.52,0,0.01,0.69,0.23,0.17,0.5,0.45
-0.270021,-0.128787,-0.954203,-0.40697,-0.105037,-0.907382,-0.349,-0.125,107,-48.7,856.7,-0.273,0.429,0.014,0,0,0,0,0,2.34,0,0.52,0,0.11,0.84,0.23,0.21,0.31,0.51
-0.267223,-0.126337,-0.955317,-0.405369,-0.10268,-0.908368,-0.346,-0.122,107.3,-48.8,859.1,-0.267,0.426,0.011,0,0,0,0,0,2.17,0,0.52,0,0.11,0.99,0.26,0.28,0.25,0.64
-0.267131,-0.130222,-0.954821,-0.406011,-0.105738,-0.907731,-0.347,-0.126,107.7,-49.1,862.2,-0.269,0.427,0.01,0,0,0,0,0,1.97,0,0.48,0,0.11,1,0.42,0.28,0.12,0.72
-0.266837,-0.129952,-0.95494,-0.406726,-0.105482,-0.90744,-0.347,-0.126,107.9,-49.2,863.7,-0.268,0.428,0.009,0,0,0,0,0,1.7,0,0.46,0,0,0.67,0.47,0.19,0.25,0.76
-0.267726,-0.129932,-0.954694,-0.407122,-0.105639,-0.907244,-0.348,-0.126,108.1,-49.2,863.6,-0.266,0.429,0.007,0,0,0,0,0,1.62,0,0.39,0,0,0.63,0.42,0.11,0.16,0.58
-0.268537,-0.125837,-0.955015,-0.406117,-0.100995,-0.908223,-0.347,-0.121,108,-48.9,861.2,-0.263,0.429,0.006,0,0,0,0,0,1.79,0,0.28,0,0.08,0.69,0.24,0.12,0.29,0.58
-0.26859,-0.132255,-0.954132,-0.406499,-0.107209,-0.90734,-0.348,-0.128,107.8,-48.7,859.5,-0.27,0.428,0.01,0,0,0,0,0,1.93,0,0.2,0,0.17,0.93,0.14,0.2,0.27,0.6
-0.268585,-0.13356,-0.953952,-0.406104,-0.108167,-0.907403,-0.348,-0.129,107.7,-48.6,858.7,-0.272,0.427,0.011,0,0,0,0,0,1.88,0,0.27,0,0.29,0.87,0.1,0.23,0.42,0.82
-0.269489,-0.131036,-0.954047,-0.407291,-0.106516,-0.907066,-0.349,-0.127,107.7,-48.5,858.5,-0.27,0.43,0.012,0,0,0,0,0,1.87,0,0.42,0,0.2,0.82,0.16,0.24,0.59,0.74
-0.268073,-0.132998,-0.954174,-0.405583,-0.108629,-0.90758,-0.347,-0.129,107.8,-48.6,859,-0.271,0.426,0.011,0,0,0,0,0,1.92,0,0.51,0,0.11,0.77,0.29,0.24,0.79,0.72
-0.268051,-0.133279,-0.954141,-0.40554,-0.108639,-0.907598,-0.347,-0.129,107.9,-48.6,859.4,-0.271,0.426,0.01,0,0,0,0,0,1.97,0,0.47,0,0,0.85,0.34,0.3,0.79,0.75
-0.267867,-0.133768,-0.954124,-0.406496,-0.109325,-0.907088,-0.348,-0.13,107.9,-48.5,858.9,-0.272,0.428,0.01,0,0,0,0,0,1.73,0,0.43,0,0,0.85,0.24,0.28,0.6,0.77
-0.268606,-0.131449,-0.954239,-0.406258,-0.106054,-0.907583,-0.348,-0.127,107.8,-48.5,858.6,-0.269,0.428,0.008,0,0,0,0,0,1.51,0,0.42,0,0,0.83,0.12,0.28,0.41,0.73
-0.268505,-0.130996,-0.95433,-0.406185,-0.105654,-0.907663,-0.348,-0.126,107.8,-48.5,858.6,-0.269,0.428,0.008,0,0,0,0,0,1.52,0,0.54,0,0,0.66,0.05,0.18,0.54,0.75
-0.267186,-0.132097,-0.954548,-0.404228,-0.107775,-0.908286,-0.346,-0.128,107.7,-48.3,857.9,-0.27,0.425,0.011,0,0,0,0,0,1.53,0,0.65,0,0.02,0.62,0.03,0.18,0.43,0.87
-0.267849,-0.129886,-0.954666,-0.404383,-0.105209,-0.908518,-0.346,-0.126,107.4,-48.1,856.3,-0.267,0.426,0.01,0,0,0,0,0,1.51,0,0.8,0,0.02,0.65,0.04,0.15,0.42,1.01
-0.267013,-0.128683,-0.955063,-0.40377,-0.104324,-0.908893,-0.345,-0.124,107.4,-48.1,856.8,-0.267,0.424,0.01,0,0,0,0,0,1.5,0,0.81,0,0.04,0.74,0.1,0.16,0.2,1
-0.266902,-0.129378,-0.955,-0.403633,-0.10492,-0.908885,-0.345,-0.125,107.4,-48.2,857,-0.268,0.424,0.01,0,0,0,0,0,1.54,0,0.79,0,0.02,0.65,0.12,0.17,0.31,0.87
-0.266587,-0.129533,-0.955067,-0.402886,-0.104874,-0.909222,-0.345,-0.125,107.4,-48.2,857.7,-0.266,0.423,0.01,0,0,0,0,0,1.67,0,0.68,0,0.02,0.6,0.16,0.18,0.38,0.72
-0.268572,-0.125361,-0.955067,-0.404751,-0.101289,-0.9088,-0.347,-0.121,107.3,-48.1,857,-0.264,0.428,0.008,0,0,0,0,0,1.79,0,0.57,0,0.01,0.59,0.19,0.21,0.43,0.61
-0.268588,-0.124541,-0.95517,-0.40451,-0.100559,-0.908988,-0.347,-0.12,107.3,-48.1,857.2,-0.264,0.429,0.007,0,0,0,0,0,1.91,0,0.55,0,0.03,0.74,0.27,0.18,0.44,0.65
-0.268786,-0.12486,-0.955073,-0.404622,-0.100689,-0.908924,-0.347,-0.12,107.3,-48.1,857.1,-0.264,0.429,0.007,0,0,0,0,0,1.83,0,0.63,0,0.04,0.84,0.2,0.2,0.43,0.67
-0.268511,-0.12737,-0.954819,-0.404856,-0.103249,-0.908533,-0.347,-0.123,107.6,-48.2,858.5,-0.266,0.428,0.009,0,0,0,0,0,1.79,0,0.76,0,0.05,0.9,0.12,0.2,0.44,0.73
-0.268286,-0.128651,-0.95471,-0.404847,-0.104607,-0.908381,-0.347,-0.125,107.6,-48.2,858.6,-0.267,0.427,0.01,0,0,0,0,0,1.69,0,0.76,0,0.04,0.8,0.23,0.25,0.46,0.93
-0.26856,-0.127526,-0.954784,-0.405537,-0.102789,-0.908281,-0.347,-0.123,107.6,-48,856.8,-0.267,0.428,0.009,0,0,0,0,0,1.75,0,0.7,0,0.02,0.68,0.37,0.27,0.42,1.13
-0.268413,-0.127807,-0.954788,-0.405086,-0.10319,-0.908437,-0.347,-0.123,107.5,-48,856.5,-0.267,0.427,0.009,0,0,0,0,0,1.71,0,0.6,0,0,0.57,0.52,0.31,0.39,1.22
-0.268447,-0.127585,-0.954808,-0.405075,-0.103032,-0.90846,-0.347,-0.123,107.5,-48,856.3,-0.267,0.427,0.009,0,0,0,0,0,1.7,0,0.52,0,0,0.66,0.36,0.3,0.45,1.05
-0.265948,-0.129056,-0.955309,-0.402726,-0.104985,-0.90928,-0.344,-0.125,108.1,-48.5,860.5,-0.266,0.424,0.01,0,0,0,0,0,1.68,0,0.44,0,0,0.73,0.22,0.27,0.5,0.83
-0.265718,-0.128436,-0.955457,-0.403218,-0.104379,-0.909132,-0.344,-0.124,108.3,-48.6,861.7,-0.264,0.424,0.01,0,0,0,0,0,1.8,0,0.34,0,0.13,0.96,0.15,0.27,0.4,0.79
-0.268119,-0.129013,-0.954708,-0.406242,-0.104449,-0.907776,-0.347,-0.125,108.2,-48.5,861.7,-0.27,0.428,0.011,0,0,0,0,0,1.93,0,0.31,0,0.27,1.11,0.18,0.28,0.22,0.92
-0.268117,-0.12945,-0.95465,-0.406214,-0.104766,-0.907752,-0.347,-0.125,108.2,-48.5,861.8,-0.271,0.428,0.012,0,0,0,0,0,1.87,0,0.36,0,0.26,1.06,0.16,0.2,0.22,0.95
-0.269522,-0.131425,-0.953984,-0.407369,-0.106723,-0.907007,-0.349,-0.127,108.1,-48.3,860.8,-0.274,0.429,0.014,0,0,0,0,0,1.75,0,0.42,0,0.22,0.93,0.08,0.1,0.4,1.01
-0.271359,-0.126635,-0.954111,-0.408388,-0.10329,-0.906946,-0.35,-0.123,107.7,-48,858.1,-0.269,0.432,0.013,0,0,0,0,0,1.61,0,0.45,0,0.11,0.79,0.02,0,0.59,1.02
-0.271787,-0.126758,-0.953973,-0.408196,-0.10331,-0.90703,-0.35,-0.123,107.6,-47.9,857.2,-0.27,0.432,0.014,0,0,0,0,0,1.79,0,0.46,0,0.28,0.83,0.04,0.08,0.59,0.99
-0.270975,-0.13057,-0.95369,-0.407563,-0.105616,-0.907049,-0.35,-0.126,107.7,-48,858.1,-0.272,0.429,0.011,0,0,0,0,0,1.94,0,0.54,0,0.21,0.81,0.04,0.14,0.52,0.66
-0.269463,-0.130088,-0.954184,-0.405369,-0.10484,-0.908122,-0.348,-0.125,107.7,-48.1,859.6,-0.272,0.426,0.012,0,0,0,0,0,2.12,0,0.6,0,0.19,0.71,0.1,0.2,0.53,0.62
-0.267296,-0.128505,-0.955008,-0.402494,-0.102843,-0.909627,-0.345,-0.123,107.8,-48.1,859.3,-0.27,0.421,0.011,0,0,0,0,0,2.15,0,0.62,0,0.02,0.65,0.13,0.19,0.51,0.81
-0.267268,-0.127923,-0.955093,-0.402239,-0.102236,-0.909808,-0.345,-0.123,107.8,-48.1,859.2,-0.269,0.421,0.011,0,0,0,0,0,2.14,0,0.69,0,0.01,0.71,0.13,0.22,0.56,0.93
-0.267892,-0.128358,-0.95486,-0.401999,-0.103037,-0.909824,-0.345,-0.123,107.6,-48,857.8,-0.271,0.421,0.012,0,0,0,0,0,2.13,0,0.73,0,0.09,0.73,0.25,0.26,0.51,0.66
-0.267036,-0.130014,-0.954876,-0.402193,-0.104441,-0.909578,-0.345,-0.125,107.6,-48,858,-0.273,0.421,0.011,0,0,0,0,0,2.11,0,0.76,0,0.17,0.71,0.41,0.26,0.52,0.41
-0.267166,-0.130345,-0.954794,-0.402227,-0.104559,-0.90955,-0.345,-0.125,107.6,-48,858.3,-0.273,0.422,0.011,0,0,0,0,0,1.88,0,0.7,0,0.27,0.76,0.44,0.34,0.52,0.44
-0.26946,-0.129599,-0.954251,-0.404271,-0.105265,-0.908562,-0.347,-0.125,107.4,-48.2,856.9,-0.272,0.426,0.01,0,0,0,0,0,1.61,0,0.62,0,0.2,0.79,0.27,0.35,0.4,0.58
-0.266938,-0.131173,-0.954745,-0.402062,-0.106341,-0.909416,-0.345,-0.127,107.6,-48.4,857.7,-0.271,0.423,0.01,0,0,0,0,0,1.38,0,0.54,0,0.14,0.78,0.12,0.38,0.3,0.68
-0.266692,-0.130406,-0.954919,-0.402087,-0.105598,-0.909492,-0.344,-0.126,107.6,-48.5,858.2,-0.27,0.423,0.009,0,0,0,0,0,1.34,0,0.5,0,0.06,0.9,0.09,0.3,0.12,0.66
-0.267131,-0.129392,-0.954934,-0.402226,-0.105654,-0.909424,-0.345,-0.125,107.3,-48.2,855.1,-0.268,0.425,0.01,0,0,0,0,0,1.39,0,0.49,0,0.04,0.92,0.08,0.3,0.19,0.8
-0.266127,-0.133044,-0.954712,-0.402006,-0.109257,-0.909095,-0.344,-0.129,107.5,-48.4,856.3,-0.272,0.424,0.011,0,0,0,0,0,1.38,0,0.45,0,0.02,0.98,0.04,0.29,0.22,0.92
-0.266194,-0.133479,-0.954633,-0.4022,-0.109557,-0.908973,-0.344,-0.13,107.6,-48.5,856.8,-0.272,0.424,0.011,0,0,0,0,0,1.41,0,0.39,0,0.07,0.81,0.12,0.29,0.34,0.99
-0.266297,-0.133071,-0.954661,-0.402947,-0.109389,-0.908662,-0.345,-0.129,107.5,-48.5,856.2,-0.271,0.425,0.01,0,0,0,0,0,1.37,0,0.51,0,0.07,0.89,0.1,0.28,0.26,0.93
-0.268086,-0.134803,-0.953917,-0.404251,-0.110523,-0.907946,-0.347,-0.131,107.5,-48.3,856.1,-0.272,0.427,0.011,0,0,0,0,0,1.5,0,0.6,0,0.07,0.87,0.07,0.27,0.3,0.83
-0.267311,-0.134731,-0.954145,-0.403969,-0.109782,-0.908161,-0.346,-0.131,107.9,-48.3,858,-0.278,0.424,0.011,0,0,0,0,0,1.61,0,0.68,0,0,0.73,0,0.28,0.32,0.77
-0.267176,-0.134917,-0.954156,-0.403637,-0.109886,-0.908296,-0.346,-0.131,107.9,-48.3,858,-0.278,0.423,0.011,0,0,0,0,0,1.73,0,0.66,0,0,0.57,0,0.23,0.4,0.7
-0.267236,-0.135153,-0.954106,-0.403715,-0.11012,-0.908234,-0.346,-0.131,107.8,-48.3,857.9,-0.278,0.423,0.011,0,0,0,0,0,1.8,0,0.63,0,0,0.51,0,0.19,0.35,0.46
-0.268011,-0.131238,-0.954435,-0.405115,-0.105762,-0.908128,-0.347,-0.127,107.9,-48.2,859.3,-0.276,0.425,0.012,0,0,0,0,0,1.92,0,0.58,0,0,0.5,0,0.16,0.25,0.24
-0.267802,-0.131527,-0.954454,-0.404903,-0.105955,-0.9082,-0.347,-0.127,107.9,-48.2,859.6,-0.277,0.424,0.013,0,0,0,0,0,2.07,0,0.53,0,0,0.49,0,0.14,0.13,0
-0.267583,-0.131259,-0.954552,-0.404783,-0.105676,-0.908286,-0.346,-0.127,107.9,-48.2,859.6,-0.276,0.424,0.013,0,0,0,0,0,2.08,0,0.53,0,0,0.49,0,0.2,0.06,0.08
-0.267171,-0.138022,-0.953714,-0.402701,-0.112222,-0.908426,-0.345,-0.134,107.7,-48.1,859,-0.283,0.422,0.015,0,0,0,0,0,1.93,0,0.62,0,0.17,0.65,0,0.23,0.03,0.21
-0.270551,-0.134265,-0.953297,-0.40672,-0.107881,-0.907161,-0.349,-0.129,107.4,-47.9,857.8,-0.28,0.426,0.014,0,0,0,0,0,1.75,0,0.68,0,0.32,0.79,0,0.25,0,0.33
-0.27061,-0.133892,-0.953333,-0.40696,-0.107778,-0.907065,-0.349,-0.129,107.4,-47.9,857.8,-0.28,0.427,0.014,0.02,0,0,0,0,1.69,0,0.66,0,0.32,0.77,0.04,0.19,0.1,0.35
-0.270593,-0.133684,-0.953367,-0.406378,-0.108491,-0.907241,-0.349,-0.129,107.2,-47.7,856.3,-0.279,0.427,0.011,0.02,0,0,0,0,1.93,0,0.61,0,0.16,0.6,0.04,0.1,0.25,0.29
-0.269321,-0.129401,-0.954317,-0.405456,-0.104037,-0.908175,-0.348,-0.125,107.2,-47.7,856.4,-0.277,0.427,0.01,0.02,0,0,0,0,2.15,0,0.58,0,0,0.42,0.04,0.03,0.37,0.28
-0.269273,-0.128797,-0.954413,-0.405089,-0.103564,-0.908393,-0.347,-0.124,107.2,-47.7,856,-0.277,0.427,0.01,0,0,0,0,0,2.27,0,0.6,0,0.15,0.6,0,0.06,0.28,0.28
-0.269801,-0.133728,-0.953585,-0.405816,-0.108196,-0.907528,-0.348,-0.129,107.3,-47.8,857.4,-0.28,0.427,0.013,0,0,0,0,0,2.17,0,0.63,0,0.22,0.71,0.09,0.12,0.15,0.41
-0.270439,-0.131269,-0.953746,-0.40497,-0.105286,-0.908248,-0.348,-0.126,107.2,-47.7,855.7,-0.278,0.424,0.015,0,0,0,0,0,2.15,0,0.69,0,0.3,0.84,0.11,0.19,0.03,0.5
-0.270303,-0.131323,-0.953777,-0.404462,-0.105328,-0.908469,-0.348,-0.126,107.1,-47.7,855,-0.279,0.423,0.016,0,0,0,0,0,2.1,0,0.62,0,0.15,0.74,0.11,0.19,0.23,0.81
-0.272221,-0.131885,-0.953154,-0.407284,-0.106547,-0.907066,-0.35,-0.127,107.2,-47.8,856,-0.28,0.429,0.017,0,0,0,0,0,1.99,0,0.55,0,0.25,0.84,0.15,0.19,0.27,0.79
-0.271101,-0.131471,-0.95353,-0.405606,-0.106345,-0.907841,-0.349,-0.127,107.5,-47.9,856.8,-0.275,0.427,0.013,0,0,0,0,0,1.87,0,0.44,0,0.28,0.93,0.26,0.15,0.28,0.87
-0.271078,-0.131838,-0.953486,-0.406239,-0.10679,-0.907505,-0.349,-0.128,107.5,-48,857.5,-0.275,0.428,0.013,0,0,0,0,0,1.81,0,0.44,0,0.28,1.03,0.26,0.1,0.19,0.75
