Frame,EAR,State
,0.366302521,Open
,0.365668632,Open
,0.35756418,Open
,0.354410132,Open
,0.351494647,Open
,0.356974061,Open
,0.317675639,Open
,0.310310207,Open
,0.307113265,Open
,0.301895562,Open
,0.302724204,Open
,0.304045323,Open
,0.318064534,Open
,0.302724204,Open
,0.310727649,Open
,0.307510052,Open
,0.312612906,Open
,0.323046846,Open
,0.306980495,Open
,0.323690171,Open
,0.307395204,Open
,0.294538024,Open
,0.289752175,Open
,0.302278476,Open
,0.303181605,Open
,0.308091308,Open
,0.302561747,Open
,0.316074818,Open
,0.307504289,Open
,0.291577686,Open
,0.298465333,Open
,0.298422311,Open
,0.298671273,Open
,0.298452,Open
,0.293883382,Open
,0.307876667,Open
,0.29158902,Open
,0.302749119,Open
,0.286967538,Open
,0.283510686,Open
,0.302749119,Open
,0.288546509,Open
,0.296132394,Open
,0.293897319,Open
,0.28796258,Open
,0.290699734,Open
,0.295222589,Open
,0.299080405,Open
,0.283059562,Open
,0.277581885,Open
,0.278014371,Open
,0.282557745,Open
,0.286074694,Open
,0.295002559,Open
,0.295894668,Open
,0.303749024,Open
,0.312714698,Open
,0.295002559,Open
,0.282426949,Open
,0.258605344,Open
,0.254892154,Open
,0.255378306,Open
,0.261720462,Open
,0.261659471,Open
,0.266689273,Open
,0.266269881,Open
,0.274899761,Open
,0.251596751,Open
,0.262459542,Open
,0.145075061,Blink
,0.032707847,Blink
,0.02409916,Blink
,0.028942953,Open
,0.036949479,Open
,0.020648524,Open
,0.0797126,Open
,0.127884719,Open
,0.192793131,Open
,0.211584082,Open
,0.238657321,Open
,0.238728369,Open
,0.239023143,Open
,0.242563177,Open
,0.242681942,Open
,0.242697376,Open
,0.235061907,Open
,0.242689803,Open
,0.254876488,Open
,0.243110429,Open
,0.246637282,Open
,0.246964071,Open
,0.243663271,Open
,0.23826969,Open
,0.246540869,Open
,0.232284764,Open
,0.242742717,Open
,0.235125094,Open
,0.240808789,Open
,0.242618791,Open
,0.26271219,Open
,0.238671191,Open
,0.246156507,Open
,0.234872768,Open
,0.258195782,Open
,0.238399621,Open
,0.24993901,Open
,0.246156507,Open
,0.23477738,Open
,0.250328748,Open
,0.245967742,Open
,0.26263151,Open
,0.250121683,Open
,0.234990895,Open
,0.242061359,Open
,0.234688475,Open
,0.243053786,Open
,0.238563948,Open
,0.247130543,Open
,0.254288567,Open
,0.237823173,Open
,0.246212121,Open
,0.250121683,Open
,0.24369629,Open
,0.25092954,Open
,0.250980392,Open
,0.238614801,Open
,0.249878019,Open
,0.239066027,Open
,0.242681942,Open
,0.243153591,Open
,0.247129284,Open
,0.239285742,Open
,0.234834559,Open
,0.242618791,Open
,0.238286828,Open
,0.242697376,Open
,0.242132818,Open
,0.334621587,Open
,0.33643659,Open
,0.344448043,Open
,0.330753695,Open
,0.337490805,Open
,0.345481583,Open
,0.337490805,Open
,0.360794791,Open
,0.340127478,Open
,0.346815188,Open
,0.345692119,Open
,0.266988325,Open
,0.255017104,Open
,0.238994668,Open
,0.254471442,Open
,0.254471442,Open
,0.250121683,Open
,0.255405787,Open
,0.245967742,Open
,0.258333333,Open
,0.250660198,Open
,0.254968811,Open
,0.246654494,Open
,0.235061907,Open
,0.234489077,Open
,0.24608712,Open
,0.245843862,Open
,0.254907821,Open
,0.313987394,Open
,0.352032935,Open
,0.349016845,Open
,0.369973654,Open
,0.362118884,Open
,0.356984929,Open
,0.362043361,Open
,0.352834923,Open
,0.372212758,Open
,0.372212758,Open
,0.365668632,Open
,0.349727382,Open
,0.362043361,Open
,0.350934224,Open
,0.358979196,Open
,0.358998901,Open
,0.351022187,Open
,0.36643038,Open
,0.378120804,Open
,0.358614099,Open
,0.356047353,Open
,0.347708281,Open
,0.35563396,Open
,0.356484591,Open
,0.372312016,Open
,0.379230323,Open
,0.373391605,Open
,0.366058267,Open
,0.356984929,Open
,0.356633282,Open
,0.356633282,Open
,0.363648882,Open
,0.358614099,Open
,0.374435571,Open
,0.362206847,Open
,0.355088377,Open
,0.3690499,Open
,0.355088377,Open
,0.349596096,Open
,0.349596096,Open
,0.37893296,Open
,0.353638831,Open
,0.355228512,Open
,0.378200413,Open
,0.355088377,Open
,0.36305646,Open
,0.364047682,Open
,0.35756418,Open
,0.35756418,Open
,0.361954674,Open
,0.355419761,Open
,0.360016721,Open
,0.35563396,Open
,0.348203681,Open
,0.352835669,Open
,0.371306715,Open
,0.371306715,Open
,0.362533925,Open
,0.362533925,Open
,0.379055811,Open
,0.36355762,Open
,0.362533925,Open
,0.358614099,Open
,0.358614099,Open
,0.350404616,Open
,0.357345192,Open
,0.36134049,Open
,0.356642955,Open
,0.370766975,Open
,0.35753451,Open
,0.358584428,Open
,0.365245103,Open
,0.358309172,Open
,0.346046688,Open
,0.136733398,Blink
,0.057039275,Blink
,0.057107329,Blink
,0.041149842,Open
,0.061633947,Open
,0.182636117,Open
,0.223190927,Open
,0.267080008,Open
,0.267705031,Open
,0.320989972,Open
,0.331862147,Open
,0.329782822,Open
,0.32211099,Open
,0.329893923,Open
,0.337070222,Open
,0.328995758,Open
,0.35231356,Open
,0.336781899,Open
,0.370023781,Open
,0.347933637,Open
,0.351418239,Open
,0.361390617,Open
,0.354008787,Open
,0.360912042,Open
,0.352889785,Open
,0.363383055,Open
,0.348516507,Open
,0.355354723,Open
,0.347231729,Open
,0.354451995,Open
,0.341299672,Open
,0.342012143,Open
,0.359380339,Open
,0.355574359,Open
,0.357764486,Open
,0.364347035,Open
,0.349808119,Open
,0.363001053,Open
,0.366277256,Open
,0.35753451,Open
,0.332039327,Open
,0.343548485,Open
,0.34925006,Open
,0.351695934,Open
,0.351695934,Open
,0.35137109,Open
,0.349711578,Open
,0.350757452,Open
,0.357764486,Open
,0.365427643,Open
,0.34095765,Open
,0.358261263,Open
,0.348203681,Open
,0.350451494,Open
,0.350646015,Open
,0.356047353,Open
,0.35471842,Open
,0.350296439,Open
,0.368495565,Open
,0.385350306,Open
,0.373176738,Open
,0.366188888,Open
,0.355054708,Open
,0.353945189,Open
,0.353945189,Open
,0.350646015,Open
,0.376022989,Open
,0.349480015,Open
,0.357345192,Open
,0.344436941,Open
,0.343548485,Open
,0.348541023,Open
,0.373062371,Open
,0.35452444,Open
,0.355898382,Open
,0.354451995,Open
,0.352400543,Open
,0.337460482,Open
,0.351850709,Open
,0.349016845,Open
,0.343903717,Open
,0.344918854,Open
,0.363649626,Open
,0.3643757,Open
,0.356626604,Open
,0.355457377,Open
,0.324296051,Open
,0.342350917,Open
,0.350530744,Open
,0.362189989,Open
,0.350503343,Open
,0.345918801,Open
,0.348516507,Open
,0.344371237,Open
,0.345450827,Open
,0.343619295,Open
,0.350469745,Open
,0.354451995,Open
,0.350869099,Open
,0.357784009,Open
,0.356626604,Open
,0.356626604,Open
,0.357475813,Open
,0.356626604,Open
,0.347708281,Open
,0.356714567,Open
,0.362206847,Open
,0.378047302,Open
,0.371581261,Open
,0.348203681,Open
,0.363672531,Open
,0.384300665,Open
,0.348203681,Open
,0.343619295,Open
,0.349016845,Open
,0.344253015,Open
,0.325428058,Open
,0.334608145,Open
,0.332193392,Open
,0.33539077,Open
,0.35506973,Open
,0.356537871,Open
,0.33539077,Open
,0.339491061,Open
,0.33539077,Open
,0.342990063,Open
,0.328087537,Open
,0.282511369,Open
,0.063183216,Blink
,0.047161036,Blink
,0.034301782,Blink
,0.031627431,Open
,0.020293285,Open
,0.056416213,Open
,0.095869964,Open
,0.197551499,Open
,0.219305217,Open
,0.230663853,Open
,0.238353891,Open
,0.249932918,Open
,0.241872594,Open
,0.257686707,Open
,0.245843862,Open
,0.249878019,Open
,0.261964509,Open
,0.269773197,Open
,0.265990676,Open
,0.266492493,Open
,0.287135138,Open
,0.282844928,Open
,0.274552817,Open
,0.274339658,Open
,0.269992524,Open
,0.280702288,Open
,0.272905002,Open
,0.285643123,Open
,0.26553957,Open
,0.273768709,Open
,0.269560038,Open
,0.287400024,Open
,0.275732845,Open
,0.275287117,Open
,0.26794255,Open
,0.280039763,Open
,0.280304823,Open
,0.275732845,Open
,0.283334902,Open
,0.291075477,Open
,0.303985456,Open
,0.290848374,Open
,0.282859434,Open
,0.282111323,Open
,0.281565995,Open
,0.294743897,Open
,0.274070409,Open
,0.302278476,Open
,0.290838098,Open
,0.307303881,Open
,0.307303186,Open
,0.307587151,Open
,0.285848996,Open
,0.297829976,Open
,0.297385399,Open
,0.292649146,Open
,0.306230209,Open
,0.301493944,Open
,0.289435114,Open
,0.297145539,Open
,0.304881076,Open
,0.280693218,Open
,0.297451718,Open
,0.300806348,Open
,0.310326261,Open
,0.323086833,Open
,0.300427538,Open
,0.309731181,Open
,0.327369648,Open
,0.356992356,Open
,0.363732132,Open
,0.363648882,Open
,0.355354723,Open
,0.364698801,Open
,0.371397978,Open
,0.354470989,Open
,0.364707902,Open
,0.371053243,Open
,0.356626604,Open
,0.377137945,Open
,0.363648882,Open
,0.363732132,Open
,0.350646015,Open
,0.355419761,Open
,0.35484051,Open
,0.37893296,Open
,0.348782932,Open
,0.373547979,Open
,0.357122003,Open
,0.35603758,Open
,0.370462525,Open
,0.368908825,Open
,0.36271343,Open
,0.39331615,Open
,0.354451995,Open
,0.374343941,Open
,0.35080433,Open
,0.35080433,Open
,0.338964099,Open
,0.364463663,Open
,0.355060665,Open
,0.355088377,Open
,0.35756418,Open
,0.352462143,Open
,0.331453514,Open
,0.373336555,Open
,0.350293179,Open
,0.378961659,Open
,0.356047353,Open
,0.36641433,Open
,0.368550105,Open
,0.38005643,Open
,0.358202566,Open
,0.323053582,Open
,0.328572617,Open
,0.302063835,Open
,0.298882831,Open
,0.286315243,Open
,0.302106858,Open
,0.299332305,Open
,0.278931764,Open
,0.301450985,Open
,0.290838098,Open
,0.286012605,Open
,0.278302249,Open
,0.169580962,Blink
,0.068599433,Blink
,0.017673807,Blink
,0.029756357,Open
,0.037683506,Open
,0.270063521,Open
,0.262743024,Open
,0.271055022,Open
,0.262936812,Open
,0.265790056,Open
,0.262436329,Open
,0.261586116,Open
,0.257492868,Open
,0.255378306,Open
,0.257686707,Open
,0.261956113,Open
,0.266007019,Open
,0.257930352,Open
,0.26263151,Open
,0.270510984,Open
,0.255207383,Open
,0.270244863,Open
,0.255698736,Open
,0.25143074,Open
,0.247223273,Open
,0.258980847,Open
,0.238587226,Open
,0.250392496,Open
,0.258765476,Open
,0.263383234,Open
,0.275254363,Open
,0.270691834,Open
,0.2707075,Open
,0.258677277,Open
,0.275218574,Open
,0.262647177,Open
,0.261782072,Open
,0.270205682,Open
,0.278613528,Open
,0.266631111,Open
,0.262700843,Open
,0.262466327,Open
,0.25139457,Open
,0.25865901,Open
,0.25865901,Open
,0.258119192,Open
,0.274070409,Open
,0.26592788,Open
,0.290929682,Open
,0.332281718,Open
,0.344807231,Open
,0.369289188,Open
,0.370050519,Open
,0.356484591,Open
,0.364452675,Open
,0.369141162,Open
,0.362206847,Open
,0.333113978,Open
,0.349128282,Open
,0.349016845,Open
,0.355088377,Open
,0.36305646,Open
,0.356135316,Open
,0.352400543,Open
,0.370462525,Open
,0.360489859,Open
,0.352243793,Open
,0.339728421,Open
,0.334360644,Open
,0.33126496,Open
,0.338560646,Open
,0.341225787,Open
,0.340236804,Open
,0.328425138,Open
,0.336071535,Open
,0.338914339,Open
,0.333588702,Open
,0.339374618,Open
,0.339008236,Open
,0.352702584,Open
,0.339546889,Open
,0.122178802,Blink
,0.04906645,Blink
,0.021075396,Blink
,0,Open
,0.031005825,Open
,0.031229518,Open
,0.039920913,Open
,0.043446659,Open
,0.140288247,Open
,0.16414249,Open
,0.208161499,Open
,0.204545455,Open
,0.203075445,Open
,0.204459181,Open
,0.231252692,Open
,0.218643267,Open
,0.219198213,Open
,0.242685268,Open
,0.215973999,Open
,0.251949267,Open
,0.246940519,Open
,0.258880716,Open
,0.304921471,Open
,0.324296051,Open
,0.354304804,Open
,0.35756418,Open
,0.38005643,Open
,0.385134728,Open
,0.369141162,Open
,0.369224412,Open
,0.36271343,Open
,0.370462525,Open
,0.363168857,Open
,0.385043466,Open
,0.372421672,Open
,0.364283814,Open
,0.379055811,Open
,0.379055811,Open
,0.356188971,Open
,0.328735429,Open
,0.282387443,Open
,0.254705639,Open
,0.266938915,Open
,0.262716509,Open
,0.262410931,Open
,0.270471255,Open
,0.246654494,Open
,0.278053551,Open
,0.278499278,Open
,0.278096922,Open
,0.262387646,Open
,0.245843862,Open
,0.237844529,Open
,0.237903226,Open
,0.254154368,Open
,0.254204602,Open
,0.266525545,Open
,0.274402848,Open
,0.266071821,Open
,0.262716509,Open
,0.279457664,Open
,0.266007019,Open
,0.262700843,Open
,0.27535407,Open
,0.26320266,Open
,0.266007019,Open
,0.274919055,Open
,0.275067304,Open
,0.266590348,Open
,0.26695803,Open
,0.271153922,Open
,0.282889553,Open
,0.27901771,Open
,0.283291919,Open
,0.274479567,Open
,0.291510912,Open
,0.295547366,Open
,0.275199204,Open
,0.275283164,Open
,0.267011696,Open
,0.262912749,Open
,0.263470668,Open
,0.275572592,Open
,0.255445649,Open
,0.262482438,Open
,0.254887261,Open
,0.24640883,Open
,0.262817324,Open
,0.258777848,Open
,0.25,Open
,0.258791157,Open
,0.250690843,Open
,0.271071731,Open
,0.3090536,Open
,0.332989635,Open
,0.341039656,Open
,0.358979196,Open
,0.348516507,Open
,0.36496044,Open
,0.371053243,Open
,0.37170196,Open
,0.37127873,Open
,0.363180558,Open
,0.37023235,Open
,0.386696998,Open
,0.349857583,Open
,0.275072483,Open
,0.094046913,Blink
,0.014279887,Blink
,0.050818882,Blink
,0.067147497,Open
,0.060548316,Open
,0.046463597,Open
,0.064074482,Open
,0.028321986,Open
,0.051849859,Open
,0.058804848,Open
,0.03405787,Open
,0.038069683,Open
,0.044640163,Open
,0.039094691,Open
,0.006746907,Open
,0.037348898,Open
,0.097842114,Open
,0.140181962,Open
,0.147755125,Open
,0.3016361,Open
,0.302815721,Open
,0.287246925,Open
,0.306930981,Open
,0.31135504,Open
,0.309635998,Open
,0.312032202,Open
,0.335703627,Open
,0.329263213,Open
,0.327830616,Open
,0.328861199,Open
,0.315818086,Open
,0.315695161,Open
,0.30540935,Open
,0.321817086,Open
,0.318867287,Open
,0.313799221,Open
,0.323892136,Open
,0.312395697,Open
,0.322278619,Open
,0.314670375,Open
,0.322916667,Open
,0.306444307,Open
,0.278470191,Open
,0.03973692,Blink
,0.052434434,Blink
,0.039275121,Blink
,0.034050197,Open
,0.021833451,Open
,0.013929612,Open
,0.0488343,Open
,0.180515408,Open
,0.177697784,Open
,0.209882627,Open
,0.207574443,Open
,0.235652438,Open
,0.230942557,Open
,0.247099373,Open
,0.260030407,Open
,0.262035784,Open
,0.282667411,Open
,0.295515338,Open
,0.299322204,Open
,0.299414266,Open
,0.304836547,Open
,0.299404006,Open
,0.306780209,Open
,0.320155831,Open
,0.312521796,Open
,0.301445234,Open
,0.301445234,Open
,0.294515991,Open
,0.31119752,Open
,0.294298169,Open
,0.302552585,Open
,0.323275461,Open
,0.286281482,Open
,0.29089488,Open
,0.299846751,Open
,0.291577686,Open
,0.291366894,Open
,0.298815523,Open
,0.299388144,Open
,0.30801305,Open
,0.294292743,Open
,0.29068545,Open
,0.298899043,Open
,0.279124199,Open
,0.304744438,Open
,0.291044696,Open
,0.283080823,Open
,0.283080823,Open
,0.287840426,Open
,0.295473187,Open
,0.307846025,Open
,0.311045889,Open
,0.305161856,Open
,0.313312539,Open
,0.312880054,Open
,0.295515338,Open
,0.291800703,Open
,0.315519116,Open
,0.294587152,Open
,0.312109548,Open
,0.286217806,Open
,0.320862719,Open
,0.31668048,Open
,0.310604176,Open
,0.318937509,Open
,0.287601396,Open
,0.311608484,Open
,0.292277878,Open
,0.286720462,Open
,0.286720462,Open
,0.312522964,Open
,0.296615112,Open
,0.294965905,Open
,0.302584357,Open
,0.308474089,Open
,0.290988871,Open
,0.287557444,Open
,0.320432757,Open
,0.296638743,Open
,0.311422414,Open
,0.303609914,Open
,0.297015356,Open
,0.312970544,Open
,0.326595545,Open
,0.291800703,Open
,0.301740042,Open
,0.304781974,Open
,0.295473187,Open
,0.308085847,Open
,0.296161285,Open
,0.304349489,Open
,0.305211937,Open
,0.318842712,Open
,0.311719895,Open
,0.296274872,Open
,0.074371204,Blink
,0.080100198,Blink
,0.04780543,Blink
,0.049399902,Open
,0.071184269,Open
,0.149092098,Open
,0.193484412,Open
,0.242060935,Open
,0.271403682,Open
,0.263215968,Open
,0.287892741,Open
,0.266666667,Open
,0.253971268,Open
,0.255017104,Open
,0.255017104,Open
,0.258272343,Open
,0.262365591,Open
,0.266666667,Open
,0.258259321,Open
,0.274886917,Open
,0.296054599,Open
,0.287892741,Open
,0.290541736,Open
,0.291519239,Open
,0.282724363,Open
,0.282291667,Open
,0.296274872,Open
,0.282213028,Open
,0.282291667,Open
,0.274479167,Open
,0.292715842,Open
,0.29623011,Open
,0.2828125,Open
,0.296274872,Open
,0.297776768,Open
,0.322976604,Open
,0.32343574,Open
,0.318436902,Open
,0.331213974,Open
,0.347168881,Open
,0.335842285,Open
,0.339008236,Open
,0.339512701,Open
,0.32856095,Open
,0.34437003,Open
,0.349971117,Open
,0.355134754,Open
,0.36275515,Open
,0.339889872,Open
,0.363428936,Open
,0.350729067,Open
,0.340464847,Open
,0.333378903,Open
,0.349971117,Open
,0.329289626,Open
,0.313002581,Open
,0.333278582,Open
,0.333378903,Open
,0.328547416,Open
,0.318327041,Open
,0.328312914,Open
,0.326231938,Open
,0.321278173,Open
,0.302454388,Open
,0.221969697,Open
,0.06823861,Blink
,0.027159506,Blink
,0.040915916,Blink
,0.037768536,Open
,0.108701626,Open
,0.114332238,Open
,0.164530986,Open
,0.182941108,Open
,0.211368978,Open
,0.218856472,Open
,0.21541519,Open
,0.239226137,Open
,0.234541216,Open
,0.216666667,Open
,0.219669118,Open
,0.231905304,Open
,0.212826898,Open
,0.24662794,Open
,0.272914624,Open
,0.266870563,Open
,0.300366856,Open
,0.334471599,Open
,0.331484433,Open
,0.326694879,Open
,0.338964225,Open
,0.339512701,Open
,0.314360414,Open
,0.325932593,Open
,0.309860598,Open
,0.315396005,Open
,0.310142717,Open
,0.32332416,Open
,0.315201052,Open
,0.307461267,Open
,0.307461267,Open
,0.29644021,Open
,0.313205089,Open
,0.29644021,Open
,0.31578711,Open
,0.295993788,Open
,0.291897006,Open
,0.304536226,Open
,0.2996668,Open
,0.282747698,Open
,0.280230988,Open
,0.274911863,Open
,0.271595203,Open
,0.25,Open
,0.254471442,Open
,0.254545455,Open
,0.250972777,Open
,0.254032258,Open
,0.247588123,Open
,0.260632384,Open
,0.268213179,Open
,0.259013464,Open
,0.283135041,Open
,0.270316817,Open
,0.279328516,Open
,0.29068468,Open
,0.271059872,Open
,0.286706785,Open
,0.282876883,Open
,0.294462166,Open
,0.291162954,Open
,0.303399412,Open
,0.293912771,Open
,0.291388934,Open
,0.294562469,Open
,0.286131875,Open
,0.286287969,Open
,0.274492952,Open
,0.287476154,Open
,0.286158445,Open
,0.290605299,Open
,0.294315129,Open
,0.282087529,Open
,0.27185293,Open
,0.160788695,Blink
,0.04256756,Blink
,0.041242378,Blink
,0.05504309,Open
,0.038331201,Open
,0.127795232,Open
,0.095650539,Open
,0.145273494,Open
,0.201747249,Open
,0.220215074,Open
,0.222574779,Open
,0.247701813,Open
,0.249802463,Open
,0.242708566,Open
,0.254841865,Open
,0.265485517,Open
,0.251337171,Open
,0.254841865,Open
,0.239345062,Open
,0.167235653,Open
,0.223585199,Open
,0.256106955,Open
,0.192162491,Blink
,0.108663973,Blink
,0.093303042,Blink
,0.166099881,Open
,0.077577407,Open
,0.139159585,Open
,0.027751039,Open
,0.108969334,Open
,0.20328511,Open
,0.246861799,Open
,0.290292774,Open
,0.270091994,Open
,0.278686773,Open
,0.286376142,Open
,0.281930374,Open
,0.285931833,Open
,0.285257912,Open
,0.295425404,Open
,0.293048395,Open
,0.276078646,Open
,0.282460706,Open
,0.266821398,Open
,0.247710155,Open
,0.193881773,Blink
,0.106986967,Blink
,0.093440953,Blink
,0.133019099,Open
,0.161699168,Open
,0.144762757,Open
,0.188005824,Open
,0.177303064,Open
,0.16344441,Open
,0.167358091,Open
,0.187730419,Open
,0.222821472,Open
,0.225053801,Open
,0.196903659,Open
,0.239296873,Open
,0.189392491,Open
,0.197689613,Open
,0.210582264,Open
,0.289004351,Open
,0.309395147,Open
,0.295431364,Open
,0.287286564,Open
,0.304154784,Open
,0.28134904,Open
,0.288715061,Open
,0.255262414,Open
,0.285486517,Open
,0.258040791,Open
,0.254707968,Open
,0.257669508,Open
,0.273502615,Open
,0.276948057,Open
,0.290807848,Open
,0.314565186,Open
,0.328435754,Open
,0.328111253,Open
,0.3160102,Open
,0.302730164,Open
,0.26260017,Open
,0.200587619,Blink
,0.182945844,Blink
,0.147304346,Blink
,0.15571353,Open
,0.185597467,Open
,0.216864877,Open
,0.241803554,Open
,0.260146434,Open
,0.244687925,Open
,0.067883992,Open
,0.048936013,Open
,0.059621173,Open
,0.110034492,Open
,0.193737661,Open
,0.172439529,Open
,0.199585856,Open
,0.201076311,Open
,0.197132726,Open
,0.19801809,Open
,0.197811731,Open
,0.210635941,Open
,0.193420091,Open
,0.196767299,Open
,0.196617349,Open
,0.192258708,Open
,0.181744583,Open
,0.177414397,Open
,0.180643628,Open
,0.164840398,Open
,0.177303351,Open
,0.212990185,Open
,0.247396833,Open
,0.210266861,Open
,0.208642286,Open
,0.217557491,Open
,0.225059299,Open
,0.231097143,Open
,0.232705796,Open
,0.25170635,Open
,0.226737283,Open
,0.209576024,Open
,0.212695566,Open
,0.217085198,Open
,0.226751146,Open
,0.213252188,Open
,0.216274222,Open
,0.221481113,Open
,0.221763168,Open
,0.145140485,Blink
,0.088150526,Blink
,0.086408457,Blink
,0.049481191,Open
,0.191650191,Open
,0.102572928,Open
,0.116618057,Open
,0.121581632,Open
,0.131812148,Open
,0.140765227,Open
,0.149867545,Open
,0.147178464,Open
,0.156334533,Open
,0.137367007,Open
,0.15543916,Open
,0.150906608,Open
,0.140793904,Open
,0.14277416,Open
,0.158064283,Open
,0.157126615,Open
,0.13222371,Open
,0.163312255,Open
,0.147674007,Open
,0.163176558,Open
,0.141967911,Open
,0.155746625,Open
,0.158494131,Open
,0.16691059,Open
,0.161278473,Open
,0.165909527,Open
,0.187803644,Open
,0.160894177,Open
,0.140890146,Open
,0.046645631,Open
,0.034100402,Open
,0.069794857,Open
,0.161760062,Open
,0.178285666,Open
,0.218129646,Open
,0.227854488,Open
,0.224739225,Open
,0.204888231,Open
,0.223630832,Open
,0.215010142,Open
,0.208353014,Open
,0.212511933,Open
,0.224739225,Open
,0.201152599,Open
,0.211342887,Open
,0.211463242,Open
,0.219430205,Open
,0.222533022,Open
,0.235906251,Open
,0.235192673,Open
,0.254767968,Open
,0.251176595,Open
,0.235200886,Open
,0.239367044,Open
,0.226669747,Open
,0.223607835,Open
,0.236752346,Open
,0.223662661,Open
,0.223662661,Open
,0.214731457,Open
,0.216895365,Open
,0.190463527,Open
,0.212740359,Open
,0.209841629,Open
,0.204797918,Open
,0.202232143,Open
,0.20773539,Open
,0.212817756,Open
,0.208491461,Open
,0.210850653,Open
,0.211961202,Open
,0.203896686,Open
,0.207623106,Open
,0.209889426,Open
,0.201163175,Open
,0.215942161,Open
,0.215973999,Open
,0.195208731,Blink
,0.045587007,Blink
,0.063437988,Blink
,0.044785529,Open
,0.065903649,Open
,0.042846059,Open
,0.053651909,Open
,0.064248199,Open
,0.033243525,Open
,0.086726022,Open
,0.05310647,Open
,0.138578461,Open
,0.193661981,Open
,0.212844529,Open
,0.233131843,Open
,0.247414211,Open
,0.270894434,Open
,0.246818342,Open
,0.271534529,Open
,0.259645522,Open
,0.279885547,Open
,0.26695803,Open
,0.275254363,Open
,0.276188998,Open
,0.277808497,Open
,0.282911207,Open
,0.286868254,Open
,0.267855665,Open
,0.27038485,Open
,0.275317032,Open
,0.273712739,Open
,0.254390337,Open
,0.258653439,Open
,0.258086895,Open
,0.250388149,Open
,0.267091828,Open
,0.265825562,Open
,0.261712874,Open
,0.263024014,Open
,0.250593116,Open
,0.250121683,Open
,0.250121683,Open
,0.259171368,Open
,0.253904186,Open
,0.262521935,Open
,0.275353037,Open
,0.275425161,Open
,0.263127573,Open
,0.263294606,Open
,0.263294606,Open
,0.175095105,Blink
,0.059756176,Blink
,0.022057518,Blink
,0.05087241,Open
,0.078113834,Open
,0.034562299,Open
,0.075339507,Open
,0.040759241,Open
,0.03900532,Open
,0.042643239,Open
,0.040285308,Open
,0.035511769,Open
,0.059790021,Open
,0.142360882,Open
,0.151627891,Open
,0.192827707,Open
,0.197556956,Open
,0.209486608,Open
,0.224889822,Open
,0.217674465,Open
,0.216308263,Open
,0.230250892,Open
,0.238636364,Open
,0.250980392,Open
,0.246212121,Open
,0.259775268,Open
,0.254534337,Open
,0.254534337,Open
,0.271590144,Open
,0.266908087,Open
,0.270957406,Open
,0.274784605,Open
,0.287685589,Open
,0.274340623,Open
,0.285931833,Open
,0.270755501,Open
,0.273322656,Open
,0.278240164,Open
,0.278632153,Open
,0.274124059,Open
,0.275841337,Open
,0.295176382,Open
,0.277593139,Open
,0.287249542,Open
,0.299839303,Open
,0.287245269,Open
,0.206011943,Blink
,0.043697026,Blink
,0.016312254,Blink
,0.058028772,Open
,0.033859722,Open
,0.042666784,Open
,0.022819254,Open
,0.027382703,Open
,0.044385073,Open
,0.075438118,Open
,0.160823808,Open
,0.169082686,Open
,0.204921918,Open
,0.219860435,Open
,0.225806452,Open
,0.238155242,Open
,0.254451565,Open
,0.241935484,Open
,0.245967742,Open
,0.250573128,Open
,0.246454131,Open
,0.237844529,Open
,0.249937111,Open
,0.239139161,Open
,0.246486557,Open
,0.270877647,Open
,0.279640406,Open
,0.262698592,Open
,0.254201591,Open
,0.274414364,Open
,0.250911312,Open
,0.258233849,Open
,0.245906751,Open
,0.270866888,Open
,0.274414364,Open
,0.254610197,Open
,0.27484685,Open
,0.258684482,Open
,0.295717365,Open
,0.279358341,Open
,0.283096919,Open
,0.278071535,Open
,0.278266006,Open
,0.293666106,Open
,0.28732954,Open
,0.294778145,Open
,0.287372011,Open
,0.28283317,Open
,0.28283317,Open
,0.290391676,Open
,0.300740292,Open
,0.291131587,Open
,0.299028441,Open
,0.290699734,Open
,0.291592874,Open
,0.291131587,Open
,0.296340413,Open
,0.304012583,Open
,0.286910724,Open
,0.292508933,Open
,0.292508933,Open
,0.290882625,Open
,0.291343146,Open
,0.291131587,Open
,0.291131587,Open
,0.291131587,Open
,0.21277326,Open
,0.027833847,Blink
,0.074407619,Blink
,0.013508581,Blink
,0.032994528,Open
,0.195498504,Open
,0.25819833,Open
,0.289589443,Open
,0.274766546,Open
,0.294286782,Open
,0.273801582,Open
,0.297909554,Open
,0.281386893,Open
,0.295176382,Open
,0.277490997,Open
,0.114849823,Open
,0.031936874,Open
,0.084980376,Open
,0.057682555,Open
,0.03596002,Open
,0.087102797,Open
,0.163122681,Open
,0.193589645,Open
,0.21574121,Open
,0.25448984,Open
,0.236213462,Open
,0.251180932,Open
,0.251374054,Open
,0.24757183,Open
,0.270916088,Open
,0.254251305,Open
,0.2620472,Open
,0.276812087,Open
,0.281606923,Open
,0.281392827,Open
,0.265065626,Open
,0.253491013,Open
,0.273936299,Open
,0.258691276,Open
,0.277535479,Open
,0.305145635,Open
,0.288231711,Open
,0.273323893,Open
,0.282226763,Open
,0.309303954,Open
,0.307510052,Open
,0.320421693,Open
,0.286590298,Open
,0.304354031,Open
,0.297279599,Open
,0.289340563,Open
,0.314377121,Open
,0.318281655,Open
,0.305350197,Open
,0.327905793,Open
,0.312786663,Open
,0.325895032,Open
,0.321951244,Open
